n,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
128,74,RMP,baseline,0.0013382589968387038,4.653204814530909e-05,4.205800360068679e-05,0.0005191700329305604,0.0001927680423250422,0.0
128,74,RMP,optimized,0.000666331994580105,5.297896859701723e-05,4.676998651120812e-05,0.0001612710184417665,0.00016558903735131025,0.00013841703184880316
128,75,RMP,baseline,0.0015136139991227537,6.210198625922203e-05,5.907898594159633e-05,0.000569336989428848,0.00024159600434359163,0.0
128,75,RMP,optimized,0.0008211249951273203,5.333003355190158e-05,4.211498890072107e-05,0.0002010329917538911,0.0002110839996021241,0.00018671099678613245
128,76,RMP,baseline,0.001427620998583734,5.2784031140618026e-05,5.8155026636086404e-05,0.0005956949898973107,0.00021401603589765728,0.0
128,76,RMP,optimized,0.000584036999498494,4.2325977119617164e-05,3.4475961001589894e-05,0.00014427799033001065,0.00013923802180215716,0.00013479100016411394
128,77,RMP,baseline,0.0012636460014618933,4.7794965212233365e-05,4.670099588111043e-05,0.00048566404439043254,0.00018909800564870238,0.0
128,77,RMP,optimized,0.0007515049946960062,4.612396878656e-05,5.0183996791020036e-05,0.00018042298324871808,0.00018923994502983987,0.00016453299031127244
128,78,RMP,baseline,0.0015126679936656728,6.41270016785711e-05,5.12720289407298e-05,0.0005811540613649413,0.00020689997472800314,0.0
128,78,RMP,optimized,0.0006366089946823195,4.0256010834127665e-05,3.7358011468313634e-05,0.00015880503633525223,0.00015330100723076612,0.00014083502173889428
128,79,RMP,baseline,0.0019509069970808923,9.477397543378174e-05,7.530697621405125e-05,0.000671902991598472,0.00040685701242182404,0.0
128,79,RMP,optimized,0.0007378349982900545,4.872099088970572e-05,3.587696119211614e-05,0.0001787209912436083,0.00018879602430388331,0.0001711690129013732
128,80,RMP,baseline,0.0013570570008596405,0.00010160003148484975,5.01040049130097e-05,0.0005073349893791601,0.00021187601669225842,0.0
128,80,RMP,optimized,0.0009579909965395927,5.632401735056192e-05,4.1698047425597906e-05,0.00023097597295418382,0.0002219609887106344,0.0001650949561735615
128,81,RMP,baseline,0.0013729310012422502,4.909798735752702e-05,5.450600292533636e-05,0.0005516079836525023,0.00021705000835936517,0.0
128,81,RMP,optimized,0.0006464059988502413,4.321701999288052e-05,3.609404666349292e-05,0.00015424698358401656,0.0001786499924492091,0.000142426069942303
128,82,RMP,baseline,0.001175377008621581,4.325305053498596e-05,3.767097950913012e-05,0.0004724400059785694,0.0001779349840944633,0.0
128,82,RMP,optimized,0.0005757430044468492,5.088698526378721e-05,3.3607022487558424e-05,0.00013936801406089216,0.00013993197353556752,0.00012737695942632854
128,83,RMP,baseline,0.001364104013191536,5.488499300554395e-05,4.900297790300101e-05,0.0005183709727134556,0.0002076740056509152,0.0
128,83,RMP,optimized,0.0007381019968306646,4.994602932129055e-05,3.686599666252732e-05,0.00016511898138560355,0.0002099829725921154,0.00016167902504093945
128,84,RMP,baseline,0.001206835004268214,4.2876010411418974e-05,3.884198667947203e-05,0.0004866350063821301,0.00018650697893463075,0.0
128,84,RMP,optimized,0.0006607090035686269,4.089401045348495e-05,3.189496055711061e-05,0.00015427199832629412,0.00018037401605397463,0.00015494997205678374
128,85,RMP,baseline,0.0013373599940678105,5.0385991926304996e-05,4.527896817307919e-05,0.0004819039750145748,0.00020658002176787704,0.0
128,85,RMP,optimized,0.0005647840007441118,4.38150018453598e-05,2.8556984034366906e-05,0.00013851700350642204,0.0001307000347878784,0.00011450398596934974
128,86,RMP,baseline,0.0012083199981134385,4.4967004214413464e-05,4.7317982534877956e-05,0.0004732699744636193,0.00019890103430952877,0.0
128,86,RMP,optimized,0.0005808720015920699,3.632799780461937e-05,3.034604014828801e-05,0.00014616898261010647,0.00014340401685331017,0.0001396480220137164
128,87,RMP,baseline,0.001156894999439828,4.4707980123348534e-05,3.8908037822693586e-05,0.0004440569755388424,0.00016966498515103012,0.0
128,87,RMP,optimized,0.0023050809977576137,0.00017654399562161416,0.0001520470395917073,0.0005834760377183557,0.0005408679571701214,0.0004970839945599437
128,88,RMP,baseline,0.0022208690061233938,8.129404159262776e-05,8.23649752419442e-05,0.0008644209592603147,0.00033014996733982116,0.0
128,88,RMP,optimized,0.0010823740012710914,7.160399400163442e-05,6.200301868375391e-05,0.00026340300973970443,0.00029082999390084296,0.0002467989979777485
128,89,RMP,baseline,0.002152653003577143,0.00010917095642071217,8.174698450602591e-05,0.0007772639801260084,0.00034796298132278025,0.0
128,89,RMP,optimized,0.0010435959993628785,6.1857994296588e-05,5.818097270093858e-05,0.0002521769638406113,0.00028247901354916394,0.0002284119836986065
128,90,RMP,baseline,0.002126601990312338,7.576598727609962e-05,7.58390233386308e-05,0.0007945280522108078,0.000350733011146076,0.0
128,90,RMP,optimized,0.0011175140098202974,6.983501953072846e-05,7.546904089394957e-05,0.000283793022390455,0.00029025101684965193,0.0002405729901511222
128,91,RMP,baseline,0.0023461340024368837,0.00014802400255575776,9.955896530300379e-05,0.0008805870020296425,0.00035446097899693996,0.0
128,91,RMP,optimized,0.00105989100120496,6.633899465668947e-05,6.984300853218883e-05,0.00025077001191675663,0.0002854690101230517,0.00024042899894993752
128,92,RMP,baseline,0.002190878993133083,8.061800326686352e-05,8.304102811962366e-05,0.0008623980247648433,0.0003248560387874022,0.0
128,92,RMP,optimized,0.0009824550070334226,6.944904453121126e-05,5.897400842513889e-05,0.00023571998463012278,0.00025514002481941134,0.00021904599270783365
128,93,RMP,baseline,0.0022484969958895817,0.00010937503247987479,8.452904876321554e-05,0.0008244190103141591,0.00036753201857209206,0.0
128,93,RMP,optimized,0.001237012998899445,6.972899427637458e-05,6.7652013967745e-05,0.00030024093575775623,0.000340008016792126,0.00027072097873315215
128,94,RMP,baseline,0.0012462070008041337,4.8355956096202135e-05,4.869601980317384e-05,0.0004823549825232476,0.00018865401216316968,0.0
128,94,RMP,optimized,0.0012323809933150187,7.532302697654814e-05,5.893195339012891e-05,0.000244178983848542,0.0004286170151317492,0.00024076501722447574
128,95,RMP,baseline,0.0013998149952385575,4.460698983166367e-05,4.549701407086104e-05,0.0005616160051431507,0.00020584397134371102,0.0
