trial,k,algorithm,implementation,label,m,n,measurement_ratio,matrix_kind,coeff_mode,snr_db,noise_sigma,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,stop_reason,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,used_incremental_solver,fallback_reason,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
3,4,gOMP,baseline,gOMP (baseline),96,256,0.375,gaussian,gaussian,clean,0.0,0.00043569528199082923,0.020873315069505113,0.75,0.75,0,0.00010572700193733908,2,4.0,0.04080512988914643,target_sparsity_reached,1,1,3.307899896753952e-05,3.0,False,,0,0,1.4376451464024458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3168.0,768.0,2048.0,256.0,0.0,0.0,56.0,24.0,0.0,0.0,0.0,16.0,0.0,7.516002369811758e-06,2.1067000488983467e-05,3.307899896753952e-05,1.0334995749872178e-05,0.0
3,4,gOMP,optimized,gOMP (optimized),96,256,0.375,gaussian,gaussian,clean,0.0,0.00043569528172629485,0.02087331506316845,0.75,0.75,0,8.788699778961018e-05,2,4.0,0.040805129889146384,target_sparsity_reached,1,1,2.722899807849899e-05,3.0,True,,0,0,1.4376451464024458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.0,768.0,0.0,256.0,0.0,0.0,32.0,24.0,0.0,0.0,0.0,8.0,0.0,7.905997335910797e-06,1.8605001969262958e-05,2.722899807849899e-05,8.303999493364245e-06,0.0
3,4,Improved-gOMP,baseline,Improved-gOMP (baseline),96,256,0.375,gaussian,gaussian,clean,0.0,6.843291908293204e-32,2.615968636718186e-16,1.0,1.0,1,0.0006775340007152408,2,4.0,5.576967356515422e-16,residual_tol,0,0,4.10290012951009e-05,11.5,False,,0,0,1.1319770089087096,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2952.0,768.0,2048.0,0.0,0.0,0.0,48.0,24.0,16.0,16.0,16.0,16.0,0.0,7.609000022057444e-06,0.0004392709961393848,2.5868001102935523e-05,1.052000152412802e-05,0.00010605999705148861
3,4,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,clean,0.0,6.843291908293204e-32,2.615968636718186e-16,1.0,1.0,1,0.00040957500095828436,2,4.0,5.576967356515422e-16,residual_tol,0,0,3.4849002986447886e-05,0.0,True,,0,0,1.1319770089087096,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3056.0,768.0,2048.0,0.0,128.0,32.0,32.0,24.0,16.0,0.0,0.0,8.0,0.0,7.96299718786031e-06,0.0001278140007343609,6.500300150946714e-05,1.2417000107234344e-05,0.00014202800230123103
4,4,OMP,baseline,OMP (baseline),96,256,0.375,gaussian,gaussian,clean,0.0,9.556902180629851e-30,3.0914239729661558e-15,1.0,1.0,1,0.0001932459999807179,4,4.0,6.4625169146789814e-15,target_sparsity_reached,0,0,6.210500578163192e-05,1.0,False,,0,0,1.1717001972227474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2968.0,768.0,2048.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,32.0,0.0,1.7494996427558362e-05,2.8015998395858333e-05,6.210500578163192e-05,2.3984001018106937e-05,0.0
4,4,OMP,optimized,OMP (optimized),96,256,0.375,gaussian,gaussian,clean,0.0,1.092003988224812e-20,1.0449899464706883e-10,1.0,1.0,1,0.00014926199946785346,4,4.0,2.322986405698528e-10,target_sparsity_reached,0,0,5.385899930843152e-05,1.0,True,,0,0,1.1717001972227474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264.0,768.0,0.0,256.0,128.0,32.0,32.0,40.0,0.0,0.0,0.0,8.0,0.0,1.666000025579706e-05,1.0586001735646278e-05,5.385899930843152e-05,1.6856996808201075e-05,2.5276000087615103e-05
4,4,gOMP,baseline,gOMP (baseline),96,256,0.375,gaussian,gaussian,clean,0.0,0.0004871194070134209,0.022070781749032382,0.75,0.75,0,0.0001057840017892886,2,4.0,0.04815093356760553,target_sparsity_reached,1,1,3.159100015182048e-05,3.0,False,,0,0,1.4200522662747128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3168.0,768.0,2048.0,256.0,0.0,0.0,56.0,24.0,0.0,0.0,0.0,16.0,0.0,8.405997505178675e-06,2.1060001017758623e-05,3.159100015182048e-05,1.1276999430265278e-05,0.0
4,4,gOMP,optimized,gOMP (optimized),96,256,0.375,gaussian,gaussian,clean,0.0,0.00048711940787562335,0.02207078176856505,0.75,0.75,0,0.00012063599933753721,2,4.0,0.048150933567605504,target_sparsity_reached,1,1,3.120399924227968e-05,3.0,True,,0,0,1.4200522662747128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.0,768.0,0.0,256.0,0.0,0.0,32.0,24.0,0.0,0.0,0.0,8.0,0.0,2.9308001103345305e-05,2.2720003471476957e-05,3.120399924227968e-05,1.0020001354860142e-05,0.0
4,4,Improved-gOMP,baseline,Improved-gOMP (baseline),96,256,0.375,gaussian,gaussian,clean,0.0,9.556902180629851e-30,3.0914239729661558e-15,1.0,1.0,1,0.0006288949989539105,2,4.0,6.4625169146789814e-15,residual_tol,0,0,3.928099977201782e-05,12.5,False,,0,0,1.1717001972227474,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2952.0,768.0,2048.0,0.0,0.0,0.0,48.0,24.0,16.0,16.0,16.0,16.0,0.0,8.920000254875049e-06,0.0003896169982908759,2.5110999558819458e-05,1.0671999916667119e-05,0.00010488699990673922
4,4,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,clean,0.0,0.0005042533933444511,0.022455587129809166,0.75,0.75,0,0.00044238400005269796,2,4.0,0.047147442548617316,target_sparsity_reached,1,1,5.1250000979052857e-05,0.0,True,,0,0,1.2708117337780358,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3056.0,768.0,2048.0,0.0,128.0,32.0,32.0,24.0,16.0,0.0,0.0,8.0,0.0,9.278999641537666e-06,0.00013154699990991503,8.072599666775204e-05,1.402400084771216e-05,0.00015379999604192562
