matrix_kind,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
bernoulli,3,Improved-gOMP,optimized,0.0010803100012708455,2.1420997654786333e-05,0.0005757569997513201,0.000208684999961406,3.504400228848681e-05,0.00010063200534204952
bernoulli,4,Improved-gOMP,baseline,0.002122032001352636,2.759699782473035e-05,0.0014542179997079074,0.00018967299911309965,3.781400664593093e-05,0.00012652299847104587
bernoulli,4,Improved-gOMP,optimized,0.0013928389998909552,2.6333993446314707e-05,0.0007724979950580746,0.0002501319977454841,4.961800732417032e-05,0.00013161600145394914
bernoulli,5,Improved-gOMP,baseline,0.0014608190031140111,1.895400055218488e-05,0.0011157079934491776,0.0001056769979186356,2.2980006178840995e-05,2.6030029403045774e-06
bernoulli,5,Improved-gOMP,optimized,0.0007821460021659732,1.8479000573279336e-05,0.0004509819991653785,0.0001736289996188134,2.8234000637894496e-05,2.3039974621497095e-06
bernoulli,6,Improved-gOMP,baseline,0.0024213840006268583,2.6742003683466464e-05,0.0017142389988293871,0.00015467799676116556,3.376400127308443e-05,0.00014280199684435502
bernoulli,6,Improved-gOMP,optimized,0.0011486510011309292,2.6270001399097964e-05,0.0005947009994997643,0.0002321130086784251,3.6069995985599235e-05,0.00011180100045748986
bernoulli,7,Improved-gOMP,baseline,0.0022682519993395545,2.6362005883129314e-05,0.0015502030073548667,0.00015748399891890585,3.1546001991955563e-05,0.0001808520028134808
bernoulli,7,Improved-gOMP,optimized,0.0011878019977302756,2.37909953284543e-05,0.0006019500106049236,0.0002420719938527327,4.5698994654230773e-05,0.00012554200293379836
bernoulli,8,Improved-gOMP,baseline,0.002650057002028916,3.07059999613557e-05,0.0017065150022972375,0.00015257400445989333,3.135100268991664e-05,0.00039298699994105846
bernoulli,8,Improved-gOMP,optimized,0.001126199000282213,2.2681004338664934e-05,0.000571253003727179,0.0002393000031588599,3.6743993405252695e-05,0.0001159189960162621
bernoulli,9,Improved-gOMP,baseline,0.0027426950000517536,2.730100095504895e-05,0.00202857400290668,0.0001924700009112712,3.872099841828458e-05,0.0001355359927401878
bernoulli,9,Improved-gOMP,optimized,0.001048338002874516,2.1709995053242892e-05,0.0005468189956445713,0.00021264199676807038,3.311599721200764e-05,0.00010580199523246847
bernoulli,10,Improved-gOMP,baseline,0.0024649530023452826,2.4394001229666173e-05,0.0016381889981857967,0.00015188700126600452,3.230000220355578e-05,0.000337309993483359
bernoulli,10,Improved-gOMP,optimized,0.0013733790001424495,2.1247997210593894e-05,0.0005928910031798296,0.0002165870027965866,3.423799716983922e-05,0.0003769249997276347
bernoulli,11,Improved-gOMP,baseline,0.002149044998077443,2.184699769713916e-05,0.0017323489992122632,0.00011758799519157037,2.8441998438211158e-05,2.8959984774701297e-06
bernoulli,11,Improved-gOMP,optimized,0.0010873179999180138,2.0876002963632345e-05,0.0006688720059173647,0.00020950300313415937,3.265000486862846e-05,2.740005584200844e-06
bernoulli,12,Improved-gOMP,baseline,0.0014591580002161209,1.926500044646673e-05,0.0010979779908666387,0.00010968800052069128,2.610600131447427e-05,2.583001332823187e-06
bernoulli,12,Improved-gOMP,optimized,0.0009030729997903109,1.8914004613179713e-05,0.0005154189930181019,0.00020187899644952267,3.853199814329855e-05,2.5369990908075124e-06
bernoulli,13,Improved-gOMP,baseline,0.0014685520000057295,1.954700201167725e-05,0.0010937210063275415,0.00011760200140997767,2.6306999643566087e-05,2.362998202443123e-06
bernoulli,13,Improved-gOMP,optimized,0.0007437120002578013,1.736899503157474e-05,0.00042969200148945674,0.00016427299851784483,2.7409998438088223e-05,2.1600026229862124e-06
bernoulli,14,Improved-gOMP,baseline,0.002560468998126453,2.2107000404503196e-05,0.0019093629998678807,0.00015479599824175239,5.144799797562882e-05,0.00013783000395051204
bernoulli,14,Improved-gOMP,optimized,0.000899334998393897,1.8887996702687815e-05,0.0004514460015343502,0.00018509800065658055,2.760699499049224e-05,9.980200047721155e-05
bernoulli,15,Improved-gOMP,baseline,0.003496311001072172,3.388600453035906e-05,0.0024594770002295263,0.00019358999634278007,4.109699875698425e-05,0.0003434169993852265
bernoulli,15,Improved-gOMP,optimized,0.0010225549995084293,3.472499884082936e-05,0.000517921998834936,0.00020491500617936254,3.225899490644224e-05,0.00010209999891230837
bernoulli,16,Improved-gOMP,baseline,0.002794502001052024,2.652300099725835e-05,0.001722213997709332,0.00015396800154121593,2.993399539263919e-05,0.0005562740043387748
bernoulli,16,Improved-gOMP,optimized,0.0019803389986918774,2.5396995624760166e-05,0.0008591059959144332,0.00035374700019019656,5.5620999773964286e-05,0.0005180009902687743
bernoulli,17,Improved-gOMP,baseline,0.0025138060009339824,2.3906995920697227e-05,0.0016690459997334983,0.00016074100494734012,2.973899245262146e-05,0.00033546299891895615
bernoulli,17,Improved-gOMP,optimized,0.0009012049995362759,1.811199399526231e-05,0.0004566229945339728,0.00018116999490302987,2.7436006348580122e-05,0.00010411900075268932
bernoulli,18,Improved-gOMP,baseline,0.0020896499991067685,2.444200436002575e-05,0.0014770729976589791,0.00014685100177302957,2.9980008548591286e-05,0.00012700899969786406
bernoulli,18,Improved-gOMP,optimized,0.001428268999006832,2.026999936788343e-05,0.0010011970043706242,0.000244140002905624,3.344000651850365e-05,2.8900067263748497e-06
bernoulli,19,Improved-gOMP,baseline,0.00227761600035592,2.5199002266163006e-05,0.0016436409969173837,0.0001570129934407305,3.2442996598547325e-05,0.00012809299369109794
bernoulli,19,Improved-gOMP,optimized,0.001077808003174141,2.2936990717425942e-05,0.0005522170031326823,0.00022074900334700942,3.452199962339364e-05,0.0001091619960789103
partial_dct,0,Improved-gOMP,baseline,0.0020345930024632253,2.3553002392873168e-05,0.0014285120014392305,0.00014235000344342552,2.869700256269425e-05,0.00013344999752007425
