trial,measurement_ratio,algorithm,m,n,matrix_kind,coeff_mode,snr_db,noise_sigma,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,stop_reason,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,used_incremental_solver,fallback_reason,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver
1,0.5,OMP,128,256,gaussian,gaussian,20.0,0.035849449371288006,0.002211572611261933,0.04702736024126735,0.9375,0.9375,0,0.0012713999894913286,16,16.0,0.3730013374457176,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.818846336111196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.035849449371288006,0.00236206112311358,0.048601040350115754,0.9375,0.9375,0,0.0004577000217977911,6,16.0,0.3749403255116374,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.7799555244362684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.035849449371288006,0.0013891759703589814,0.03727165102808006,0.9375,1.0,0,0.0016045999946072698,6,15.0,0.3865372220484596,noise_floor,0,1,0.00014600006397813559,17.0,True,cholesky_solve,1,0,1.7600065625004202,1.0,1.0,0.0,0.0,1.0,0.0,1.0
1,0.5,RMP,128,256,gaussian,gaussian,20.0,0.035849449371288006,0.0022115726112619275,0.04702736024126729,0.9375,0.9375,0,0.0010337000130675733,16,16.0,0.37300133744571756,target_sparsity_reached,1,1,0.0004169000021647662,1.0,False,,0,0,1.818846336111196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5,OMP,128,256,gaussian,gaussian,20.0,0.03892922697183794,0.002792768949344855,0.05284665504405038,0.875,0.875,0,0.0009488999785389751,16,16.0,0.3594418126799442,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.6834226934537648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.03892922697183794,0.004927296371012787,0.07019470329741972,0.8125,0.8125,0,0.00041370000690221786,6,16.0,0.3735830675407837,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,1.9179356276896997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.03892922697183794,0.0027511475929642786,0.0524513831368085,0.8125,1.0,0,0.0011592000082600862,5,13.0,0.40499382877783996,noise_floor,0,3,0.0001002000062726438,18.2,True,,0,0,1.6292064009056297,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2,0.5,RMP,128,256,gaussian,gaussian,20.0,0.03892922697183794,0.002792768949344833,0.05284665504405017,0.875,0.875,0,0.0009531000105198473,16,16.0,0.3594418126799441,target_sparsity_reached,2,2,0.0003794000076595694,1.0,False,,0,0,1.6834226934537648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.5,OMP,128,256,gaussian,gaussian,20.0,0.03619837883043152,0.001632711127264147,0.040406820306281795,0.9375,0.9375,0,0.0009588999964762479,16,16.0,0.3666828193578997,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.843379656420118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.03619837883043152,0.0012224384742977768,0.03496338762616942,0.9375,0.9375,0,0.0006630999851040542,6,16.0,0.3772015045785555,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.9220650002317894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.03619837883043152,0.001333794594735547,0.03652115270272212,0.875,0.9333333333333333,0,0.0016001000185497105,5,15.0,0.41136108610309013,noise_floor,1,2,0.00013840003521181643,20.0,True,cholesky_solve,1,0,1.886593013799497,1.0,1.0,0.0,0.0,1.0,0.0,1.0
3,0.5,RMP,128,256,gaussian,gaussian,20.0,0.03619837883043152,0.0016327111272641424,0.04040682030628174,0.9375,0.9375,0,0.0010305999894626439,16,16.0,0.3666828193578997,target_sparsity_reached,1,1,0.0004234000516589731,1.0,False,,0,0,1.843379656420118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.5,OMP,128,256,gaussian,gaussian,20.0,0.041780313674562815,0.0023430249813377983,0.048404803287874214,0.875,0.875,0,0.0011436000058893114,16,16.0,0.41688469797469996,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.7665491862419596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.041780313674562815,0.0021421363917301624,0.04628321933195834,0.875,0.875,0,0.0005073999927844852,6,16.0,0.41978179765885043,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.732795475890863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.041780313674562815,0.003296807463303457,0.05741783227624896,0.8125,1.0,0,0.0012400000123307109,5,13.0,0.48918190052802535,noise_floor,0,3,0.00011869997251778841,19.0,True,,0,0,1.6159018858915188,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4,0.5,RMP,128,256,gaussian,gaussian,20.0,0.041780313674562815,0.0023430249813377983,0.048404803287874214,0.875,0.875,0,0.0010432999988552183,16,16.0,0.41688469797469996,target_sparsity_reached,2,2,0.0004030000127386302,1.0,False,,0,0,1.7665491862419596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.5,OMP,128,256,gaussian,gaussian,20.0,0.04214051207589321,0.002612466463456357,0.051112292684405744,0.9375,0.9375,0,0.0009669999999459833,16,16.0,0.4183642540489874,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.7469764158879022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.04214051207589321,0.0026124664634563817,0.05111229268440599,0.9375,0.9375,0,0.0005327000108081847,6,16.0,0.41836425404898736,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.7469764158879018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.04214051207589321,0.002612466465818775,0.05111229270751582,0.9375,0.9375,0,0.0015372000052593648,6,16.0,0.41836425404898747,target_sparsity_reached,1,1,0.0001372999686282128,18.333333333333332,True,cholesky_solve,1,0,1.7469764158879018,1.0,1.0,0.0,0.0,1.0,0.0,1.0
5,0.5,RMP,128,256,gaussian,gaussian,20.0,0.04214051207589321,0.0026124664634563613,0.051112292684405786,0.9375,0.9375,0,0.0009462999878451228,16,16.0,0.4183642540489874,target_sparsity_reached,1,1,0.0003844000748358667,1.0,False,,0,0,1.7469764158879022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.5,OMP,128,256,gaussian,gaussian,20.0,0.046595300554337846,0.0036745207935563076,0.06061782570792446,0.9375,0.9375,0,0.000997399998595938,16,16.0,0.43417269776503414,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.8604878584857463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.046595300554337846,0.0036745207935563484,0.0606178257079248,0.9375,0.9375,0,0.00042260001646354795,6,16.0,0.4341726977650341,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.8604878584857467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.046595300554337846,0.0020122384839473474,0.04485798127365238,0.9375,1.0,0,0.0015174000000115484,6,15.0,0.4533416996449733,noise_floor,0,1,0.00014180000289343297,17.166666666666668,True,cholesky_solve,1,0,1.7464577542735709,1.0,1.0,0.0,0.0,1.0,0.0,1.0
6,0.5,RMP,128,256,gaussian,gaussian,20.0,0.046595300554337846,0.0036745207935563076,0.06061782570792446,0.9375,0.9375,0,0.0012323999835643917,16,16.0,0.43417269776503414,target_sparsity_reached,1,1,0.0004652999632526189,1.0,False,,0,0,1.8604878584857463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.5,OMP,128,256,gaussian,gaussian,20.0,0.03490722831397323,0.007019752834144213,0.08378396525674953,0.75,0.75,0,0.0011190999939572066,16,16.0,0.3385263706690556,target_sparsity_reached,4,4,0.0,1.0,False,,0,0,1.7284253174917303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.03490722831397323,0.0059270511053516476,0.07698734379981977,0.75,0.75,0,0.00045960000716149807,6,16.0,0.3459353349153175,target_sparsity_reached,4,4,0.0,3.0,False,,0,0,1.7389496694564621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.03490722831397323,0.004303895735899089,0.06560408322581064,0.75,0.9230769230769231,0,0.001203799998620525,5,13.0,0.3818493329443426,noise_floor,1,4,0.00010559998918324709,18.8,True,,0,0,1.539725958140802,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7,0.5,RMP,128,256,gaussian,gaussian,20.0,0.03490722831397323,0.007019752834144244,0.08378396525674972,0.75,0.75,0,0.0015518000000156462,16,16.0,0.33852637066905567,target_sparsity_reached,4,4,0.0005456999351736158,1.0,False,,0,0,1.7284253174917303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.5,OMP,128,256,gaussian,gaussian,20.0,0.03493022897314174,0.004819236493019384,0.0694207209197613,0.875,0.875,0,0.0012215999886393547,16,16.0,0.3299140886252772,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.8558473284714796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.03493022897314174,0.002652422153366017,0.051501671364782106,0.9375,0.9375,0,0.000430300016887486,6,16.0,0.34124561625595395,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,2.0153218627399156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.03493022897314174,0.003954600858283712,0.06288561726089449,0.875,0.9333333333333333,0,0.0016613999905530363,6,15.0,0.3441706165196333,noise_floor,1,2,0.00014470002497546375,17.0,True,cholesky_solve,1,0,1.8189868429417562,1.0,1.0,0.0,0.0,1.0,0.0,1.0
8,0.5,RMP,128,256,gaussian,gaussian,20.0,0.03493022897314174,0.004819236493019381,0.06942072091976127,0.875,0.875,0,0.000988799991318956,16,16.0,0.3299140886252772,target_sparsity_reached,2,2,0.00040059996536001563,1.0,False,,0,0,1.8558473284714796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.5,OMP,128,256,gaussian,gaussian,20.0,0.038526225136668674,0.0015322035800607657,0.0391433721089633,1.0,1.0,1,0.0009892999951262027,16,16.0,0.33167726976831197,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.749508609516356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.038526225136668674,0.0023130554418330346,0.04809423501661124,0.9375,0.9375,0,0.00041870001587085426,6,16.0,0.33650696759335685,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.8326536833944203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.038526225136668674,0.006072854729730147,0.07792852321024792,0.75,1.0,0,0.0010628000018186867,5,12.0,0.4523408596093889,noise_floor,0,4,9.71999834291637e-05,17.0,True,,0,0,1.6664936419327494,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9,0.5,RMP,128,256,gaussian,gaussian,20.0,0.038526225136668674,0.001532203580060785,0.03914337210896354,1.0,1.0,1,0.0009366000012960285,16,16.0,0.33167726976831186,target_sparsity_reached,0,0,0.00038249988574534655,1.0,False,,0,0,1.749508609516356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.5,OMP,128,256,gaussian,gaussian,20.0,0.0406957131720631,0.0024259107084332295,0.049253534984133165,0.9375,0.9375,0,0.0010300000139977783,16,16.0,0.3990815450163746,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.839288360185783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.0406957131720631,0.004474912037918142,0.0668947833385993,0.875,0.875,0,0.0005581000004895031,6,16.0,0.42634878912764845,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.8246543620583133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.0406957131720631,0.005301621451261019,0.07281223421418284,0.8125,1.0,0,0.0013128000136930496,5,13.0,0.5032813903326098,noise_floor,0,3,0.00010959999053739011,18.6,True,,0,0,1.6003238123440304,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10,0.5,RMP,128,256,gaussian,gaussian,20.0,0.0406957131720631,0.0024259107084332295,0.049253534984133165,0.9375,0.9375,0,0.0010271999926771969,16,16.0,0.3990815450163746,target_sparsity_reached,1,1,0.0004044999950565398,1.0,False,,0,0,1.839288360185783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.5,OMP,128,256,gaussian,gaussian,20.0,0.032230565907011406,0.003880652874725552,0.0622948864251758,0.875,0.875,0,0.0019197000074200332,16,16.0,0.32659542140389913,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.0115343988487946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.032230565907011406,0.004092633689689927,0.06397369529494076,0.875,0.875,0,0.0004589999734889716,6,16.0,0.3245508403624189,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.000482871985212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.032230565907011406,0.008068453045178737,0.08982456816026858,0.75,0.9230769230769231,0,0.0020620999857783318,5,13.0,0.3977743676019759,noise_floor,1,4,0.0001606000296305865,18.8,True,,0,0,1.7661752409093194,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11,0.5,RMP,128,256,gaussian,gaussian,20.0,0.032230565907011406,0.0038806528747255486,0.06229488642517577,0.875,0.875,0,0.0010724000167101622,16,16.0,0.32659542140389913,target_sparsity_reached,2,2,0.00043790004565380514,1.0,False,,0,0,2.0115343988487946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.5,OMP,128,256,gaussian,gaussian,20.0,0.027772941177980202,0.0019437764346200536,0.04408828001430826,0.9375,0.9375,0,0.0009471999946981668,16,16.0,0.28336810821466646,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.7394086398083142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.027772941177980202,0.001631640807963855,0.040393573844905765,0.9375,0.9375,0,0.000467999983811751,6,16.0,0.29285664479232204,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.7676223160057214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.027772941177980202,0.0030576077006634022,0.05529563907455454,0.8125,1.0,0,0.0011693999986164272,5,13.0,0.34321123658802105,noise_floor,0,3,9.370001498609781e-05,18.6,True,,0,0,1.6193836397509533,0.0,0.0,0.0,0.0,1.0,0.0,1.0
12,0.5,RMP,128,256,gaussian,gaussian,20.0,0.027772941177980202,0.0019437764346200556,0.04408828001430829,0.9375,0.9375,0,0.0010173999762628227,16,16.0,0.2833681082146665,target_sparsity_reached,1,1,0.0004013000288978219,1.0,False,,0,0,1.7394086398083142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.5,OMP,128,256,gaussian,gaussian,20.0,0.04188323784793214,0.0031320194266468452,0.05596444788119369,0.875,0.875,0,0.0009441000001970679,16,16.0,0.42550296393132847,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.8851315041475498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.04188323784793214,0.003132019426646827,0.05596444788119353,0.875,0.875,0,0.0004412999842315912,6,16.0,0.4255029639313286,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.8851315041475507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.04188323784793214,0.003132019428749916,0.05596444789998303,0.875,0.875,0,0.0016423000197391957,6,16.0,0.4255029639313286,target_sparsity_reached,2,2,0.00014389996067620814,18.5,True,cholesky_solve,1,0,1.8851315041475503,1.0,1.0,0.0,0.0,1.0,0.0,1.0
13,0.5,RMP,128,256,gaussian,gaussian,20.0,0.04188323784793214,0.003132019426646848,0.055964447881193716,0.875,0.875,0,0.000983599980827421,16,16.0,0.4255029639313286,target_sparsity_reached,2,2,0.00040339998668059707,1.0,False,,0,0,1.8851315041475498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.5,OMP,128,256,gaussian,gaussian,20.0,0.02916571770186978,0.0047283525276709745,0.06876301715072554,0.875,0.875,0,0.0009704999974928796,16,16.0,0.31857780606782066,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.930487152629689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.02916571770186978,0.003403431769446479,0.05833893870689181,0.875,0.875,0,0.00041340000461786985,6,16.0,0.32781654451591613,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.060844581434234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.02916571770186978,0.003762968203276996,0.06134303712139623,0.8125,1.0,0,0.0012718999932985753,5,13.0,0.3610550499673732,noise_floor,0,3,0.00010410003596916795,18.2,True,,0,0,1.855181357780312,0.0,0.0,0.0,0.0,1.0,0.0,1.0
14,0.5,RMP,128,256,gaussian,gaussian,20.0,0.02916571770186978,0.004728352527670966,0.06876301715072547,0.875,0.875,0,0.0011147000186610967,16,16.0,0.3185778060678207,target_sparsity_reached,2,2,0.00043759995605796576,1.0,False,,0,0,1.930487152629689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.5,OMP,128,256,gaussian,gaussian,20.0,0.02652236695897943,0.0006181002013569597,0.02486162105247684,1.0,1.0,1,0.0010483999794814736,16,16.0,0.2902055344597481,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.7567778733285675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.02652236695897943,0.0006181002013569784,0.024861621052477217,1.0,1.0,1,0.00045259998296387494,6,16.0,0.29020553445974817,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,1.756777873328567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.02652236695897943,0.0006181002002406667,0.024861621030026718,1.0,1.0,1,0.001883000019006431,6,16.0,0.29020553445974817,target_sparsity_reached,0,0,0.0001456999743822962,17.5,True,cholesky_solve,1,0,1.756777873328567,1.0,1.0,0.0,0.0,1.0,0.0,1.0
15,0.5,RMP,128,256,gaussian,gaussian,20.0,0.02652236695897943,0.0006181002013569608,0.024861621052476864,1.0,1.0,1,0.0009408000041730702,16,16.0,0.2902055344597481,target_sparsity_reached,0,0,0.00038730003871023655,1.0,False,,0,0,1.7567778733285675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.5,OMP,128,256,gaussian,gaussian,20.0,0.033420144867524905,0.0034261967657382873,0.058533723320307304,0.875,0.875,0,0.0009493000106886029,16,16.0,0.32508878655367573,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.8273810354434712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.033420144867524905,0.003400237398306474,0.058311554586603795,0.875,0.875,0,0.0004082999948877841,6,16.0,0.3244971526140129,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.8530266006125569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.033420144867524905,0.00267576858213837,0.0517278317942901,0.875,0.9333333333333333,0,0.0015014999953564256,6,15.0,0.3378037929655293,noise_floor,1,2,0.00013489995035342872,17.0,True,cholesky_solve,1,0,1.7859856772041094,1.0,1.0,0.0,0.0,1.0,0.0,1.0
16,0.5,RMP,128,256,gaussian,gaussian,20.0,0.033420144867524905,0.0034261967657382873,0.058533723320307304,0.875,0.875,0,0.0010254000080749393,16,16.0,0.32508878655367573,target_sparsity_reached,2,2,0.0004142999241594225,1.0,False,,0,0,1.8273810354434712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.5,OMP,128,256,gaussian,gaussian,20.0,0.026978673286486177,0.005900517731423415,0.07681482754926561,0.875,0.875,0,0.0010291999788023531,16,16.0,0.30681669800691097,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.8164395365999504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.026978673286486177,0.005588543636213279,0.07475656249596606,0.875,0.875,0,0.0004422999918460846,6,16.0,0.3117407101818374,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.8273058835952436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.026978673286486177,0.005596192916356686,0.07480770626316974,0.875,0.875,0,0.0016078999906312674,6,16.0,0.31054231382186603,target_sparsity_reached,2,2,0.00013979995856061578,18.166666666666668,True,cholesky_solve,1,0,1.846202410962222,1.0,1.0,0.0,0.0,1.0,0.0,1.0
17,0.5,RMP,128,256,gaussian,gaussian,20.0,0.026978673286486177,0.0059005177314233855,0.07681482754926543,0.875,0.875,0,0.0010972000018227845,16,16.0,0.30681669800691086,target_sparsity_reached,2,2,0.00044649996561929584,1.0,False,,0,0,1.8164395365999504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.5,OMP,128,256,gaussian,gaussian,20.0,0.03191843996483223,0.001551374726270834,0.03938749454167952,1.0,1.0,1,0.0013296999968588352,16,16.0,0.3070443853819557,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.7700340338988294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.03191843996483223,0.0015513747262708153,0.03938749454167929,1.0,1.0,1,0.0005837000207975507,6,16.0,0.3070443853819557,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,1.7700340338988292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.03191843996483223,0.0015513747259284173,0.03938749453733275,1.0,1.0,1,0.0017250000091735274,6,16.0,0.3070443853819557,target_sparsity_reached,0,0,0.00014519999967887998,18.0,True,cholesky_solve,1,0,1.7700340338988292,1.0,1.0,0.0,0.0,1.0,0.0,1.0
18,0.5,RMP,128,256,gaussian,gaussian,20.0,0.03191843996483223,0.0015513747262708316,0.03938749454167949,1.0,1.0,1,0.0009894999966491014,16,16.0,0.3070443853819557,target_sparsity_reached,0,0,0.00039450000622309744,1.0,False,,0,0,1.7700340338988294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.5,OMP,128,256,gaussian,gaussian,20.0,0.040567071493174095,0.0029669437586738825,0.05446965906515188,0.875,0.875,0,0.0009286999993491918,16,16.0,0.4144306958580839,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.8026555284209502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.040567071493174095,0.0029669437586738673,0.05446965906515174,0.875,0.875,0,0.0004104000108782202,6,16.0,0.41443069585808395,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.8026555284209502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.040567071493174095,0.0027398404859751025,0.052343485611631775,0.8125,1.0,0,0.0011653999972622842,5,13.0,0.4584598252693415,noise_floor,0,3,9.970003156922758e-05,19.4,True,,0,0,1.5759239136045695,0.0,0.0,0.0,0.0,1.0,0.0,1.0
19,0.5,RMP,128,256,gaussian,gaussian,20.0,0.040567071493174095,0.0029669437586738686,0.054469659065151756,0.875,0.875,0,0.0010017000022344291,16,16.0,0.41443069585808395,target_sparsity_reached,2,2,0.0004076000186614692,1.0,False,,0,0,1.8026555284209502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.625,OMP,160,256,gaussian,gaussian,20.0,0.031086370297640054,0.0019721822789028234,0.04440925893215089,0.9375,0.9375,0,0.0010895999730564654,16,16.0,0.36514587964448497,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.7824465547967594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.031086370297640054,0.0015846946917620708,0.03980822392122099,0.9375,0.9375,0,0.000447300000814721,6,16.0,0.36917076777318775,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.8658759037267962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.031086370297640054,0.001972182280569197,0.044409258950912446,0.9375,0.9375,0,0.0016250000044237822,6,16.0,0.36514587964448497,target_sparsity_reached,1,1,0.00014069999451749027,18.0,True,cholesky_solve,1,0,1.782446554796759,1.0,1.0,0.0,0.0,1.0,0.0,1.0
0,0.625,RMP,160,256,gaussian,gaussian,20.0,0.031086370297640054,0.0019721822789028304,0.04440925893215097,0.9375,0.9375,0,0.0011312999995425344,16,16.0,0.36514587964448497,target_sparsity_reached,1,1,0.0004672000359278172,1.0,False,,0,0,1.7824465547967594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.625,OMP,160,256,gaussian,gaussian,20.0,0.03166708314079423,0.0013421206140767719,0.03663496436570905,1.0,1.0,1,0.0010594000050332397,16,16.0,0.3658404351505437,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.8240873887076012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.03166708314079423,0.001342120614076761,0.0366349643657089,1.0,1.0,1,0.0004523000097833574,6,16.0,0.36584043515054376,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,1.8240873887076012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.03166708314079423,0.0013421206097567345,0.03663496430674847,1.0,1.0,1,0.0016630000027362257,6,16.0,0.3658404351505437,target_sparsity_reached,0,0,0.00014310001279227436,18.0,True,cholesky_solve,1,0,1.8240873887076012,1.0,1.0,0.0,0.0,1.0,0.0,1.0
1,0.625,RMP,160,256,gaussian,gaussian,20.0,0.03166708314079423,0.0013421206140767719,0.03663496436570905,1.0,1.0,1,0.0010748000058811158,16,16.0,0.3658404351505437,target_sparsity_reached,0,0,0.00042509994818829,1.0,False,,0,0,1.8240873887076012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
