trial,measurement_ratio,algorithm,m,n,matrix_kind,coeff_mode,snr_db,noise_sigma,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,stop_reason,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,used_incremental_solver,fallback_reason,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver
0,0.375,OMP,96,256,gaussian,gaussian,20.0,0.04273295498150176,0.004513627337263135,0.0671835347184348,0.875,0.875,0,0.0012841999996453524,16,16.0,0.36692933892567553,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.8905765443418392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.04273295498150176,0.003919625056914803,0.06260690901901166,0.875,0.875,0,0.0004022000066470355,6,16.0,0.37700600092000347,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.1573958164755718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.04273295498150176,0.003918680634226152,0.06259936608485865,0.875,0.9333333333333333,0,0.001746499998262152,6,15.0,0.3807288744807498,noise_floor,1,2,0.00016339996363967657,16.333333333333332,True,cholesky_solve,1,0,1.865315640806623,1.0,1.0,0.0,0.0,1.0,0.0,1.0
0,0.375,RMP,96,256,gaussian,gaussian,20.0,0.04273295498150176,0.00451362733726316,0.067183534718435,0.875,0.875,0,0.0009122000192292035,16,16.0,0.36692933892567553,target_sparsity_reached,2,2,0.00036619999445974827,1.0,False,,0,0,1.8905765443418392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.375,OMP,96,256,gaussian,gaussian,20.0,0.035678698013182825,0.0055653830287047115,0.07460149481548417,0.875,0.875,0,0.0014472999901045114,16,16.0,0.2969100427617592,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.772446910621884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.035678698013182825,0.002050965626408015,0.04528758799503474,0.9375,0.9375,0,0.00042719999328255653,6,16.0,0.3142026766653556,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.9413162434662026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.035678698013182825,0.005770108005668948,0.07596122698896424,0.8125,1.0,0,0.0012277000059839338,5,13.0,0.37121781210049665,noise_floor,0,3,0.00010590002057142556,19.0,True,,0,0,1.7186934654940802,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,0.375,RMP,96,256,gaussian,gaussian,20.0,0.035678698013182825,0.0055653830287047115,0.07460149481548417,0.875,0.875,0,0.0009431999933440238,16,16.0,0.2969100427617592,target_sparsity_reached,2,2,0.00040429996442981064,1.0,False,,0,0,1.772446910621884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.375,OMP,96,256,gaussian,gaussian,20.0,0.052292105246930155,0.00354022084029227,0.05949975495993467,0.9375,0.9375,0,0.0009262999810744077,16,16.0,0.4573312360227606,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.9399930461922497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.052292105246930155,0.002691309292705749,0.051877830454884574,0.9375,0.9375,0,0.00042630001553334296,6,16.0,0.48496219956598935,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,2.1206526295529997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.052292105246930155,0.0054403870392780935,0.07375897938066994,0.875,0.9333333333333333,0,0.0013073000009171665,5,15.0,0.5372089695979645,noise_floor,1,2,0.00011779999476857483,19.8,True,cholesky_solve,1,0,1.9510690188740554,1.0,1.0,0.0,0.0,1.0,0.0,1.0
2,0.375,RMP,96,256,gaussian,gaussian,20.0,0.052292105246930155,0.0035402208402922648,0.05949975495993462,0.9375,0.9375,0,0.000914699980057776,16,16.0,0.4573312360227606,target_sparsity_reached,1,1,0.0003653000167105347,1.0,False,,0,0,1.9399930461922497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.375,OMP,96,256,gaussian,gaussian,20.0,0.045088773314140185,0.010444187420732415,0.10219680729226532,0.875,0.875,0,0.0009075000125449151,16,16.0,0.42046889025362005,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.9963655638300968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.045088773314140185,0.01044418742073242,0.10219680729226535,0.875,0.875,0,0.0005286000086925924,6,16.0,0.42046889025362005,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.9963655638300963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.045088773314140185,0.010444187415329573,0.1021968072658318,0.875,0.875,0,0.0016675999795552343,6,16.0,0.4204688902536199,target_sparsity_reached,2,2,0.00015100001473911107,17.833333333333332,True,cholesky_solve,1,0,1.9963655638300963,1.0,1.0,0.0,0.0,1.0,0.0,1.0
3,0.375,RMP,96,256,gaussian,gaussian,20.0,0.045088773314140185,0.010444187420732403,0.10219680729226527,0.875,0.875,0,0.0009825000015553087,16,16.0,0.42046889025362005,target_sparsity_reached,2,2,0.00041109989979304373,1.0,False,,0,0,1.9963655638300968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.375,OMP,96,256,gaussian,gaussian,20.0,0.048980613214397756,0.00968561034472225,0.09841549849857109,0.875,0.875,0,0.0011829999857582152,16,16.0,0.45367640011169413,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.084886127818859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.048980613214397756,0.020819543372385826,0.14428978956386979,0.75,0.75,0,0.0003994000144302845,6,16.0,0.5777415553744981,target_sparsity_reached,4,4,0.0,3.0,False,,0,0,2.6125738854513774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.048980613214397756,0.01665646852070615,0.12905994158028333,0.8125,0.8125,0,0.0025132000155281276,6,16.0,0.5239340730779876,target_sparsity_reached,3,3,0.00024840005789883435,17.666666666666668,True,cholesky_solve,1,0,2.564048341039808,1.0,1.0,0.0,0.0,1.0,0.0,1.0
4,0.375,RMP,96,256,gaussian,gaussian,20.0,0.048980613214397756,0.009685610344722258,0.09841549849857113,0.875,0.875,0,0.0028027999796904624,16,16.0,0.4536764001116941,target_sparsity_reached,2,2,0.0012832000211346895,1.0,False,,0,0,2.084886127818859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.375,OMP,96,256,gaussian,gaussian,20.0,0.02901788508891315,0.005176869461350089,0.07195046533101845,0.875,0.875,0,0.0014381000073626637,16,16.0,0.19978482935978983,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.0538447207554684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.02901788508891315,0.004174677518540847,0.06461174443195948,0.875,0.875,0,0.00038330000825226307,6,16.0,0.21195680780040937,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.12261334765921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.02901788508891315,0.004298509102894137,0.06556301627361372,0.875,0.9333333333333333,0,0.0014786999963689595,6,15.0,0.22611436246503108,noise_floor,1,2,0.0001448999682907015,17.333333333333332,True,cholesky_solve,1,0,2.0978904473881244,1.0,1.0,0.0,0.0,1.0,0.0,1.0
5,0.375,RMP,96,256,gaussian,gaussian,20.0,0.02901788508891315,0.005176869461350085,0.07195046533101843,0.875,0.875,0,0.0010020000045187771,16,16.0,0.19978482935978986,target_sparsity_reached,2,2,0.0004060000355821103,1.0,False,,0,0,2.0538447207554684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.375,OMP,96,256,gaussian,gaussian,20.0,0.02896002312572179,0.009157502203992255,0.09569483896215226,0.8125,0.8125,0,0.0015260999789461493,16,16.0,0.24643739053457386,target_sparsity_reached,3,3,0.0,1.0,False,,0,0,1.883840803136605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.02896002312572179,0.006183564770239875,0.07863564567192079,0.875,0.875,0,0.00043990000267513096,6,16.0,0.258407439858054,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.1875278813454027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.02896002312572179,0.006524612140617142,0.08077507128203071,0.8125,0.8125,0,0.0017776999738998711,6,16.0,0.2664680982051908,target_sparsity_reached,3,3,0.00016470003174617887,18.0,True,cholesky_solve,1,0,2.192668857994303,1.0,1.0,0.0,0.0,1.0,0.0,1.0
6,0.375,RMP,96,256,gaussian,gaussian,20.0,0.02896002312572179,0.009157502203992252,0.09569483896215224,0.8125,0.8125,0,0.0010488000116311014,16,16.0,0.24643739053457392,target_sparsity_reached,3,3,0.00043829993228428066,1.0,False,,0,0,1.883840803136605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.375,OMP,96,256,gaussian,gaussian,20.0,0.050977434493333,0.0014293546746944959,0.03780680725338356,1.0,1.0,1,0.0012679000210482627,16,16.0,0.4493628410467526,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.942600487782486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.050977434493333,0.007703059394120082,0.08776707465855338,0.9375,0.9375,0,0.0004348000220488757,6,16.0,0.4975555772763194,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,2.059044262597707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.050977434493333,0.0014293546725367427,0.03780680722484699,1.0,1.0,1,0.0016938000044319779,6,16.0,0.44936284104675267,target_sparsity_reached,0,0,0.0001546000421512872,17.333333333333332,True,cholesky_solve,1,0,1.9426004877824865,1.0,1.0,0.0,0.0,1.0,0.0,1.0
7,0.375,RMP,96,256,gaussian,gaussian,20.0,0.050977434493333,0.0014293546746944894,0.03780680725338347,1.0,1.0,1,0.0009318999946117401,16,16.0,0.4493628410467527,target_sparsity_reached,0,0,0.0003880000440403819,1.0,False,,0,0,1.942600487782486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.375,OMP,96,256,gaussian,gaussian,20.0,0.037174089617342844,0.0015389514211678922,0.039229471334290146,1.0,1.0,1,0.0009428000194020569,16,16.0,0.33784689023925935,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,2.1149586660064053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.037174089617342844,0.001538951421167928,0.0392294713342906,1.0,1.0,1,0.0004105999832972884,6,16.0,0.3378468902392594,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,2.1149586660064057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.037174089617342844,0.0015389514211647903,0.03922947133425061,1.0,1.0,1,0.0014927000156603754,6,16.0,0.33784689023925935,target_sparsity_reached,0,0,0.00013720005517825484,17.5,True,cholesky_solve,1,0,2.1149586660064053,1.0,1.0,0.0,0.0,1.0,0.0,1.0
8,0.375,RMP,96,256,gaussian,gaussian,20.0,0.037174089617342844,0.0015389514211678903,0.03922947133429012,1.0,1.0,1,0.0009512999968137592,16,16.0,0.3378468902392593,target_sparsity_reached,0,0,0.00039349994040094316,1.0,False,,0,0,2.1149586660064053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.375,OMP,96,256,gaussian,gaussian,20.0,0.040113656438935975,0.006675175787761419,0.08170174898838714,0.75,0.75,0,0.0008887999865692109,16,16.0,0.3250527962423496,target_sparsity_reached,4,4,0.0,1.0,False,,0,0,2.088287112473557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.040113656438935975,0.005132496133762491,0.07164144145508583,0.75,0.75,0,0.00044860001071356237,6,16.0,0.35885694207218566,target_sparsity_reached,4,4,0.0,3.0,False,,0,0,2.317507144509739,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.040113656438935975,0.00805348467493662,0.08974120945773252,0.6875,0.8461538461538461,0,0.0011433000036049634,5,13.0,0.4003272463594602,noise_floor,2,5,0.00010320002911612391,18.4,True,,0,0,2.0981577410001,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9,0.375,RMP,96,256,gaussian,gaussian,20.0,0.040113656438935975,0.006675175787761424,0.08170174898838717,0.75,0.75,0,0.0009847000183071941,16,16.0,0.32505279624234973,target_sparsity_reached,4,4,0.00040409996290691197,1.0,False,,0,0,2.088287112473557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.375,OMP,96,256,gaussian,gaussian,20.0,0.05558883381496739,0.0016000710519150712,0.040000888139078504,1.0,1.0,1,0.0009505999914836138,16,16.0,0.4462297601644371,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.8112174747405312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.05558883381496739,0.0113712282959738,0.10663596155131627,0.875,0.875,0,0.0004312999953981489,6,16.0,0.7046304239851069,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.1188361925472488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.05558883381496739,0.00808655182736961,0.08992525689354249,0.9375,0.9375,0,0.0021007999894209206,6,16.0,0.5668436909561031,target_sparsity_reached,1,1,0.0001511000155005604,17.0,True,cholesky_solve,1,0,2.100818884332705,1.0,1.0,0.0,0.0,1.0,0.0,1.0
10,0.375,RMP,96,256,gaussian,gaussian,20.0,0.05558883381496739,0.001600071051915068,0.04000088813907846,1.0,1.0,1,0.001284400001168251,16,16.0,0.4462297601644371,target_sparsity_reached,0,0,0.000458399998024106,1.0,False,,0,0,1.8112174747405312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.375,OMP,96,256,gaussian,gaussian,20.0,0.05386058830072397,0.003516731178431354,0.05930203351008593,0.9375,0.9375,0,0.0009345999860670418,16,16.0,0.43087439149885953,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,2.0665594580189466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.05386058830072397,0.0035167311784313694,0.05930203351008606,0.9375,0.9375,0,0.0003947000077459961,6,16.0,0.4308743914988596,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,2.0665594580189475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.05386058830072397,0.008974800222128928,0.09473542221433823,0.8125,1.0,0,0.001053300016792491,5,13.0,0.5732155412797908,noise_floor,0,3,9.239997598342597e-05,18.4,True,,0,0,1.8058402279058792,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11,0.375,RMP,96,256,gaussian,gaussian,20.0,0.05386058830072397,0.0035167311784313608,0.059302033510085984,0.9375,0.9375,0,0.0008910000033210963,16,16.0,0.43087439149885964,target_sparsity_reached,1,1,0.00036529998760670424,1.0,False,,0,0,2.0665594580189466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.375,OMP,96,256,gaussian,gaussian,20.0,0.03847137128165994,0.0022198907431947496,0.04711571652001856,0.9375,0.9375,0,0.0009155000152532011,16,16.0,0.3446563340177169,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,2.1250509508412967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.03847137128165994,0.002090849905553179,0.045725812245964295,0.9375,0.9375,0,0.00039170001400634646,6,16.0,0.3547143387209601,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,2.204221822790173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.03847137128165994,0.001053194151594784,0.03245295289484123,1.0,1.0,1,0.0015226000105030835,6,16.0,0.3447136194160043,target_sparsity_reached,0,0,0.00013489997945725918,17.666666666666668,True,cholesky_solve,1,0,2.1882644960287556,1.0,1.0,0.0,0.0,1.0,0.0,1.0
12,0.375,RMP,96,256,gaussian,gaussian,20.0,0.03847137128165994,0.0022198907431947566,0.04711571652001863,0.9375,0.9375,0,0.0009102000040002167,16,16.0,0.34465633401771695,target_sparsity_reached,1,1,0.00037150003481656313,1.0,False,,0,0,2.1250509508412967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.375,OMP,96,256,gaussian,gaussian,20.0,0.0585456266165154,0.0060361468928314356,0.07769264374978777,0.875,0.875,0,0.0009594000002834946,16,16.0,0.5188557905454417,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.9243212314914493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.0585456266165154,0.013597691961989731,0.11660914184569635,0.8125,0.8125,0,0.0004298999847378582,6,16.0,0.5410993243985538,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,2.3304501183759747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.0585456266165154,0.0042060345539078215,0.0648539478667862,0.875,0.9333333333333333,0,0.001580000011017546,6,15.0,0.5578488538811283,noise_floor,1,2,0.00014779999037273228,16.333333333333332,True,cholesky_solve,1,0,1.9212847467975793,1.0,1.0,0.0,0.0,1.0,0.0,1.0
13,0.375,RMP,96,256,gaussian,gaussian,20.0,0.0585456266165154,0.006036146892831427,0.07769264374978771,0.875,0.875,0,0.0009971999970730394,16,16.0,0.5188557905454418,target_sparsity_reached,2,2,0.0004138000658713281,1.0,False,,0,0,1.9243212314914493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.375,OMP,96,256,gaussian,gaussian,20.0,0.04193066074120487,0.0037662869083125053,0.06137008154070276,0.875,0.875,0,0.0009640000062063336,16,16.0,0.40820893452694046,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.138074822729167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.04193066074120487,0.0029636694873068337,0.05443959484884907,0.875,0.875,0,0.0003862000012304634,6,16.0,0.41350768448151726,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.0849793934046827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.04193066074120487,0.0053219702935785726,0.0729518354366672,0.875,0.875,0,0.0019256000232417136,6,16.0,0.395843775605463,target_sparsity_reached,2,2,0.0001618000096641481,17.666666666666668,True,cholesky_solve,1,0,2.1599570577521754,1.0,1.0,0.0,0.0,1.0,0.0,1.0
14,0.375,RMP,96,256,gaussian,gaussian,20.0,0.04193066074120487,0.0037662869083125,0.06137008154070272,0.875,0.875,0,0.0009420000133104622,16,16.0,0.40820893452694057,target_sparsity_reached,2,2,0.00038279994623735547,1.0,False,,0,0,2.138074822729167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.375,OMP,96,256,gaussian,gaussian,20.0,0.04382570070836854,0.000912327080326334,0.030204752611573137,1.0,1.0,1,0.0009981000039260834,16,16.0,0.39097111990228006,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,2.0360312289143145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.04382570070836854,0.005283627937557919,0.07268856813528465,0.875,0.875,0,0.00037730002077296376,6,16.0,0.4139053468203738,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.033328701474786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.04382570070836854,0.002913340409966914,0.053975368548690006,0.9375,0.9375,0,0.00142680000863038,6,16.0,0.3980172291243223,target_sparsity_reached,1,1,0.00013800003216601908,17.5,True,cholesky_solve,1,0,2.0149939395507683,1.0,1.0,0.0,0.0,1.0,0.0,1.0
15,0.375,RMP,96,256,gaussian,gaussian,20.0,0.04382570070836854,0.000912327080326334,0.030204752611573137,1.0,1.0,1,0.0008719999750610441,16,16.0,0.39097111990228006,target_sparsity_reached,0,0,0.00036589993396773934,1.0,False,,0,0,2.0360312289143145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.375,OMP,96,256,gaussian,gaussian,20.0,0.03709969817275776,0.0019330531927127434,0.04396650080132308,1.0,1.0,1,0.000911299983272329,16,16.0,0.3392835507045994,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,2.0131210810284426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.03709969817275776,0.010569717781357,0.10280913277212779,0.9375,0.9375,0,0.00044100001105107367,6,16.0,0.46409247409252163,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,2.229057140803368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.03709969817275776,0.010569717785570684,0.10280913279262054,0.9375,0.9375,0,0.001515799987828359,6,16.0,0.4640924740925216,target_sparsity_reached,1,1,0.000142400007462129,17.666666666666668,True,cholesky_solve,1,0,2.229057140803369,1.0,1.0,0.0,0.0,1.0,0.0,1.0
16,0.375,RMP,96,256,gaussian,gaussian,20.0,0.03709969817275776,0.0019330531927127697,0.04396650080132338,1.0,1.0,1,0.0013688000035472214,16,16.0,0.3392835507045993,target_sparsity_reached,0,0,0.0005492999334819615,1.0,False,,0,0,2.0131210810284426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.375,OMP,96,256,gaussian,gaussian,20.0,0.034045858638861545,0.003045117381736831,0.05518258223150518,0.9375,0.9375,0,0.0012497999996412545,16,16.0,0.3234000211568889,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,2.229631334043892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.034045858638861545,0.0019062464157273563,0.043660581944442244,0.9375,0.9375,0,0.0004430999979376793,6,16.0,0.3403362759724494,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,2.3926022325196294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.034045858638861545,0.003045117380855797,0.05518258222352228,0.9375,0.9375,0,0.0020192000083625317,6,16.0,0.3234000211568889,target_sparsity_reached,1,1,0.00018110001110471785,17.833333333333332,True,cholesky_solve,1,0,2.2296313340438902,1.0,1.0,0.0,0.0,1.0,0.0,1.0
17,0.375,RMP,96,256,gaussian,gaussian,20.0,0.034045858638861545,0.003045117381736833,0.0551825822315052,0.9375,0.9375,0,0.0014223000034689903,16,16.0,0.3234000211568888,target_sparsity_reached,1,1,0.0005262999911792576,1.0,False,,0,0,2.229631334043892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.375,OMP,96,256,gaussian,gaussian,20.0,0.037364816129486854,0.01033482392005934,0.10166033602177076,0.875,0.875,0,0.0010019000037573278,16,16.0,0.28316172380503485,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.2034836331147973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.037364816129486854,0.012105083379206362,0.11002310384281276,0.8125,0.8125,0,0.0003873000096064061,6,16.0,0.33066365856330926,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,2.319735974431795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.037364816129486854,0.009797557433090345,0.09898261177141339,0.875,0.875,0,0.001516699994681403,6,16.0,0.3100866413671177,target_sparsity_reached,2,2,0.00013940001372247934,17.5,True,cholesky_solve,1,0,2.3317429652305837,1.0,1.0,0.0,0.0,1.0,0.0,1.0
18,0.375,RMP,96,256,gaussian,gaussian,20.0,0.037364816129486854,0.010334823920059346,0.10166033602177078,0.875,0.875,0,0.0009179000044241548,16,16.0,0.2831617238050348,target_sparsity_reached,2,2,0.00037739999243058264,1.0,False,,0,0,2.2034836331147973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.375,OMP,96,256,gaussian,gaussian,20.0,0.04636098783192864,0.0063465571531056775,0.07966528198095879,0.875,0.875,0,0.0010066000104416162,16,16.0,0.412654734564554,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.046704555189558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.375,gOMP,96,256,gaussian,gaussian,20.0,0.04636098783192864,0.002092639612472987,0.0457453780449237,0.9375,0.9375,0,0.00041890001739375293,6,16.0,0.4302916707704457,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,2.244667872984112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.375,Improved-gOMP,96,256,gaussian,gaussian,20.0,0.04636098783192864,0.0048391117370391815,0.06956372428959781,0.875,0.875,0,0.0015336000069510192,6,16.0,0.4240079845335422,target_sparsity_reached,2,2,0.0001402000489179045,17.833333333333332,True,cholesky_solve,1,0,2.143488494136715,1.0,1.0,0.0,0.0,1.0,0.0,1.0
19,0.375,RMP,96,256,gaussian,gaussian,20.0,0.04636098783192864,0.006346557153105676,0.07966528198095878,0.875,0.875,0,0.0008779999916441739,16,16.0,0.412654734564554,target_sparsity_reached,2,2,0.000375300005543977,1.0,False,,0,0,2.046704555189558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.5,OMP,128,256,gaussian,gaussian,20.0,0.03444864648061887,0.004306821770136269,0.06562638013890655,0.8125,0.8125,0,0.00157940000644885,16,16.0,0.3430061345938368,target_sparsity_reached,3,3,0.0,1.0,False,,0,0,1.8032770553279798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.5,gOMP,128,256,gaussian,gaussian,20.0,0.03444864648061887,0.0030350586443648104,0.055091366332346584,0.8125,0.8125,0,0.00045870000030845404,6,16.0,0.3503857728933626,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,1.737323000097891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.5,Improved-gOMP,128,256,gaussian,gaussian,20.0,0.03444864648061887,0.0022542031064618413,0.047478448863266805,0.75,1.0,0,0.0012455999967642128,5,12.0,0.38223822528024665,noise_floor,0,4,0.00010710000060498714,17.4,True,,0,0,1.5710863449616088,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0.5,RMP,128,256,gaussian,gaussian,20.0,0.03444864648061887,0.004306821770136268,0.06562638013890655,0.8125,0.8125,0,0.0012503000034485012,16,16.0,0.3430061345938368,target_sparsity_reached,3,3,0.0005544000305235386,1.0,False,,0,0,1.8032770553279798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
