ablation_variant,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
full_suite,0,gOMP+Adaptive+NoiseAware,optimized,0.0008818690002954099,2.162500095437281e-05,0.00045849799789721146,0.00014154899690765887,3.0406994483200833e-05,0.0001215150005009491
full_suite,1,gOMP+Adaptive+NoiseAware,optimized,0.0007109779980964959,1.8042999727185816e-05,0.00042851700345636345,0.00014006399578647688,2.6166999305132776e-05,2.0939951355103403e-06
full_suite,2,gOMP+Adaptive+NoiseAware,optimized,0.0008064559988270048,1.8544000340625644e-05,0.0004726759980258066,0.00015084800179465674,4.815000283997506e-05,2.435994247207418e-06
full_suite,3,gOMP+Adaptive+NoiseAware,optimized,0.0009589769979356788,2.2107000404503196e-05,0.0005332739965524524,0.00014812999870628119,3.227300112484954e-05,0.00011413299944251776
full_suite,4,gOMP+Adaptive+NoiseAware,optimized,0.0008782090008025989,2.146800034097396e-05,0.0005085439988761209,0.0001679760098340921,6.477499846369028e-05,2.468001184752211e-06
full_suite,5,gOMP+Adaptive+NoiseAware,optimized,0.0009988380006689113,2.3199998395284638e-05,0.0006217309964995366,0.00020253200273145922,4.079799327882938e-05,2.520999260013923e-06
full_suite,6,gOMP+Adaptive+NoiseAware,optimized,0.000757259000238264,1.7727001250023022e-05,0.00045891900299466215,0.00014498100063065067,3.057400317629799e-05,2.0650004444178194e-06
full_suite,7,gOMP+Adaptive+NoiseAware,optimized,0.0007160050008678809,1.9956001779064536e-05,0.00043439299770398065,0.000134636000439059,2.9866994736948982e-05,2.20600122702308e-06
full_suite,8,gOMP+Adaptive+NoiseAware,optimized,0.0007623570018040482,1.953300306922756e-05,0.0004618579987436533,0.00014487899898085743,3.601400021580048e-05,2.038996171904728e-06
full_suite,9,gOMP+Adaptive+NoiseAware,optimized,0.0008025149982131552,2.015000063693151e-05,0.0004902169930574019,0.00014572799773304723,3.1700998079031706e-05,2.302993379998952e-06
full_suite,10,gOMP+Adaptive+NoiseAware,optimized,0.0006474319998233113,1.6116999177029356e-05,0.0003673009960039053,0.00014439500228036195,2.823499744408764e-05,2.5289991754107177e-06
full_suite,11,gOMP+Adaptive+NoiseAware,optimized,0.000707002000126522,1.9465001969365403e-05,0.0004199620016152039,0.00013891799972043373,2.8746999305440113e-05,2.096003299811855e-06
full_suite,12,gOMP+Adaptive+NoiseAware,optimized,0.0007064059973345138,1.762200190569274e-05,0.0004272600017429795,0.00013689299885299988,2.7825997676700354e-05,2.0880033844150603e-06
full_suite,13,gOMP+Adaptive+NoiseAware,optimized,0.0005678769994119648,1.6493999282829463e-05,0.0003406710020499304,9.357499948237091e-05,2.352100273128599e-05,1.7740057955961674e-06
full_suite,14,gOMP+Adaptive+NoiseAware,optimized,0.0007501399995817337,1.8159000319428742e-05,0.0004510609978751745,0.0001512480048404541,2.8335998649708927e-05,2.2070016711950302e-06
full_suite,15,gOMP+Adaptive+NoiseAware,optimized,0.001106149000406731,2.3711003450443968e-05,0.0007309940010600258,0.0001927739940583706,3.753900091396645e-05,2.99699604511261e-06
full_suite,16,gOMP+Adaptive+NoiseAware,optimized,0.00100739199842792,2.2163992980495095e-05,0.0005360300019674469,0.0001857959941844456,3.5467997804516926e-05,0.00011185999755980447
full_suite,17,gOMP+Adaptive+NoiseAware,optimized,0.0007122879978851415,1.7713002307573333e-05,0.0004266280011506751,0.00014303300122264773,2.7868001780007035e-05,2.106000465573743e-06
full_suite,18,gOMP+Adaptive+NoiseAware,optimized,0.0008760189994063694,2.0600004063453525e-05,0.0004646890010917559,0.00014178999845171347,3.06350011669565e-05,0.0001173960008600261
full_suite,19,gOMP+Adaptive+NoiseAware,optimized,0.0007511359981435817,1.8171005649492145e-05,0.00045256499652168714,0.00014344500959850848,3.0344996048370376e-05,2.373995812376961e-06
full_suite,20,gOMP+Adaptive+NoiseAware,optimized,0.0006194449997565243,1.735600017127581e-05,0.000366888998541981,0.0001182389969471842,3.285700222477317e-05,1.777996658347547e-06
full_suite,21,gOMP+Adaptive+NoiseAware,optimized,0.0011703460004355293,2.184599725296721e-05,0.0006042240020178724,0.00018789399837260135,3.5744997148867697e-05,0.0001540080011181999
full_suite,22,gOMP+Adaptive+NoiseAware,optimized,0.0010862680028367322,2.473399945301935e-05,0.0005715319966839161,0.00020578300245688297,3.842899968731217e-05,0.000115304999781074
full_suite,23,gOMP+Adaptive+NoiseAware,optimized,0.0005186159978620708,1.3820997992297634e-05,0.00031347100593848154,8.849599907989614e-05,2.2210002498468384e-05,1.720003638183698e-06
full_suite,24,gOMP+Adaptive+NoiseAware,optimized,0.0006003980015520938,1.564700505696237e-05,0.0003595929993025493,0.00011217299834243022,2.5234003260266036e-05,1.820000761654228e-06
full_suite,25,gOMP+Adaptive+NoiseAware,optimized,0.0005781060026492923,1.3889995898352936e-05,0.0003540720063028857,0.00010379499872215092,2.279200271004811e-05,1.6949998098425567e-06
full_suite,26,gOMP+Adaptive+NoiseAware,optimized,0.0012132859992561862,2.4676999601069838e-05,0.0005296679992170539,0.000177412002813071,3.57810095010791e-05,0.000328630005242303
full_suite,27,gOMP+Adaptive+NoiseAware,optimized,0.0008076449994405266,1.876299938885495e-05,0.0004960570004186593,0.0001573310000821948,2.9453993192873895e-05,4.3480031308718026e-06
full_suite,28,gOMP+Adaptive+NoiseAware,optimized,0.0012525519996415824,2.815800326061435e-05,0.000752187999751186,0.00016372599930036813,0.00014071199984755367,3.083001502091065e-06
full_suite,29,gOMP+Adaptive+NoiseAware,optimized,0.0006852539991086815,1.675100065767765e-05,0.00041111500104307197,0.00013723400115850382,2.5493001885479316e-05,2.114997187163681e-06
