trial,matrix_kind,algorithm,implementation,label,m,n,measurement_ratio,coeff_mode,snr_db,noise_sigma,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,stop_reason,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,used_incremental_solver,fallback_reason,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
228,gaussian,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,20.0,0.030137030035119833,0.0024745576684622596,0.04974492605746097,0.875,0.875,0,0.002264798997202888,6,16.0,0.24553204199921286,target_sparsity_reached,2,2,0.0002505570009816438,0.0,True,,0,0,2.3715653961923406,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5232.0,768.0,2048.0,0.0,2048.0,128.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0,4.7111010644584894e-05,0.0012002269650110975,0.00044028100091964006,7.344399637077004e-05,0.00022952200379222631
229,gaussian,OMP,baseline,OMP (baseline),96,256,0.375,gaussian,20.0,0.03862931210743914,0.0015858590377089785,0.03982284567567941,1.0,1.0,1,0.002526224998291582,16,16.0,0.2940794141017038,target_sparsity_reached,0,0,0.0009420070418855175,1.0,False,,0,0,1.9797371884338144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4168.0,768.0,2048.0,0.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,128.0,0.0,0.00016557899652980268,0.0002720019983826205,0.0009420070418855175,0.00025862199254333973,0.0
229,gaussian,OMP,optimized,OMP (optimized),96,256,0.375,gaussian,20.0,0.03862931210743914,0.0015858590365365555,0.03982284566095893,1.0,1.0,1,0.0013835049903718755,16,16.0,0.29407941410170374,target_sparsity_reached,0,0,0.000548302021343261,1.0,True,,0,0,1.9797371884338144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3472.0,768.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0,0.00014244005433283746,5.777298065368086e-05,0.000548302021343261,0.0002028540475293994,0.0002860759705072269
229,gaussian,gOMP,baseline,gOMP (baseline),96,256,0.375,gaussian,20.0,0.03862931210743914,0.001567698173272383,0.0395941684250646,0.9375,0.9375,0,0.000920196995139122,6,16.0,0.31304322939587614,target_sparsity_reached,1,1,0.00033624100615270436,3.0,False,,0,0,2.159594297036483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,768.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0,5.228299414739013e-05,0.0001421449996996671,0.00033624100615270436,8.359501953236759e-05,0.0
229,gaussian,gOMP,optimized,gOMP (optimized),96,256,0.375,gaussian,20.0,0.03862931210743914,0.0015676981730756334,0.039594168422580026,0.9375,0.9375,0,0.000558106999960728,6,16.0,0.3130432293958762,target_sparsity_reached,1,1,0.00018445902969688177,3.0,True,,0,0,2.159594297036483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0,768.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0,4.698600969277322e-05,0.00014479797391686589,0.00018445902969688177,7.085701508913189e-05,0.0
229,gaussian,Improved-gOMP,baseline,Improved-gOMP (baseline),96,256,0.375,gaussian,20.0,0.03862931210743914,0.002713638743098191,0.05209259777644221,0.9375,0.9375,0,0.004964275998645462,6,16.0,0.3265639226304461,target_sparsity_reached,1,1,0.00039347901474684477,18.0,False,,0,0,2.1428876940976873,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3528.0,768.0,2048.0,0.0,0.0,0.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,5.808299465570599e-05,0.003585312981158495,0.0003241549857193604,7.991699385456741e-05,0.00030053597583901137
229,gaussian,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,20.0,0.03862931210743914,0.005622192637485975,0.07498128191412824,0.8125,1.0,0,0.0016759790014475584,5,13.0,0.3922159920276022,noise_floor,0,3,0.00017984301666729152,0.0,True,,0,0,1.7005683072194584,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4472.0,768.0,2048.0,0.0,1352.0,104.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0,3.792101051658392e-05,0.0009722990216687322,0.0004074530297657475,5.705498915631324e-05,4.768022336065769e-06
230,gaussian,OMP,baseline,OMP (baseline),96,256,0.375,gaussian,20.0,0.03981487416582272,0.006472439280751375,0.08045147158847608,0.875,0.875,0,0.0013069999986328185,16,16.0,0.338466247946158,target_sparsity_reached,2,2,0.000514575993292965,1.0,False,,0,0,2.0111732704779253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4168.0,768.0,2048.0,0.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,128.0,0.0,7.567802094854414e-05,0.00015560000611003488,0.000514575993292965,0.00012360303662717342,0.0
230,gaussian,OMP,optimized,OMP (optimized),96,256,0.375,gaussian,20.0,0.03981487416582272,0.006472439283484268,0.08045147160546082,0.875,0.875,0,0.0006201130017871037,16,16.0,0.33846624794615787,target_sparsity_reached,2,2,0.0002331700234208256,1.0,True,,0,0,2.0111732704779253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3472.0,768.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0,5.5899989092722535e-05,2.762999793048948e-05,0.0002331700234208256,7.793601253069937e-05,0.000134943999000825
230,gaussian,gOMP,baseline,gOMP (baseline),96,256,0.375,gaussian,20.0,0.03981487416582272,0.007412710427401635,0.08609709883266471,0.8125,0.8125,0,0.0004761809977935627,6,16.0,0.4081810464514006,target_sparsity_reached,3,3,0.00019014900317415595,3.0,False,,0,0,2.553771584369323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,768.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0,2.3748987587168813e-05,6.664700049441308e-05,0.00019014900317415595,3.485601337160915e-05,0.0
230,gaussian,gOMP,optimized,gOMP (optimized),96,256,0.375,gaussian,20.0,0.03981487416582272,0.007412710424156666,0.08609709881381988,0.8125,0.8125,0,0.00026681199960876256,6,16.0,0.40818104645140063,target_sparsity_reached,3,3,9.034902905113995e-05,3.0,True,,0,0,2.553771584369323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0,768.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0,2.1041982108727098e-05,5.100698035676032e-05,9.034902905113995e-05,2.9198999982327223e-05,0.0
230,gaussian,Improved-gOMP,baseline,Improved-gOMP (baseline),96,256,0.375,gaussian,20.0,0.03981487416582272,0.03653904340152771,0.19115188568656,0.6875,0.6875,0,0.002365123000345193,6,16.0,0.5218094157725531,target_sparsity_reached,5,5,0.0002069440233753994,17.666666666666668,False,,0,0,2.4383736632798962,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3528.0,768.0,2048.0,0.0,0.0,0.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,2.692101406864822e-05,0.0016509769920958206,0.00016991001029964536,3.442299203015864e-05,0.00015215399616863579
230,gaussian,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,20.0,0.03981487416582272,0.0029432406450199938,0.05425164186473985,0.875,0.875,0,0.0014366640098160133,6,16.0,0.3790911799960605,target_sparsity_reached,2,2,0.00018654200539458543,0.0,True,,0,0,2.388094831173855,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5232.0,768.0,2048.0,0.0,2048.0,128.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0,2.6506007998250425e-05,0.0007189149910118431,0.0003125179937342182,4.5980996219441295e-05,0.00014566101890522987
231,gaussian,OMP,baseline,OMP (baseline),96,256,0.375,gaussian,20.0,0.04331696739603868,0.005467358937939026,0.07394159139441771,0.875,0.875,0,0.0010281170107191429,16,16.0,0.35593035709848814,target_sparsity_reached,2,2,0.00041618102113716304,1.0,False,,0,0,2.249112639939072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4168.0,768.0,2048.0,0.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,128.0,0.0,6.867096817586571e-05,9.81260382104665e-05,0.00041618102113716304,9.85189835773781e-05,0.0
231,gaussian,OMP,optimized,OMP (optimized),96,256,0.375,gaussian,20.0,0.04331696739603868,0.00546735893358495,0.07394159136497504,0.875,0.875,0,0.0005478220118675381,16,16.0,0.35593035709848825,target_sparsity_reached,2,2,0.00021261298388708383,1.0,True,,0,0,2.249112639939072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3472.0,768.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0,6.0282007325440645e-05,2.6425012038089335e-05,0.00021261298388708383,7.191898475866765e-05,0.00010913002188317478
231,gaussian,gOMP,baseline,gOMP (baseline),96,256,0.375,gaussian,20.0,0.04331696739603868,0.0036847808528719865,0.06070239577538918,0.875,0.875,0,0.0004656429955502972,6,16.0,0.3929322596653021,target_sparsity_reached,2,2,0.00018555999849922955,3.0,False,,0,0,2.2314947981261692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,768.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0,2.5595029001124203e-05,6.356700032483786e-05,0.00018555999849922955,3.587499668356031e-05,0.0
231,gaussian,gOMP,optimized,gOMP (optimized),96,256,0.375,gaussian,20.0,0.04331696739603868,0.0036847808546049262,0.06070239578966325,0.875,0.875,0,0.00024527600908186287,6,16.0,0.3929322596653021,target_sparsity_reached,2,2,8.2970000221394e-05,3.0,True,,0,0,2.2314947981261692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0,768.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0,2.4013002985157073e-05,4.805899516213685e-05,8.2970000221394e-05,3.069099329877645e-05,0.0
231,gaussian,Improved-gOMP,baseline,Improved-gOMP (baseline),96,256,0.375,gaussian,20.0,0.04331696739603868,0.003421379199149383,0.058492556784170265,0.875,0.875,0,0.004066737004905008,6,16.0,0.39589032419787584,target_sparsity_reached,2,2,0.0003802730207098648,17.833333333333332,False,,0,0,2.2436470642616126,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3528.0,768.0,2048.0,0.0,0.0,0.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,5.2219009376131e-05,0.0027553650143090636,0.00030274798336904496,6.870100332889706e-05,0.00032296897552441806
231,gaussian,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,20.0,0.04331696739603868,0.00461366535064261,0.06792396742419136,0.875,0.875,0,0.002335031997063197,6,16.0,0.37170294094734735,target_sparsity_reached,2,2,0.0002518519904697314,0.0,True,,0,0,2.2190567132226673,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5232.0,768.0,2048.0,0.0,2048.0,128.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0,4.647600871976465e-05,0.0012313959741732106,0.00047294497198890895,7.59310059947893e-05,0.00023363599029835314
232,gaussian,OMP,baseline,OMP (baseline),96,256,0.375,gaussian,20.0,0.054489510922821026,0.005652004318583804,0.07517981323855363,0.9375,0.9375,0,0.002189925013226457,16,16.0,0.4310827198876647,target_sparsity_reached,1,1,0.000818931992398575,1.0,False,,0,0,1.8648342941166876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4168.0,768.0,2048.0,0.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,128.0,0.0,0.0001405100047122687,0.0002399290242465213,0.000818931992398575,0.00023272600083146244,0.0
232,gaussian,OMP,optimized,OMP (optimized),96,256,0.375,gaussian,20.0,0.054489510922821026,0.005652004321099104,0.0751798132552822,0.9375,0.9375,0,0.0011433489999035373,16,16.0,0.43108271988766467,target_sparsity_reached,1,1,0.0004444880032679066,1.0,True,,0,0,1.8648342941166876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3472.0,768.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0,0.00010441697668284178,5.015393253415823e-05,0.0004444880032679066,0.00018295001063961536,0.00023033400066196918
232,gaussian,gOMP,baseline,gOMP (baseline),96,256,0.375,gaussian,20.0,0.054489510922821026,0.0056520043185838,0.0751798132385536,0.9375,0.9375,0,0.00090844499936793,6,16.0,0.4310827198876647,target_sparsity_reached,1,1,0.00033827900188043714,3.0,False,,0,0,1.864834294116688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,768.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0,4.8152985982596874e-05,0.00013555899204220623,0.00033827900188043714,7.401700713671744e-05,0.0
232,gaussian,gOMP,optimized,gOMP (optimized),96,256,0.375,gaussian,20.0,0.054489510922821026,0.00565200432109915,0.0751798132552825,0.9375,0.9375,0,0.0004812239931197837,6,16.0,0.43108271988766467,target_sparsity_reached,1,1,0.0001644910080358386,3.0,True,,0,0,1.864834294116688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0,768.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0,3.971699334215373e-05,0.00011117300891783088,0.0001644910080358386,6.5689004259184e-05,0.0
232,gaussian,Improved-gOMP,baseline,Improved-gOMP (baseline),96,256,0.375,gaussian,20.0,0.054489510922821026,0.006345299944466534,0.07965739102221799,0.875,0.9333333333333333,0,0.0046680160012329,6,15.0,0.496937644692773,noise_floor,1,2,0.0003696049825521186,16.333333333333332,False,,0,0,1.7955199667552693,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3496.0,768.0,2048.0,0.0,0.0,0.0,432.0,56.0,48.0,48.0,48.0,48.0,0.0,5.5217009503394365e-05,0.003307538019726053,0.00029929098673164845,7.622101111337543e-05,0.0003138300380669534
232,gaussian,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,20.0,0.054489510922821026,0.00403485119328881,0.06352047853479073,0.9375,1.0,0,0.0024416130036115646,6,15.0,0.4576673056902728,noise_floor,0,1,0.00026577299286145717,0.0,True,,0,0,1.842151626166985,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4968.0,768.0,2048.0,0.0,1800.0,120.0,120.0,56.0,48.0,0.0,0.0,8.0,0.0,4.5245004002936184e-05,0.0012013279920211062,0.0005380660149967298,9.135201980825514e-05,0.00020313102868385613
233,gaussian,OMP,baseline,OMP (baseline),96,256,0.375,gaussian,20.0,0.03455782176624711,0.005887807561711513,0.07673205042035247,0.8125,0.8125,0,0.003025056008482352,16,16.0,0.3243357189557881,target_sparsity_reached,3,3,0.0010497859911993146,1.0,False,,0,0,2.112456477867712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4168.0,768.0,2048.0,0.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,128.0,0.0,0.00023690596572123468,0.0004198810347588733,0.0010497859911993146,0.000323076979839243,0.0
233,gaussian,OMP,optimized,OMP (optimized),96,256,0.375,gaussian,20.0,0.03455782176624711,0.005887807562202879,0.0767320504235543,0.8125,0.8125,0,0.0008854889892973006,16,16.0,0.324335718955788,target_sparsity_reached,3,3,0.0003154829901177436,1.0,True,,0,0,2.112456477867712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3472.0,768.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0,8.442798571195453e-05,3.427096817176789e-05,0.0003154829901177436,0.00011963100405409932,0.00015555699064861983
233,gaussian,gOMP,baseline,gOMP (baseline),96,256,0.375,gaussian,20.0,0.03455782176624711,0.00306371116046998,0.055350800901793465,0.8125,0.8125,0,0.0005364690005080774,6,16.0,0.39123213471803725,target_sparsity_reached,3,3,0.00020207601482979953,3.0,False,,0,0,2.6309550367568173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,768.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0,2.9820992494933307e-05,7.3645991506055e-05,0.00020207601482979953,4.1296996641904116e-05,0.0
233,gaussian,gOMP,optimized,gOMP (optimized),96,256,0.375,gaussian,20.0,0.03455782176624711,0.003063711167974976,0.05535080096958829,0.8125,0.8125,0,0.00028723700961563736,6,16.0,0.3912321347180371,target_sparsity_reached,3,3,9.14910197025165e-05,3.0,True,,0,0,2.6309550367568173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0,768.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0,2.360199869144708e-05,5.032098852097988e-05,9.14910197025165e-05,2.778398629743606e-05,0.0
233,gaussian,Improved-gOMP,baseline,Improved-gOMP (baseline),96,256,0.375,gaussian,20.0,0.03455782176624711,0.005887807561711457,0.0767320504203521,0.8125,0.8125,0,0.0025029270036611706,6,16.0,0.3243357189557879,target_sparsity_reached,3,3,0.00020638298883568496,18.0,False,,0,0,2.1124564778677124,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3528.0,768.0,2048.0,0.0,0.0,0.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,3.4482000046409667e-05,0.0017520800029160455,0.00017079099779948592,3.799301339313388e-05,0.00014703799388371408
233,gaussian,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,20.0,0.03455782176624711,0.004987993753765426,0.07062573011137957,0.8125,0.8125,0,0.001665293995756656,6,16.0,0.35945267844178663,target_sparsity_reached,3,3,0.00014308697427622974,0.0,True,,0,0,2.0958020230885954,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5232.0,768.0,2048.0,0.0,2048.0,128.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0,2.8928014216944575e-05,0.0006535750289913267,0.0002629659866215661,4.183298733551055e-05,0.0005197859863983467
234,gaussian,OMP,baseline,OMP (baseline),96,256,0.375,gaussian,20.0,0.03788096238261419,0.0041367912754674534,0.06431789234316881,0.9375,0.9375,0,0.0011345850070938468,16,16.0,0.3669085479843632,target_sparsity_reached,1,1,0.0004549919831333682,1.0,False,,0,0,2.1341449061605813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4168.0,768.0,2048.0,0.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,128.0,0.0,6.898806896060705e-05,0.00011330503912176937,0.0004549919831333682,0.00010888402175623924,0.0
234,gaussian,OMP,optimized,OMP (optimized),96,256,0.375,gaussian,20.0,0.03788096238261419,0.004136791270563029,0.06431789230504238,0.9375,0.9375,0,0.0006196989997988567,16,16.0,0.36690854798436323,target_sparsity_reached,1,1,0.00024012400535866618,1.0,True,,0,0,2.1341449061605813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3472.0,768.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0,5.6603021221235394e-05,3.979602479375899e-05,0.00024012400535866618,7.797600119374692e-05,0.00012170200352557003
234,gaussian,gOMP,baseline,gOMP (baseline),96,256,0.375,gaussian,20.0,0.03788096238261419,0.018498741176423625,0.13601007748113234,0.875,0.875,0,0.0007177780062193051,6,16.0,0.5124277947460665,target_sparsity_reached,2,2,0.00023978500394150615,3.0,False,,0,0,2.5173201103562364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,768.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0,0.00014598002599086612,0.00010207999730482697,0.00023978500394150615,5.024501297157258e-05,0.0
234,gaussian,gOMP,optimized,gOMP (optimized),96,256,0.375,gaussian,20.0,0.03788096238261419,0.0184987411744629,0.13601007747392435,0.875,0.875,0,0.0002833479957189411,6,16.0,0.5124277947460665,target_sparsity_reached,2,2,9.96939925244078e-05,3.0,True,,0,0,2.5173201103562364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0,768.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0,2.229501842521131e-05,6.74730254104361e-05,9.96939925244078e-05,3.085400385316461e-05,0.0
234,gaussian,Improved-gOMP,baseline,Improved-gOMP (baseline),96,256,0.375,gaussian,20.0,0.03788096238261419,0.00796823875862233,0.08926499178637912,0.875,0.875,0,0.0030927079933462664,6,16.0,0.4236480851065401,target_sparsity_reached,2,2,0.00021798000670969486,17.166666666666668,False,,0,0,2.498144813739012,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3552.0,768.0,2048.0,0.0,0.0,0.0,488.0,56.0,48.0,48.0,48.0,48.0,0.0,3.1042989576235414e-05,0.0021100330050103366,0.0001798129960661754,3.499000740703195e-05,0.00037692798650823534
234,gaussian,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,20.0,0.03788096238261419,0.007977365292687858,0.08931609761228856,0.875,0.875,0,0.0013842460029991344,6,16.0,0.4235268113473643,target_sparsity_reached,2,2,0.00017853699682746083,0.0,True,,0,0,2.5160099819812247,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5232.0,768.0,2048.0,0.0,2048.0,128.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0,2.6771027478389442e-05,0.0007218049722723663,0.0002873909834306687,4.253399674780667e-05,0.00012303501716814935
235,gaussian,OMP,baseline,OMP (baseline),96,256,0.375,gaussian,20.0,0.039791829387186846,0.004513266993701949,0.06718085288013206,1.0,1.0,1,0.0010944090026896447,16,16.0,0.3281631191516866,target_sparsity_reached,0,0,0.0004547790013020858,1.0,False,,0,0,2.3649854085805817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4168.0,768.0,2048.0,0.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,128.0,0.0,7.380500028375536e-05,0.00010115404438693076,0.0004547790013020858,0.0001091440353775397,0.0
235,gaussian,OMP,optimized,OMP (optimized),96,256,0.375,gaussian,20.0,0.039791829387186846,0.004513266991622079,0.06718085286465243,1.0,1.0,1,0.0005566690088016912,16,16.0,0.3281631191516866,target_sparsity_reached,0,0,0.0002172759996028617,1.0,True,,0,0,2.3649854085805817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3472.0,768.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0,6.141196354292333e-05,2.2661974071525037e-05,0.0002172759996028617,7.477500184904784e-05,0.00011154204548802227
235,gaussian,gOMP,baseline,gOMP (baseline),96,256,0.375,gaussian,20.0,0.039791829387186846,0.004640070387826064,0.0681180621261796,0.9375,0.9375,0,0.0005079129914520308,6,16.0,0.35241102948004843,target_sparsity_reached,1,1,0.00020473604672588408,3.0,False,,0,0,2.449898201023542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,768.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0,2.7593006961978972e-05,6.758300878573209e-05,0.00020473604672588408,4.2558007407933474e-05,0.0
235,gaussian,gOMP,optimized,gOMP (optimized),96,256,0.375,gaussian,20.0,0.039791829387186846,0.004640070391145241,0.06811806215054302,0.9375,0.9375,0,0.00023649600916542113,6,16.0,0.35241102948004843,target_sparsity_reached,1,1,8.206898928619921e-05,3.0,True,,0,0,2.449898201023542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0,768.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0,2.3886997951194644e-05,5.3660012781620026e-05,8.206898928619921e-05,2.749499981291592e-05,0.0
235,gaussian,Improved-gOMP,baseline,Improved-gOMP (baseline),96,256,0.375,gaussian,20.0,0.039791829387186846,0.01071267232876761,0.10350204021548372,0.8125,0.8125,0,0.0025478269963059574,6,16.0,0.38525218370170333,target_sparsity_reached,3,3,0.0002295889862580225,17.833333333333332,False,,0,0,2.1281756794956084,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3528.0,768.0,2048.0,0.0,0.0,0.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,3.282297984696925e-05,0.0017727119993651286,0.00018753799668047577,4.0387982153333724e-05,0.0001765839842846617
235,gaussian,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,20.0,0.039791829387186846,0.004109362469678959,0.06410430929102161,0.9375,1.0,0,0.0011907029984286055,6,15.0,0.35462581400681886,noise_floor,0,1,0.00014019198715686798,0.0,True,,0,0,2.2695142180771506,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4968.0,768.0,2048.0,0.0,1800.0,120.0,120.0,56.0,48.0,0.0,0.0,8.0,0.0,2.8285998268984258e-05,0.0006158259930089116,0.00023799799964763224,3.9708989788778126e-05,0.00011987501056864858
236,gaussian,OMP,baseline,OMP (baseline),96,256,0.375,gaussian,20.0,0.04082619849787473,0.0062857629863554065,0.07928280385023859,0.875,0.875,0,0.001090467005269602,16,16.0,0.34271330441804354,target_sparsity_reached,2,2,0.0004636209923774004,1.0,False,,0,0,1.907961996748049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4168.0,768.0,2048.0,0.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,128.0,0.0,6.052701792214066e-05,0.00010374101111665368,0.0004636209923774004,0.00010612301412038505,0.0
236,gaussian,OMP,optimized,OMP (optimized),96,256,0.375,gaussian,20.0,0.04082619849787473,0.006285762989037418,0.07928280386715279,0.875,0.875,0,0.000533856000402011,16,16.0,0.34271330441804354,target_sparsity_reached,2,2,0.00021158595336601138,1.0,True,,0,0,1.907961996748049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3472.0,768.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0,5.074701039120555e-05,2.1701998775824904e-05,0.00021158595336601138,7.21450342098251e-05,0.00010845901852007955
236,gaussian,gOMP,baseline,gOMP (baseline),96,256,0.375,gaussian,20.0,0.04082619849787473,0.004610864980609994,0.06790335029002614,0.875,0.875,0,0.0005374409956857562,6,16.0,0.3692243810323686,target_sparsity_reached,2,2,0.00019518898625392467,3.0,False,,0,0,2.022300152166498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,768.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0,2.6025038096122444e-05,6.654902244918048e-05,0.00019518898625392467,3.477299469523132e-05,0.0
236,gaussian,gOMP,optimized,gOMP (optimized),96,256,0.375,gaussian,20.0,0.04082619849787473,0.00461086498514606,0.06790335032342705,0.875,0.875,0,0.0002598370047053322,6,16.0,0.3692243810323685,target_sparsity_reached,2,2,8.834799518808722e-05,3.0,True,,0,0,2.022300152166498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0,768.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0,2.2768013877794147e-05,5.5347001762129366e-05,8.834799518808722e-05,3.998000465799123e-05,0.0
236,gaussian,Improved-gOMP,baseline,Improved-gOMP (baseline),96,256,0.375,gaussian,20.0,0.04082619849787473,0.005332636051573861,0.07302490021611711,0.875,0.9333333333333333,0,0.0022152110032038763,5,15.0,0.37775406000712647,noise_floor,1,2,0.00019229701138101518,19.8,False,,0,0,2.02241280479117,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3384.0,768.0,2048.0,0.0,0.0,0.0,360.0,48.0,40.0,40.0,40.0,40.0,0.0,2.177999704144895e-05,0.0014477389922831208,0.00014109196490608156,2.6830995921045542e-05,0.0002992289955727756
