k,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
12,10,Improved-gOMP,optimized,0.0006901350025145803,1.6154001059476286e-05,0.0003277100004197564,0.00013277499965624884,2.2976000764174387e-05,9.358300303574651e-05
12,11,Improved-gOMP,baseline,0.0013873750031052623,1.9921993953175843e-05,0.0009479930013185367,8.520900155417621e-05,2.4226003006333485e-05,0.00011904399798368104
12,11,Improved-gOMP,optimized,0.000607792997470824,1.5059998986544088e-05,0.0003489500013529323,0.00013402100375969894,2.52719983109273e-05,1.8030004866886884e-06
12,12,Improved-gOMP,baseline,0.001421138000296196,2.0221996237523854e-05,0.0009453919956285972,8.991999857244082e-05,2.2940002963878214e-05,0.00014641900634160265
12,12,Improved-gOMP,optimized,0.001227476997883059,1.7851001757662743e-05,0.0003985580005974043,0.0003249479996156879,6.237900379346684e-05,0.00029498499861801974
12,13,Improved-gOMP,baseline,0.0015404759978991933,2.037499871221371e-05,0.0008859419976943173,0.00010420199760119431,9.306300125899725e-05,0.0001986740026040934
12,13,Improved-gOMP,optimized,0.0009284829975513276,2.9521001124521717e-05,0.0004296079969208222,0.00014886899589328095,2.631400275276974e-05,0.00010137499702977948
12,14,Improved-gOMP,baseline,0.0018152789998566732,2.196399509557523e-05,0.001190299997688271,0.00010059199848910794,2.5803998141782358e-05,0.00026518100276007317
12,14,Improved-gOMP,optimized,0.00115098000242142,2.1169998944969848e-05,0.0004631869996956084,0.0001697429979685694,3.2237996492767707e-05,0.0003512820076139178
12,15,Improved-gOMP,baseline,0.0017816990002756938,1.9139999494655058e-05,0.0011470360004750546,9.831800343818031e-05,2.4740002118051052e-05,0.0002788560050248634
12,15,Improved-gOMP,optimized,0.001056469998729881,1.8164999346481636e-05,0.00041505700210109353,0.00015816400264156982,2.7123001927975565e-05,0.000310295003146166
12,16,Improved-gOMP,baseline,0.001460720999602927,1.9408998923609033e-05,0.0009826239947869908,8.064700159593485e-05,2.3043998226057738e-05,0.00011471499965409748
12,16,Improved-gOMP,optimized,0.0007473910009139217,1.6047997632995248e-05,0.00034655599665711634,0.00013356799900066108,2.334600139874965e-05,0.00012100199091946706
12,17,Improved-gOMP,baseline,0.0012915599982079584,1.6119003703352064e-05,0.0008892169971659314,7.865700172260404e-05,1.959199653356336e-05,0.00011198799984413199
12,17,Improved-gOMP,optimized,0.0007124529984139372,1.4233999536372721e-05,0.0003487369976937771,0.00013568500435212627,2.329500057385303e-05,9.473300087847747e-05
12,18,Improved-gOMP,baseline,0.001292259999900125,1.924299795064144e-05,0.0008698639976500999,7.73170031607151e-05,2.1468003978952765e-05,0.00011465200077509508
12,18,Improved-gOMP,optimized,0.0007170499993662816,1.632699422771111e-05,0.0003356039997015614,0.00015202799477265216,2.4860997655196115e-05,9.387099999003112e-05
12,19,Improved-gOMP,baseline,0.0016386549978051335,2.2508000256493688e-05,0.0010576520035101566,0.00014222900063032284,4.286000330466777e-05,0.00012520900418167002
12,19,Improved-gOMP,optimized,0.0008745609993638936,1.5357003576355055e-05,0.00042446499719517305,0.00015157399684539996,2.4916003894759342e-05,0.0001072349987225607
12,20,Improved-gOMP,baseline,0.0012523630030045751,1.79089984158054e-05,0.0008487430022796616,7.850900510675274e-05,2.1723000827478245e-05,0.0001118420077546034
12,20,Improved-gOMP,optimized,0.0011414740001782775,1.5970999811543152e-05,0.0005746729984821286,0.0002099230005114805,3.883200042764656e-05,0.0001885029996628873
12,21,Improved-gOMP,baseline,0.0012219009986438323,1.548600266687572e-05,0.0008172570014721714,8.016300125746056e-05,2.0945000869687647e-05,0.00010837800437002443
12,21,Improved-gOMP,optimized,0.0006892380006320309,1.4139997801976278e-05,0.0003275500021118205,0.00013207200390752405,2.1791001927340403e-05,0.00010129500151379034
12,22,Improved-gOMP,baseline,0.001274869999178918,1.9248003809479997e-05,0.0008679169986862689,7.983899922692217e-05,2.274200232932344e-05,0.00010987399582518265
12,22,Improved-gOMP,optimized,0.0007553930008725729,2.8022997867083177e-05,0.0003693530015880242,0.00014165999891702086,2.4003002181416377e-05,9.664700337452814e-05
12,23,Improved-gOMP,baseline,0.0018095170016749762,2.2875003196531907e-05,0.0012724820044240914,0.00013106499682180583,3.717299841810018e-05,0.0001226499953190796
12,23,Improved-gOMP,optimized,0.0010255909983243328,1.850400076364167e-05,0.0005132799997227266,0.0001779910016921349,2.726599996094592e-05,0.00015729599908809178
