snr_db,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
5.0,0,gOMP,baseline,0.0005379060021368787,2.4587978259660304e-05,9.003898594528437e-05,0.00021055899560451508,3.946697688661516e-05,0.0
5.0,0,gOMP,optimized,0.0002857689978554845,2.3150001652538776e-05,5.701401096303016e-05,0.00011273499694652855,3.233303141314536e-05,0.0
5.0,1,gOMP,baseline,0.0007004780054558069,3.562401980161667e-05,0.00010960699000861496,0.00022558998898603022,5.208401125855744e-05,0.0
5.0,1,gOMP,optimized,0.00029745500069111586,2.214800042565912e-05,5.7011988246813416e-05,0.00010321398440282792,3.169901901856065e-05,0.0
5.0,2,gOMP,baseline,0.0005121629947097972,2.7036978281103075e-05,7.77100067352876e-05,0.000198929978068918,3.940099850296974e-05,0.0
5.0,2,gOMP,optimized,0.00023968200548551977,2.071502967737615e-05,5.101499846205115e-05,8.611902012489736e-05,2.8569003916345537e-05,0.0
5.0,3,gOMP,baseline,0.0016401430038968101,0.00019720802083611488,0.0002351710427319631,0.0005696349835488945,0.0002176449925173074,0.0
5.0,3,gOMP,optimized,0.00046481398749165237,3.960898902732879e-05,0.00010140197991859168,0.00014989600458648056,9.30440000956878e-05,0.0
5.0,4,gOMP,baseline,0.0006049119983799756,3.2971001928672194e-05,9.488299838267267e-05,0.00022248798632062972,4.213400825392455e-05,0.0
5.0,4,gOMP,optimized,0.0003155779995722696,2.5684013962745667e-05,5.9771991800516844e-05,0.00011611400987021625,3.4402983146719635e-05,0.0
5.0,5,gOMP,baseline,0.000569053998333402,2.7972986572422087e-05,9.945502097252756e-05,0.00022309199266601354,4.33550012530759e-05,0.0
5.0,5,gOMP,optimized,0.0002808110002661124,2.6263965992257e-05,5.407798744272441e-05,0.00011015601921826601,3.0803988920524716e-05,0.0
5.0,6,gOMP,baseline,0.0005548350018216297,3.939200541935861e-05,8.733099093660712e-05,0.00020829499408137053,4.7586014261469245e-05,0.0
5.0,6,gOMP,optimized,0.00025263300631195307,2.333600423298776e-05,5.037800292484462e-05,9.213101293426007e-05,3.095300053246319e-05,0.0
5.0,7,gOMP,baseline,0.0005713889986509457,3.206898691132665e-05,8.650300151202828e-05,0.0002069440233753994,6.526400102302432e-05,0.0
5.0,7,gOMP,optimized,0.0004317619896028191,3.1902018235996366e-05,7.059000199660659e-05,0.00019790099759120494,4.527800774667412e-05,0.0
5.0,8,gOMP,baseline,0.0004794749984284863,2.3929998860694468e-05,7.315196853596717e-05,0.00019032901036553085,3.7474004784598947e-05,0.0
5.0,8,gOMP,optimized,0.0002410480083199218,2.100400160998106e-05,5.175601108931005e-05,8.699900354258716e-05,2.7505011530593038e-05,0.0
5.0,9,gOMP,baseline,0.0005628020007861778,3.3163989428430796e-05,8.34600068628788e-05,0.00020729796960949898,4.222900315653533e-05,0.0
5.0,9,gOMP,optimized,0.00030719800270162523,2.7196991140954196e-05,5.5253010941669345e-05,0.00010629603639245033,4.2391009628772736e-05,0.0
5.0,10,gOMP,baseline,0.0008958559919847175,4.466398968361318e-05,0.000139896001201123,0.00033104799513239413,8.784797682892531e-05,0.0
5.0,10,gOMP,optimized,0.00044524601253215224,3.778001700993627e-05,0.00011094000365119427,0.00015344799612648785,5.142098234500736e-05,0.0
5.0,11,gOMP,baseline,0.0009179229964502156,4.5886015868745744e-05,0.00017012801254168153,0.00033366399293299764,8.002198592294008e-05,0.0
5.0,11,gOMP,optimized,0.00040838999848347157,3.670201112981886e-05,9.0515983174555e-05,0.00015176799206528813,4.881700442638248e-05,0.0
5.0,12,gOMP,baseline,0.0005159610009286553,2.5062981876544654e-05,7.054999878164381e-05,0.00020911199680995196,4.3172010919079185e-05,0.0
5.0,12,gOMP,optimized,0.0002460190007695928,2.158699498977512e-05,5.500500265043229e-05,8.708499080967158e-05,2.7703019441105425e-05,0.0
5.0,13,gOMP,baseline,0.0005119999987073243,2.8858979931101203e-05,7.550101145170629e-05,0.0002026300207944587,4.097700002603233e-05,0.0
5.0,13,gOMP,optimized,0.00023586100724060088,2.500598202459514e-05,4.851400444749743e-05,8.459598757326603e-05,2.694300201255828e-05,0.0
5.0,14,gOMP,baseline,0.0005268880049698055,2.952800423372537e-05,8.193499525077641e-05,0.00019773900567088276,4.8767004045657814e-05,0.0
5.0,14,gOMP,optimized,0.0003591170097934082,2.980598947033286e-05,0.00012190600682515651,0.00010886900417972356,3.644597018137574e-05,0.0
5.0,15,gOMP,baseline,0.000560968997888267,3.295001806691289e-05,9.090700768865645e-05,0.00021477500558830798,4.997699579689652e-05,0.0
5.0,15,gOMP,optimized,0.0003279689990449697,3.153699799440801e-05,5.3674986702390015e-05,0.00010407797526568174,7.809801900293678e-05,0.0
5.0,16,gOMP,baseline,0.00046092299453448504,2.1728003048337996e-05,7.452398131135851e-05,0.00017834299069363624,3.500301681924611e-05,0.0
5.0,16,gOMP,optimized,0.00022798198915552348,2.1202009520493448e-05,4.952898598276079e-05,8.15339881228283e-05,2.6693989639170468e-05,0.0
5.0,17,gOMP,baseline,0.0004992429894628003,3.1293006031773984e-05,7.383001502603292e-05,0.00019021998741663992,4.558300133794546e-05,0.0
5.0,17,gOMP,optimized,0.00024621600459795445,2.655800199136138e-05,5.0229005864821374e-05,8.700101170688868e-05,2.8046008083038032e-05,0.0
5.0,18,gOMP,baseline,0.000456567999208346,2.1514002582989633e-05,6.123400817159563e-05,0.0001914660242618993,3.466899215709418e-05,0.0
5.0,18,gOMP,optimized,0.0002137970004696399,1.9718994735740125e-05,4.6586996177211404e-05,7.607498264405876e-05,2.559799759183079e-05,0.0
5.0,19,gOMP,baseline,0.0006973880081204697,4.747798084281385e-05,0.00012668200361076742,0.00026180798886343837,6.68419961584732e-05,0.0
5.0,19,gOMP,optimized,0.0002381699887337163,2.466500154696405e-05,4.793301923200488e-05,8.96780111361295e-05,2.637098077684641e-05,0.0
5.0,20,gOMP,baseline,0.0004384740022942424,2.1764004486612976e-05,6.44830142846331e-05,0.0001720080035738647,3.1741990824230015e-05,0.0
5.0,20,gOMP,optimized,0.0002281709894305095,1.846400846261531e-05,5.147999036125839e-05,7.614701462443918e-05,2.4505978217348456e-05,0.0
5.0,21,gOMP,baseline,0.0004431769921211526,2.5529996491968632e-05,6.464199395850301e-05,0.0001723249879432842,3.4670010791160166e-05,0.0
5.0,21,gOMP,optimized,0.00025283700961153954,2.3580025299452245e-05,5.180199514143169e-05,8.31150246085599e-05,3.216099867131561e-05,0.0
5.0,22,gOMP,baseline,0.00046422300511039793,2.4226988898590207e-05,6.792998465243727e-05,0.0001820459874579683,3.7861973396502435e-05,0.0
5.0,22,gOMP,optimized,0.0002636740100570023,2.4972003302536905e-05,5.3427007514983416e-05,9.658696944825351e-05,3.3712974982336164e-05,0.0
5.0,23,gOMP,baseline,0.0005900700052734464,5.933898501098156e-05,8.591804362367839e-05,0.00021966197527945042,4.6742992708459496e-05,0.0
5.0,23,gOMP,optimized,0.00023432901070918888,2.257898449897766e-05,4.706800973508507e-05,8.6726009612903e-05,2.6707988581620157e-05,0.0
5.0,24,gOMP,baseline,0.0004776840069098398,2.2731022909283638e-05,6.74529728712514e-05,0.00018983296467922628,3.654000465758145e-05,0.0
5.0,24,gOMP,optimized,0.00024561199825257063,2.326998219359666e-05,4.9408990889787674e-05,8.619501022621989e-05,2.915000368375331e-05,0.0
5.0,25,gOMP,baseline,0.0004558810032904148,2.57059873547405e-05,6.473298708442599e-05,0.00017863897664938122,3.604199446272105e-05,0.0
5.0,25,gOMP,optimized,0.0002217029978055507,2.2361011360771954e-05,4.694797098636627e-05,7.905300299171358e-05,2.6255016564391553e-05,0.0
5.0,26,gOMP,baseline,0.0007347350037889555,4.4020009227097034e-05,0.00012290400627534837,0.0002359819773118943,5.1390015869401395e-05,0.0
5.0,26,gOMP,optimized,0.00023651900119148195,2.0408988348208368e-05,5.0071015721186996e-05,8.542800787836313e-05,2.6850990252569318e-05,0.0
5.0,27,gOMP,baseline,0.0004300500004319474,2.605099871288985e-05,6.0574995586648583e-05,0.0001670020428718999,3.303299308754504e-05,0.0
5.0,27,gOMP,optimized,0.0002180419978685677,2.2136984625831246e-05,4.553800681605935e-05,7.742299931123853e-05,2.521600981708616e-05,0.0
5.0,28,gOMP,baseline,0.0004131879977649078,2.1113999537192285e-05,5.7078999816440046e-05,0.00016454503929708153,3.1112998840399086e-05,0.0
5.0,28,gOMP,optimized,0.00022263599385041744,1.9543018424883485e-05,4.922300286125392e-05,7.926301623228937e-05,2.6734996936284006e-05,0.0
5.0,29,gOMP,baseline,0.00047769700177013874,2.51400051638484e-05,6.62889942759648e-05,0.00017520698020234704,5.607202183455229e-05,0.0
5.0,29,gOMP,optimized,0.00022587600687984377,2.3132990463636816e-05,4.816602449864149e-05,7.967599958647043e-05,2.6080015231855214e-05,0.0
5.0,30,gOMP,baseline,0.0004337150021456182,2.099901030305773e-05,5.819799844175577e-05,0.0001781169994501397,3.3634991268627346e-05,0.0
5.0,30,gOMP,optimized,0.0002500770060578361,2.0328006939962506e-05,5.025800783187151e-05,9.032497473526746e-05,2.776001929305494e-05,0.0
5.0,31,gOMP,baseline,0.0006058290018700063,4.8747999244369566e-05,0.00010005601507145911,0.00020658101129811257,5.7675992138683796e-05,0.0
5.0,31,gOMP,optimized,0.0005537530087167397,4.5181994209997356e-05,0.00012241501826792955,0.00016588800644967705,0.00011285701475571841,0.0
5.0,32,gOMP,baseline,0.0005058590031694621,2.4374996428377926e-05,7.524700777139515e-05,0.00019802499446086586,4.4826025259681046e-05,0.0
5.0,32,gOMP,optimized,0.00032988299790304154,2.7360976673662663e-05,7.854601426515728e-05,0.00010192798799835145,5.946897726971656e-05,0.0
5.0,33,gOMP,baseline,0.00045733900333289057,2.5708010070957243e-05,6.380601553246379e-05,0.0001820490142563358,3.665902477223426e-05,0.0
5.0,33,gOMP,optimized,0.00031483900966122746,2.3365981178358197e-05,4.820800677407533e-05,7.740601722616702e-05,2.6017005438916385e-05,0.0
5.0,34,gOMP,baseline,0.0004351419920567423,2.219800080638379e-05,6.201898213475943e-05,0.00016971999139059335,3.554701106622815e-05,0.0
5.0,34,gOMP,optimized,0.00021692000154871494,1.963600516319275e-05,4.526801058091223e-05,7.777502469252795e-05,2.4860011762939394e-05,0.0
5.0,35,gOMP,baseline,0.0016853639972396195,9.749700257088989e-05,0.0002507110039005056,0.0005482279811985791,0.00024393800413236022,0.0
5.0,35,gOMP,optimized,0.00046985599328763783,2.733997825998813e-05,5.648996739182621e-05,0.00011227300274185836,3.182001819368452e-05,0.0
5.0,36,gOMP,baseline,0.0005115959938848391,2.35669722314924e-05,7.362198084592819e-05,0.00020237201533745974,3.730201569851488e-05,0.0
5.0,36,gOMP,optimized,0.0002659760066308081,3.146199742332101e-05,5.6486023822799325e-05,9.135298023466021e-05,3.0390001484192908e-05,0.0
5.0,37,gOMP,baseline,0.000698096991982311,3.2226002076640725e-05,8.576898835599422e-05,0.0002041700208792463,5.3315001423470676e-05,0.0
5.0,37,gOMP,optimized,0.00042324900277890265,3.750399628188461e-05,0.0001002670032903552,0.00013532098091673106,4.8717003664933145e-05,0.0
5.0,38,gOMP,baseline,0.0005471280019264668,3.21160041494295e-05,8.737102325540036e-05,0.0002092380018439144,4.663800064008683e-05,0.0
5.0,38,gOMP,optimized,0.0002364329993724823,2.182000025641173e-05,5.001002864446491e-05,8.71239899424836e-05,2.7453977963887155e-05,0.0
5.0,39,gOMP,baseline,0.00041532500472385436,2.4810986360535026e-05,5.696697917301208e-05,0.000160351992235519,3.289300366304815e-05,0.0
5.0,39,gOMP,optimized,0.00022915701265446842,2.2873995476402342e-05,4.765902122016996e-05,7.873003778513521e-05,2.6348003302700818e-05,0.0
5.0,40,gOMP,baseline,0.00044006999814882874,2.315202436875552e-05,6.100298196543008e-05,0.00017375800234731287,3.2159005058929324e-05,0.0
5.0,40,gOMP,optimized,0.0004789520025951788,3.33130155922845e-05,8.385803084820509e-05,0.00019862697809003294,7.526099216192961e-05,0.0
5.0,41,gOMP,baseline,0.0005134480015840381,2.778602356556803e-05,6.453599780797958e-05,0.00019848298688884825,4.1278995922766626e-05,0.0
5.0,41,gOMP,optimized,0.00028449199453461915,3.5711011150851846e-05,6.434699753299356e-05,9.648498962633312e-05,3.138901956845075e-05,0.0
5.0,42,gOMP,baseline,0.0005275889998301864,2.4164008209481835e-05,7.147301221266389e-05,0.00020708100055344403,3.9673002902418375e-05,0.0
5.0,42,gOMP,optimized,0.0003153019933961332,2.4846973246894777e-05,6.447000487241894e-05,0.00010230299085378647,5.6450036936439574e-05,0.0
5.0,43,gOMP,baseline,0.0005963160074315965,3.688099968712777e-05,0.00010528200073167682,0.00021590500546153635,6.223100353963673e-05,0.0
5.0,43,gOMP,optimized,0.00039107599877752364,9.786499140318483e-05,7.461098721250892e-05,0.00011542098945938051,3.785302396863699e-05,0.0
5.0,44,gOMP,baseline,0.0004600649990607053,2.2109001292847097e-05,6.274699990171939e-05,0.00017897700308822095,3.222397936042398e-05,0.0
5.0,44,gOMP,optimized,0.00023919400700833648,2.634699922055006e-05,4.8506990424357355e-05,9.190199489239603e-05,2.5649991584941745e-05,0.0
