coeff_mode,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
gaussian,195,Improved-gOMP,baseline,0.0025616100028855726,3.2746989745646715e-05,0.0017621669976506382,0.00020034001499880105,4.250298661645502e-05,0.0001561880053486675
gaussian,195,Improved-gOMP,optimized,0.0011494570062495768,2.8238995582796633e-05,0.0005836169875692576,0.00022641198302153498,3.835398820228875e-05,0.00011790299322456121
gaussian,196,Improved-gOMP,baseline,0.0031401870073750615,2.7788992156274617e-05,0.00213976702070795,0.00018673900922294706,3.61980200977996e-05,0.00037682297988794744
gaussian,196,Improved-gOMP,optimized,0.0012938099971506745,2.493702049832791e-05,0.0006321830005617812,0.0002533289953134954,3.668399585876614e-05,0.0001668150071054697
gaussian,197,Improved-gOMP,baseline,0.002518085006158799,3.062200266867876e-05,0.0017710429965518415,0.00017356999160256237,3.654400643426925e-05,0.00016021296323742718
gaussian,197,Improved-gOMP,optimized,0.0013136589986970648,3.0013005016371608e-05,0.0006466219783760607,0.00029940200329292566,4.583501140587032e-05,0.0001310570223722607
gaussian,198,Improved-gOMP,baseline,0.0022903689969098195,2.62120011029765e-05,0.0015240900102071464,0.00022038300812710077,4.306799382902682e-05,0.00015681900549679995
gaussian,198,Improved-gOMP,optimized,0.00080161499499809,1.843400241341442e-05,0.0004380409955047071,0.00018011398788075894,3.007499617524445e-05,2.3669999791309237e-06
gaussian,199,Improved-gOMP,baseline,0.0031033349951030686,4.106403503101319e-05,0.0020695659914053977,0.00018462998559698462,3.872599336318672e-05,0.0004141969984630123
gaussian,199,Improved-gOMP,optimized,0.0012367850140435621,2.8618014766834676e-05,0.0006339889805531129,0.0002445069985697046,4.041699867229909e-05,0.00011870097659993917
gaussian,200,Improved-gOMP,baseline,0.0025515150045976043,2.844397386070341e-05,0.0018022440053755417,0.00017273299454245716,3.5379998735152185e-05,0.0001543059916002676
gaussian,200,Improved-gOMP,optimized,0.001217082011862658,2.578600833658129e-05,0.0006168929830892012,0.00024886400206014514,3.5769990063272417e-05,0.000132500019390136
gaussian,201,Improved-gOMP,baseline,0.002749798004515469,3.2270021620206535e-05,0.0019587570131989196,0.0001891209976747632,4.493200685828924e-05,0.00016179501835722476
gaussian,201,Improved-gOMP,optimized,0.0012753439950756729,2.9385002562776208e-05,0.0006719899974996224,0.0002511649945518002,4.215200897306204e-05,0.00012290598533581942
gaussian,202,Improved-gOMP,baseline,0.0027007600001525134,3.352003113832325e-05,0.0018460199644323438,0.00018371599435340613,3.572399145923555e-05,0.00018063699826598167
gaussian,202,Improved-gOMP,optimized,0.001205835011205636,2.5060988264158368e-05,0.0006145460065454245,0.0002488250029273331,3.919698065146804e-05,0.00012082900502718985
gaussian,203,Improved-gOMP,baseline,0.0019023529894184321,2.617698919493705e-05,0.0014470960159087554,0.00013807302457280457,3.2527983421459794e-05,3.820008714683354e-06
gaussian,203,Improved-gOMP,optimized,0.003405816009035334,7.399899186566472e-05,0.0017714079876895994,0.0006863330054329708,0.00014020998787600547,0.0003349659818923101
gaussian,204,Improved-gOMP,baseline,0.0018629089900059626,2.4384979042224586e-05,0.0014164940075716004,0.00013210601173341274,3.2961019314825535e-05,3.847017069347203e-06
gaussian,204,Improved-gOMP,optimized,0.0010261650022584945,3.8807003875263035e-05,0.0005586870101979002,0.00021853801445104182,4.548499418888241e-05,3.179986379109323e-06
gaussian,205,Improved-gOMP,baseline,0.0023911850003059953,3.095401916652918e-05,0.0016281579883070663,0.00018098001601174474,3.94569942727685e-05,0.00016990400035865605
gaussian,205,Improved-gOMP,optimized,0.0022480290062958375,5.5706987041048706e-05,0.001008936989819631,0.0005595430120592937,0.00011072400957345963,0.00012891403457615525
gaussian,206,Improved-gOMP,baseline,0.00239005200273823,2.9414994060061872e-05,0.0016701580316293985,0.00017203702009283006,3.33170173689723e-05,0.00014552799984812737
gaussian,206,Improved-gOMP,optimized,0.0012387809983920306,2.3676999262534082e-05,0.0006366590096149594,0.00023578200489282608,3.7999983760528266e-05,0.00012022700684610754
gaussian,207,Improved-gOMP,baseline,0.0018335389904677868,2.6681998861022294e-05,0.0013875859731342643,0.00013459700858220458,3.07340087601915e-05,3.7170248106122017e-06
gaussian,207,Improved-gOMP,optimized,0.0019430499960435554,3.149699477944523e-05,0.001057317975210026,0.0003431999939493835,6.079698505345732e-05,4.002999048680067e-06
gaussian,208,Improved-gOMP,baseline,0.0027302530070301145,3.123898932244629e-05,0.0017891170136863366,0.0002914589858846739,4.814199928659946e-05,0.00020981197303626686
gaussian,208,Improved-gOMP,optimized,0.0015358980017481372,3.5286968341097236e-05,0.0007655400113435462,0.00035638699773699045,6.573903374373913e-05,0.00013040498015470803
gaussian,209,Improved-gOMP,baseline,0.002796394008328207,2.9283968615345657e-05,0.0019030679832212627,0.00018430399359203875,3.9637016016058624e-05,0.0001950430014403537
gaussian,209,Improved-gOMP,optimized,0.002690294000785798,5.985499592497945e-05,0.0015827760071260855,0.0005619120056508109,7.428899698425084e-05,0.00012605299707502127
gaussian,210,Improved-gOMP,baseline,0.0024772519973339513,2.7709014830179513e-05,0.0017332430288661271,0.00018983300833497196,3.667299461085349e-05,0.00015048599743749946
gaussian,210,Improved-gOMP,optimized,0.0014115119993221015,2.7865011361427605e-05,0.0007491739961551502,0.000278144987532869,4.5976994442753494e-05,0.00012562899792101234
gaussian,211,Improved-gOMP,baseline,0.0033736180048435926,2.7695001335814595e-05,0.0024735379993217066,0.0002316819882253185,4.8793997848406434e-05,0.000203621995751746
gaussian,211,Improved-gOMP,optimized,0.0013228919997345656,3.0294977477751672e-05,0.0006640669744228944,0.000262339977780357,3.945600474253297e-05,0.00015801499830558896
gaussian,212,Improved-gOMP,baseline,0.0023998110118554905,2.7489018975757062e-05,0.0016641550173517317,0.00018312699103262275,3.674000618048012e-05,0.00015181201160885394
gaussian,212,Improved-gOMP,optimized,0.0011753389990190044,2.5115994503721595e-05,0.0005914580106036738,0.00022769597126170993,3.604698576964438e-05,0.00014283802011050284
gaussian,213,Improved-gOMP,baseline,0.0026778780011227354,2.9824019293300807e-05,0.0018727629649220034,0.00017219397705048323,3.3765987609513104e-05,0.0001652070350246504
gaussian,213,Improved-gOMP,optimized,0.0009214830060955137,2.1935018594376743e-05,0.0005212290270719677,0.0002127110055880621,3.2657990232110023e-05,2.677013981156051e-06
gaussian,214,Improved-gOMP,baseline,0.0017555079975863919,2.211600076407194e-05,0.0013112710148561746,0.00014394101162906736,3.0889990739524364e-05,3.7279969546943903e-06
gaussian,214,Improved-gOMP,optimized,0.0008688469970365986,2.102200232911855e-05,0.0004970859736204147,0.00019650398462545127,3.049299994017929e-05,2.595974365249276e-06
gaussian,215,Improved-gOMP,baseline,0.0023610360076418146,3.796600503847003e-05,0.0016434470016974956,0.00016752502415329218,3.197399200871587e-05,0.00014803801605012268
gaussian,215,Improved-gOMP,optimized,0.0012381819979054853,2.5712986825965345e-05,0.0006610090204048902,0.00024163900525309145,3.58929974026978e-05,0.00011751399142667651
gaussian,216,Improved-gOMP,baseline,0.0025595560000510886,2.929498441517353e-05,0.0017702240293147042,0.0001767790236044675,3.515498246997595e-05,0.0001951389858732
gaussian,216,Improved-gOMP,optimized,0.0012536569993244484,2.739200135692954e-05,0.0006431229703593999,0.0002513439831091091,3.952298720832914e-05,0.00012483300815802068
gaussian,217,Improved-gOMP,baseline,0.002680862002307549,3.466800262685865e-05,0.0018330289894947782,0.00018060801085084677,5.909001629333943e-05,0.0001901329669635743
gaussian,217,Improved-gOMP,optimized,0.0014269450039137155,2.7071990189142525e-05,0.0007403219933621585,0.00030533499375451356,4.970098962076008e-05,0.00012667699775192887
gaussian,218,Improved-gOMP,baseline,0.0020452469907468185,2.5550994905643165e-05,0.001400228007696569,0.00013773300452157855,2.962698636110872e-05,0.00015215299208648503
gaussian,218,Improved-gOMP,optimized,0.0009087320067919791,2.0901017705909908e-05,0.0005234200070844963,0.0002049060130957514,3.1513991416431963e-05,2.8279901016503572e-06
gaussian,219,Improved-gOMP,baseline,0.0025792800006456673,2.839602530002594e-05,0.0018403040012344718,0.0001732010132400319,3.561400808393955e-05,0.00015839797561056912
gaussian,219,Improved-gOMP,optimized,0.0012711470044450834,2.5863992050290108e-05,0.000650679983664304,0.0002661409816937521,4.2929008486680686e-05,0.00012383301509544253
gaussian,220,Improved-gOMP,baseline,0.003272039000876248,4.2921994463540614e-05,0.0023918779916130006,0.0002553490048740059,6.505902274511755e-05,7.15100031811744e-06
gaussian,220,Improved-gOMP,optimized,0.001677309992373921,3.896599810104817e-05,0.0009570360125508159,0.00038903400127310306,6.351999763865024e-05,5.109002813696861e-06
gaussian,221,Improved-gOMP,baseline,0.004690201007178985,5.34089922439307e-05,0.003332873006002046,0.00038492598105221987,9.547601803205907e-05,0.00024118598958011717
gaussian,221,Improved-gOMP,optimized,0.001155160993221216,2.5147994165308774e-05,0.0006463309982791543,0.00027823499112855643,4.140698001720011e-05,4.188012098893523e-06
gaussian,222,Improved-gOMP,baseline,0.0026656530098989606,3.1198011129163206e-05,0.001842607991420664,0.00017161801224574447,3.678802750073373e-05,0.00020613899687305093
gaussian,222,Improved-gOMP,optimized,0.0012106459907954559,2.5447996449656785e-05,0.0006223549862625077,0.0002462260308675468,3.708296571858227e-05,0.0001177679660031572
gaussian,223,Improved-gOMP,baseline,0.002320000989129767,2.7671034331433475e-05,0.0016009189857868478,0.00016350198711734265,3.226901753805578e-05,0.00014593900414183736
gaussian,223,Improved-gOMP,optimized,0.0014993419899838045,2.542301081120968e-05,0.0007766859926050529,0.00036940797872375697,4.244799492880702e-05,0.00011982402065768838
gaussian,224,Improved-gOMP,baseline,0.0024816399964038283,2.8327995096333325e-05,0.0017400889773853123,0.0001710199867375195,3.509297675918788e-05,0.0001580680109327659
gaussian,224,Improved-gOMP,optimized,0.0012917900021420792,2.626200148370117e-05,0.0006386149907484651,0.0002595730184111744,5.057601083535701e-05,0.00014742503117304295
gaussian,225,Improved-gOMP,baseline,0.0020972610072931275,2.3029002477414906e-05,0.0014729689864907414,0.00013531198783311993,2.8726004529744387e-05,0.00014541702694259584
gaussian,225,Improved-gOMP,optimized,0.0011676170106511563,2.2413994884118438e-05,0.0005866589926881716,0.0002253250131616369,3.3732998417690396e-05,0.0001425719674443826
gaussian,226,Improved-gOMP,baseline,0.0020809019915759563,2.4164008209481835e-05,0.0014191909867804497,0.0001536779891466722,3.321901021990925e-05,0.00014530900807585567
gaussian,226,Improved-gOMP,optimized,0.0010710909991757944,2.0767998648807406e-05,0.0005257739976514131,0.00023243098985403776,3.793800715357065e-05,0.00011771701974794269
gaussian,227,Improved-gOMP,baseline,0.0019732689979719,2.238598244730383e-05,0.0013537249760702252,0.00013602299441117793,2.8488997486419976e-05,0.00014867099525872618
gaussian,227,Improved-gOMP,optimized,0.0012696049961959943,2.499896800145507e-05,0.0006646539986832067,0.00025748799089342356,4.0076993172988296e-05,0.0001235539821209386
gaussian,228,Improved-gOMP,baseline,0.004486795005504973,5.491099727805704e-05,0.0029967469890834764,0.00028865998319815844,0.0001095719781005755,0.0004657190293073654
gaussian,228,Improved-gOMP,optimized,0.0013043110084254295,2.9578979592770338e-05,0.0006496710266219452,0.00026216999685857445,4.424198414199054e-05,0.0001318340073339641
gaussian,229,Improved-gOMP,baseline,0.002403767008217983,2.8331007342785597e-05,0.0016932380094658583,0.00016956099716480821,3.276199277024716e-05,0.00014913601626176387
gaussian,229,Improved-gOMP,optimized,0.001214728006743826,2.430002496112138e-05,0.000638293000520207,0.00023868499556556344,3.6531026125885546e-05,0.00012153899297118187
gaussian,230,Improved-gOMP,baseline,0.0026009720022557303,3.2500000088475645e-05,0.0017712839908199385,0.00017875201592687517,4.080600047018379e-05,0.00017539298278279603
gaussian,230,Improved-gOMP,optimized,0.001057321991538629,2.4932975065894425e-05,0.0005738289619330317,0.0002653940027812496,3.7591002183035016e-05,3.3479882404208183e-06
gaussian,231,Improved-gOMP,baseline,0.0025259820104110986,2.7178000891581178e-05,0.0017778819892555475,0.0001796629949240014,3.5667006159201264e-05,0.00015337100194301456
gaussian,231,Improved-gOMP,optimized,0.0011989859922323376,2.3639993742108345e-05,0.0006239780195755884,0.00024105898046400398,3.902502066921443e-05,0.00011479604290798306
gaussian,232,Improved-gOMP,baseline,0.0017996270034927875,3.21240077028051e-05,0.0013575300108641386,0.00013567099813371897,2.9737988370470703e-05,3.3260294003412127e-06
gaussian,232,Improved-gOMP,optimized,0.0009866310138022527,2.3353990400210023e-05,0.0005752229917561635,0.00022111299040261656,3.165799716953188e-05,2.684988430701196e-06
gaussian,233,Improved-gOMP,baseline,0.0028788720082957298,6.195397872943431e-05,0.0019448790117166936,0.00018608299433253706,3.756600199267268e-05,0.00016072700964286923
gaussian,233,Improved-gOMP,optimized,0.0012779489916283637,2.579999272711575e-05,0.0006469080253737047,0.0002511769998818636,3.956801083404571e-05,0.0001376389991492033
gaussian,234,Improved-gOMP,baseline,0.003520693993777968,2.867501461878419e-05,0.0020424669928615913,0.00020153902005404234,4.630099283531308e-05,0.0008164199971361086
gaussian,234,Improved-gOMP,optimized,0.002931466995505616,5.4979987908154726e-05,0.0016553069872315973,0.0006181740027386695,0.0001173850178020075,0.00019870798860210925
gaussian,235,Improved-gOMP,baseline,0.0029808569961460307,3.061399911530316e-05,0.0019757269910769537,0.00018002500291913748,3.477698192000389e-05,0.0004033439909107983
gaussian,235,Improved-gOMP,optimized,0.0012624060036614537,3.062702307943255e-05,0.0006570359837496653,0.0002578100102255121,3.814900992438197e-05,0.00011882100079674274
gaussian,236,Improved-gOMP,baseline,0.0017946389998542145,2.7018002583645284e-05,0.0013686140009667724,0.00013028901594225317,2.7645000955089927e-05,3.1340023269876838e-06
gaussian,236,Improved-gOMP,optimized,0.0009439660061616451,2.2128995624370873e-05,0.0005352160078473389,0.00021557800937443972,3.614398883655667e-05,2.806002157740295e-06
gaussian,237,Improved-gOMP,baseline,0.0026650240033632144,2.9430986614897847e-05,0.0018877869879361242,0.00017526201554574072,3.419398854020983e-05,0.00015888399502728134
gaussian,237,Improved-gOMP,optimized,0.0012282059906283394,2.5412009563297033e-05,0.0006274100160226226,0.00025478500174358487,3.857897536363453e-05,0.00012105601490475237
gaussian,238,Improved-gOMP,baseline,0.002359463003813289,2.8754002414643764e-05,0.0016137619822984561,0.0001677040127106011,3.7869016523472965e-05,0.0001604049903107807
gaussian,238,Improved-gOMP,optimized,0.000985859995125793,2.1049025235697627e-05,0.0005597639974439517,0.00022449503012467176,3.691398887895048e-05,2.892003976739943e-06
gaussian,239,Improved-gOMP,baseline,0.0025309659977210686,2.772000152617693e-05,0.001696561012067832,0.00017442800162825733,4.305897164158523e-05,0.00023835798492655158
gaussian,239,Improved-gOMP,optimized,0.001359132002107799,2.7442016289569438e-05,0.0006902620079927146,0.000278744992101565,4.6559987822547555e-05,0.00013361399760469794
gaussian,240,Improved-gOMP,baseline,0.0026029700093204156,2.882799890358001e-05,0.0018150660180253908,0.0001825260405894369,4.4779968447983265e-05,0.00016936402244027704
gaussian,240,Improved-gOMP,optimized,0.0009495520062046126,2.0886975107714534e-05,0.000541160989087075,0.0002088939945679158,3.151800774503499e-05,2.8110225684940815e-06
gaussian,241,Improved-gOMP,baseline,0.0029073149926261976,2.7901987778022885e-05,0.0019160359806846827,0.0001767759968061,3.4450014936737716e-05,0.0004132890171604231
gaussian,241,Improved-gOMP,optimized,0.0009187769901473075,2.085599408019334e-05,0.0005287030071485788,0.00020652098464779556,3.343698335811496e-05,2.540997229516506e-06
gaussian,242,Improved-gOMP,baseline,0.002682150006876327,2.8472975827753544e-05,0.0018806049920385703,0.00017391500296071172,3.452198870945722e-05,0.00017011701129376888
gaussian,242,Improved-gOMP,optimized,0.0012510990054579452,2.4900989956222475e-05,0.0006399289995897561,0.00026783499924931675,3.86019964935258e-05,0.00012149999383836985
gaussian,243,Improved-gOMP,baseline,0.0017934899951796979,2.2934997105039656e-05,0.001357109984382987,0.00012780999531969428,2.9292001272551715e-05,3.2690149964764714e-06
gaussian,243,Improved-gOMP,optimized,0.0008686530054546893,2.100398705806583e-05,0.0005003110272809863,0.00019419901946093887,3.374001244083047e-05,2.589018549770117e-06
gaussian,244,Improved-gOMP,baseline,0.0025042740016942844,2.9457980417646468e-05,0.001752566997311078,0.0001714959944365546,3.5290009691379964e-05,0.00016460602637380362
gaussian,244,Improved-gOMP,optimized,0.001269584012334235,2.4988999939523637e-05,0.0006644209934165701,0.0002566030016168952,4.075501055922359e-05,0.00012053101090714335
gaussian,245,Improved-gOMP,baseline,0.002544839007896371,3.3895004889927804e-05,0.0017198840068886057,0.00020833101007156074,4.523800453171134e-05,0.0001529420114820823
gaussian,245,Improved-gOMP,optimized,0.0012736829958157614,2.5096014724113047e-05,0.00065466201340314,0.0002458400122122839,3.976200241595507e-05,0.00014146702596917748
gaussian,246,Improved-gOMP,baseline,0.0018777540099108592,2.4778011720627546e-05,0.001427260009222664,0.00012851299834437668,3.096302680205554e-05,3.510998794808984e-06
gaussian,246,Improved-gOMP,optimized,0.0009980989998439327,2.2132007870823145e-05,0.0005709359829779714,0.00023742798657622188,3.479198494460434e-05,2.658998710103333e-06
gaussian,247,Improved-gOMP,baseline,0.0024397490051342174,3.0719005735591054e-05,0.0016417900187661871,0.00019706298189703375,5.648501974064857e-05,0.000167978010722436
gaussian,247,Improved-gOMP,optimized,0.001228966997587122,2.550300268922001e-05,0.0006091560062486678,0.0002445209975121543,6.23390224063769e-05,0.0001153679913841188
gaussian,248,Improved-gOMP,baseline,0.0028421289898687974,3.227900015190244e-05,0.0020140979904681444,0.00019603299733716995,3.9994032704271376e-05,0.00017017700884025544
gaussian,248,Improved-gOMP,optimized,0.001402640002197586,2.89719901047647e-05,0.0007199280080385506,0.0002846880233846605,4.3320003896951675e-05,0.00013432498963084072
gaussian,249,Improved-gOMP,baseline,0.0026943959965137765,3.007998748216778e-05,0.0018419330153847113,0.00018444500165060163,6.255200423765928e-05,0.00016252900240942836
gaussian,249,Improved-gOMP,optimized,0.0010763419995782897,2.3294982383958995e-05,0.0005916330119362101,0.0002474419743521139,7.284000457730144e-05,3.0249939300119877e-06
gaussian,250,Improved-gOMP,baseline,0.0024391320039285347,2.6440990041010082e-05,0.0016974530153675005,0.00016834298730827868,3.244701656512916e-05,0.0001767180219758302
gaussian,250,Improved-gOMP,optimized,0.0011973210057476535,2.487000892870128e-05,0.0006032950186636299,0.0002569259813753888,3.91620269510895e-05,0.00011739501496776938
gaussian,251,Improved-gOMP,baseline,0.002316286991117522,3.885800833813846e-05,0.0015669620188418776,0.00014538000687025487,3.600999480113387e-05,0.00016372498066630214
gaussian,251,Improved-gOMP,optimized,0.0016420049942098558,2.5513014406897128e-05,0.0006632510048802942,0.00025501799245830625,4.0920014725998044e-05,0.0004853979917243123
gaussian,252,Improved-gOMP,baseline,0.002213982996181585,2.3801010684110224e-05,0.0015372389898402616,0.00014730100519955158,3.103500057477504e-05,0.00016107599367387593
gaussian,252,Improved-gOMP,optimized,0.0010936460021184757,2.1553001715801656e-05,0.0005521959828911349,0.000219616005779244,3.449400537647307e-05,0.00012220100325066596
gaussian,253,Improved-gOMP,baseline,0.0032526959985261783,2.7906993636861444e-05,0.002103250997606665,0.00019145998521707952,3.722598194144666e-05,0.0005097009998280555
gaussian,253,Improved-gOMP,optimized,0.001905415003420785,2.8246024157851934e-05,0.0008422910032095388,0.00031935397419147193,4.735501715913415e-05,0.0004835110012209043
gaussian,254,Improved-gOMP,baseline,0.002390061999903992,2.6599998818710446e-05,0.0016606519639026374,0.00016619899543002248,3.34890210069716e-05,0.0001769199880072847
gaussian,254,Improved-gOMP,optimized,0.0012164260115241632,2.5726985768415034e-05,0.0006201079813763499,0.00024680000205989927,3.678501525428146e-05,0.00011736697342712432
gaussian,255,Improved-gOMP,baseline,0.002635812998050824,3.3235002774745226e-05,0.0018023690063273534,0.00019833596888929605,6.425300671253353e-05,0.000171489009517245
gaussian,255,Improved-gOMP,optimized,0.0013227719900896773,3.169302362948656e-05,0.000679211996612139,0.0002640690072439611,4.260899731889367e-05,0.00012839501141570508
gaussian,256,Improved-gOMP,baseline,0.0029005780088482425,3.182599903084338e-05,0.001911995976115577,0.0001805809879442677,3.8465994293801486e-05,0.00039105598989408463
gaussian,256,Improved-gOMP,optimized,0.0012485780025599524,2.8499009204097092e-05,0.0006427700136555359,0.0002438220108160749,4.022799839731306e-05,0.0001406639930792153
gaussian,257,Improved-gOMP,baseline,0.0028719840047415346,2.6643028832040727e-05,0.001888786006020382,0.00017357300384901464,3.1489995308220387e-05,0.0004183269920758903
gaussian,257,Improved-gOMP,optimized,0.0012189410044811666,2.5204019038937986e-05,0.0006224580138223246,0.000259820997598581,3.731802280526608e-05,0.00011822198575828224
gaussian,258,Improved-gOMP,baseline,0.003081625996856019,4.218799585942179e-05,0.00212803999602329,0.0002639700105646625,5.3404990467242897e-05,0.0001621750125195831
gaussian,258,Improved-gOMP,optimized,0.0012979940074728802,2.9394010198302567e-05,0.0006547700031660497,0.00026798801263794303,4.224998701829463e-05,0.0001396249863319099
gaussian,259,Improved-gOMP,baseline,0.0024726159899728373,2.8297014068812132e-05,0.0017411599983461201,0.00016796901763882488,3.438699059188366e-05,0.00014370297139976174
gaussian,259,Improved-gOMP,optimized,0.0012010950013063848,2.4876993848010898e-05,0.0006104709900682792,0.0002543379960115999,3.7263016565702856e-05,0.00012093600525986403
gaussian,260,Improved-gOMP,baseline,0.00307054900622461,3.243998799007386e-05,0.0020237410062691197,0.00018043698219116777,3.777799429371953e-05,0.0004073670133948326
gaussian,260,Improved-gOMP,optimized,0.001245871011633426,2.8161011869087815e-05,0.000636016993666999,0.00025987699336837977,4.086400440428406e-05,0.0001225970045197755
gaussian,261,Improved-gOMP,baseline,0.001748698006849736,2.1760002709925175e-05,0.0013151580060366541,0.00013698299881070852,2.8359005227684975e-05,3.5160192055627704e-06
gaussian,261,Improved-gOMP,optimized,0.0009147910022875294,2.239500463474542e-05,0.0005227700021350756,0.00020808697445318103,3.244799154344946e-05,2.6550114853307605e-06
gaussian,262,Improved-gOMP,baseline,0.005161668988876045,4.506800905801356e-05,0.003429971999139525,0.0002885659778257832,6.019302236381918e-05,0.0007429880206473172
gaussian,262,Improved-gOMP,optimized,0.0024336589995073155,4.730597720481455e-05,0.0012215580063639209,0.0004746799968415871,7.609701424371451e-05,0.0002943940053228289
gaussian,263,Improved-gOMP,baseline,0.0049390519998269156,5.7124008890241385e-05,0.0034471929975552484,0.000376027004676871,7.379997987300158e-05,0.00029511601314879954
gaussian,263,Improved-gOMP,optimized,0.0023790409904904664,4.60680021205917e-05,0.0012570519902510568,0.0004545479896478355,7.200500112958252e-05,0.0002730379783315584
gaussian,264,Improved-gOMP,baseline,0.0047940899967215955,5.259500176180154e-05,0.003238942997995764,0.00039608699444215745,0.00013034297444391996,0.00035033303720410913
gaussian,264,Improved-gOMP,optimized,0.0017562139983056113,3.630200808402151e-05,0.0009246379922842607,0.0003430700162425637,5.2911011152900755e-05,0.00012836001405958086
gaussian,265,Improved-gOMP,baseline,0.0025636579957790673,3.0009992769919336e-05,0.0017960410186788067,0.00017596199177205563,3.324200224597007e-05,0.0001766250206856057
gaussian,265,Improved-gOMP,optimized,0.0013424379867501557,2.8583992389030755e-05,0.0007197290105978027,0.0002457519876770675,3.886601189151406e-05,0.0001451769785489887
gaussian,266,Improved-gOMP,baseline,0.002487072008079849,3.173800359945744e-05,0.0017381849902449176,0.00018874298257287592,4.259601701050997e-05,0.0001473150186939165
gaussian,266,Improved-gOMP,optimized,0.0009687040001153946,2.4793000193312764e-05,0.0005294779984978959,0.00021728700085077435,4.084200190845877e-05,2.768007107079029e-06
gaussian,267,Improved-gOMP,baseline,0.0025543399970047176,2.9218994313851e-05,0.0018254589958814904,0.00016588298603892326,3.477199061308056e-05,0.00015272702148649842
gaussian,267,Improved-gOMP,optimized,0.0012481839949032292,2.529496850911528e-05,0.0006420729914680123,0.00025149401335511357,3.9943974115885794e-05,0.00012942201283294708
gaussian,268,Improved-gOMP,baseline,0.006637590005993843,6.873100937809795e-05,0.005057037997175939,0.000390844012144953,0.00012141700426582247,0.00021302400273270905
gaussian,268,Improved-gOMP,optimized,0.001312922002398409,2.9983988497406244e-05,0.0006802029965911061,0.00025883801572490484,4.453799920156598e-05,0.0001297370035899803
gaussian,269,Improved-gOMP,baseline,0.002382271006354131,2.6821013307198882e-05,0.0016648679884383455,0.00016750999202486128,3.3109012292698026e-05,0.0001612109917914495
gaussian,269,Improved-gOMP,optimized,0.0012132920091971755,2.5720990379340947e-05,0.0006231329898582771,0.00024127399956341833,3.9709004340693355e-05,0.00012017798144370317
gaussian,270,Improved-gOMP,baseline,0.0028682449919870123,3.0069000786170363e-05,0.001857141003711149,0.00017299999308306724,3.700502566061914e-05,0.00041769101517274976
gaussian,270,Improved-gOMP,optimized,0.004583696005283855,7.373100379481912e-05,0.0021035550016677007,0.0006972839910304174,0.00016325002070516348,0.0011702299816533923
gaussian,271,Improved-gOMP,baseline,0.0025041850021807477,2.7173009584657848e-05,0.001763573003700003,0.00016837198927532881,3.2751006074249744e-05,0.00015252601588144898
gaussian,271,Improved-gOMP,optimized,0.0012298679939704016,2.6199020794592798e-05,0.0006346959853544831,0.0002403609687462449,4.02869627578184e-05,0.0001216149830725044
gaussian,272,Improved-gOMP,baseline,0.0019118079944746569,2.592499367892742e-05,0.001415359991369769,0.00016315898392349482,3.920898598153144e-05,5.317022441886365e-06
gaussian,272,Improved-gOMP,optimized,0.0009089669911190867,2.4148001102730632e-05,0.0005180829903110862,0.000208833982469514,3.280301461927593e-05,2.8090289561077952e-06
gaussian,273,Improved-gOMP,baseline,0.002024004003033042,2.2757987608201802e-05,0.0014054089988349006,0.00013922898506280035,2.929000766016543e-05,0.00014547299360856414
gaussian,273,Improved-gOMP,optimized,0.0010629650059854612,2.0234001567587256e-05,0.0005180660082260147,0.0002355610195081681,3.338902024552226e-05,0.00011663099576253444
gaussian,274,Improved-gOMP,baseline,0.0025959510094253346,3.540399484336376e-05,0.0017782680079108104,0.0001775760028976947,3.751798067241907e-05,0.00016672299534548074
gaussian,274,Improved-gOMP,optimized,0.0015508790093008429,4.9005000619217753e-05,0.0007785219931975007,0.0003046650090254843,4.7855995944701135e-05,0.00017063097038771957
gaussian,275,Improved-gOMP,baseline,0.0026299189921701327,3.101101901847869e-05,0.0018497879937058315,0.00018129398813471198,3.6837009247392416e-05,0.00016526800754945725
gaussian,275,Improved-gOMP,optimized,0.0013612479961011559,2.6601002900861204e-05,0.0006676949851680547,0.0002957119868369773,4.648500180337578e-05,0.0001474759919801727
gaussian,276,Improved-gOMP,baseline,0.004626773006748408,5.162201705388725e-05,0.0033145740162581205,0.0003299810196040198,7.523999374825507e-05,0.0002660480240592733
gaussian,276,Improved-gOMP,optimized,0.0023111769987735897,4.790698585566133e-05,0.001256490999367088,0.00044136900396551937,7.483297667931765e-05,0.00022782001178711653
gaussian,277,Improved-gOMP,baseline,0.0040300370019394904,4.199400427751243e-05,0.0028163210081402212,0.00028081399796064943,6.534399290103465e-05,0.00030695997702423483
gaussian,277,Improved-gOMP,optimized,0.0022789069917052984,4.069702117703855e-05,0.0011276849982095882,0.0004890190029982477,6.89819862600416e-05,0.0002437559887766838
gaussian,278,Improved-gOMP,baseline,0.0031308830075431615,3.323699638713151e-05,0.002019966981606558,0.00017910700989887118,3.8147991290315986e-05,0.00046716901124455035
gaussian,278,Improved-gOMP,optimized,0.0013417769951047376,3.377598477527499e-05,0.0006675189797533676,0.0002513700019335374,4.139900556765497e-05,0.00013304997992236167
