k,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
4,49,OMP,optimized,0.00015932999667711556,1.800202880986035e-05,7.700000423938036e-06,5.7097000535577536e-05,1.8103004549629986e-05,2.7278001653030515e-05
4,50,OMP,baseline,0.0002101210120599717,1.8139980966225266e-05,3.127199306618422e-05,7.108501449692994e-05,2.3624015739187598e-05,0.0
4,50,OMP,optimized,0.00018166100198868662,1.8448015907779336e-05,8.15599923953414e-06,7.103099778760225e-05,2.1760992240160704e-05,3.089199890382588e-05
4,51,OMP,baseline,0.00018918499699793756,1.7762999050319195e-05,2.975200186483562e-05,5.9434998547658324e-05,2.2545005776919425e-05,0.0
4,51,OMP,optimized,0.00016008100647013634,1.7252998077310622e-05,7.109978469088674e-06,5.791001603938639e-05,1.97899789782241e-05,2.9795002774335444e-05
4,52,OMP,baseline,0.0003989079996244982,3.7838995922356844e-05,5.298298492562026e-05,0.00011728800018317997,3.9883991121314466e-05,0.0
4,52,OMP,optimized,0.00016820199380163103,1.772500399965793e-05,7.777984137646854e-06,6.226100958883762e-05,1.8934020772576332e-05,3.017799463123083e-05
4,53,OMP,baseline,0.00024353500339202583,2.0749008399434388e-05,3.591699351090938e-05,8.215600973926485e-05,2.851801400538534e-05,0.0
4,53,OMP,optimized,0.0002024489949690178,2.0912018953822553e-05,9.830997441895306e-06,7.304298924282193e-05,2.3375003365799785e-05,3.3922988222911954e-05
4,54,OMP,baseline,0.0002265390066895634,2.0280989701859653e-05,3.692699829116464e-05,7.209098839666694e-05,2.7332003810442984e-05,0.0
4,54,OMP,optimized,0.0001708130002953112,1.830399560276419e-05,9.611001587472856e-06,6.462096644099802e-05,1.8183010979555547e-05,2.937500539701432e-05
4,55,OMP,baseline,0.0002028150047408417,1.8846025341190398e-05,2.8317008400335908e-05,6.33060117252171e-05,2.6251975214108825e-05,0.0
4,55,OMP,optimized,0.0002050929906545207,2.067600144073367e-05,9.168987162411213e-06,6.440901779569685e-05,4.3540989281609654e-05,3.214801836293191e-05
4,56,OMP,baseline,0.0002269730030093342,1.8187012756243348e-05,2.834400220308453e-05,8.519199036527425e-05,2.8776004910469055e-05,0.0
4,56,OMP,optimized,0.0001552559988340363,1.7324986401945353e-05,7.287002517841756e-06,5.553300434257835e-05,1.7434984329156578e-05,2.8645998099818826e-05
4,57,OMP,baseline,0.00021825199655722827,1.9602011889219284e-05,3.19860118906945e-05,7.097198977135122e-05,2.6331006665714085e-05,0.0
4,57,OMP,optimized,0.0003812079958152026,3.077500150538981e-05,1.3760989531874657e-05,0.00011260599421802908,4.7344990889541805e-05,0.00010868199751712382
4,58,OMP,baseline,0.00020260100427549332,1.8157996237277985e-05,2.8955008019693196e-05,6.732999463565648e-05,2.4638997274450958e-05,0.0
4,58,OMP,optimized,0.00016451900592073798,1.7559999832883477e-05,7.357026333920658e-06,5.8120000176131725e-05,1.8287013517692685e-05,2.9272996471263468e-05
4,59,OMP,baseline,0.0001989619922824204,1.7992002540268004e-05,3.107100201305002e-05,6.15989847574383e-05,2.4438006221316755e-05,0.0
4,59,OMP,optimized,0.00015799500397406518,1.7215992556884885e-05,7.176990038715303e-06,5.703399074263871e-05,1.7958998796530068e-05,2.714499714784324e-05
4,60,OMP,baseline,0.00024412499624304473,2.1103027393110096e-05,3.840499266516417e-05,7.798097794875503e-05,2.9152986826375127e-05,0.0
4,60,OMP,optimized,0.00019250999321229756,2.090599446091801e-05,9.579001925885677e-06,7.297201955225319e-05,2.050198963843286e-05,3.19199898513034e-05
4,61,OMP,baseline,0.0002088410110445693,1.9808983779512346e-05,3.0920011340640485e-05,6.720300007145852e-05,2.6256006094627082e-05,0.0
4,61,OMP,optimized,0.0002454830100759864,2.1754996851086617e-05,9.786002920009196e-06,8.667398651596159e-05,5.2713017794303596e-05,3.1723000574856997e-05
