k,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
24,273,gOMP,baseline,0.0007826490036677569,4.3226988054811954e-05,0.00010065401147585362,0.0003310550091555342,5.985602911096066e-05,0.0
24,273,gOMP,optimized,0.0003189550043316558,3.1800969736650586e-05,5.9986021369695663e-05,0.00011996801185887307,3.88409971492365e-05,0.0
24,274,gOMP,baseline,0.0012626649986486882,9.801598207559437e-05,0.00018324800475966185,0.00048365599650423974,0.00011903798440471292,0.0
24,274,gOMP,optimized,0.0003428670024732128,3.3616990549489856e-05,6.722901889588684e-05,0.00012856801913585514,3.887800266966224e-05,0.0
24,275,gOMP,baseline,0.0007109800062607974,3.441103035584092e-05,7.787700451444834e-05,0.00030984499608166516,4.7367982915602624e-05,0.0
24,275,gOMP,optimized,0.00038369500543922186,3.118895983789116e-05,0.000102905003586784,0.00012675198377110064,3.902203752659261e-05,0.0
24,276,gOMP,baseline,0.0007972190069267526,3.4119002521038055e-05,8.979698759503663e-05,0.00035472496529109776,5.915097426623106e-05,0.0
24,276,gOMP,optimized,0.0004010499978903681,3.94210364902392e-05,8.269802492577583e-05,0.0001333069958491251,4.821494803763926e-05,0.0
24,277,gOMP,baseline,0.0006834740051999688,3.278499934822321e-05,7.78350222390145e-05,0.00029812402499374,4.535198968369514e-05,0.0
24,277,gOMP,optimized,0.00029436699696816504,2.9159971745684743e-05,5.655697896145284e-05,0.00010690200724638999,3.4365017199888825e-05,0.0
24,278,gOMP,baseline,0.0007586810097564012,3.629497950896621e-05,8.943503780756146e-05,0.0003196350298821926,5.218702426645905e-05,0.0
24,278,gOMP,optimized,0.0003018449933733791,2.9275004635564983e-05,5.840903031639755e-05,0.00011185900075361133,3.52069764630869e-05,0.0
24,279,gOMP,baseline,0.0007798860024195164,3.714302147272974e-05,0.00010011598351411521,0.0003351519990246743,5.037599476054311e-05,0.0
24,279,gOMP,optimized,0.0004058290069224313,3.2314026611857116e-05,0.00010830700921360403,0.00012702398817054927,3.841400030069053e-05,0.0
