k,trial,algorithm,implementation,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes
4,76,OMP,baseline,2968.0,768.0,2048.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,32.0,0.0
4,76,OMP,optimized,1264.0,768.0,0.0,256.0,128.0,32.0,32.0,40.0,0.0,0.0,0.0,8.0,0.0
4,77,OMP,baseline,2968.0,768.0,2048.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,32.0,0.0
4,77,OMP,optimized,1264.0,768.0,0.0,256.0,128.0,32.0,32.0,40.0,0.0,0.0,0.0,8.0,0.0
4,78,OMP,baseline,2968.0,768.0,2048.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,32.0,0.0
4,78,OMP,optimized,1264.0,768.0,0.0,256.0,128.0,32.0,32.0,40.0,0.0,0.0,0.0,8.0,0.0
4,79,OMP,baseline,2968.0,768.0,2048.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,32.0,0.0
4,79,OMP,optimized,1264.0,768.0,0.0,256.0,128.0,32.0,32.0,40.0,0.0,0.0,0.0,8.0,0.0
4,80,OMP,baseline,2968.0,768.0,2048.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,32.0,0.0
4,80,OMP,optimized,1264.0,768.0,0.0,256.0,128.0,32.0,32.0,40.0,0.0,0.0,0.0,8.0,0.0
4,81,OMP,baseline,2968.0,768.0,2048.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,32.0,0.0
4,81,OMP,optimized,1264.0,768.0,0.0,256.0,128.0,32.0,32.0,40.0,0.0,0.0,0.0,8.0,0.0
4,82,OMP,baseline,2968.0,768.0,2048.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,32.0,0.0
4,82,OMP,optimized,1264.0,768.0,0.0,256.0,128.0,32.0,32.0,40.0,0.0,0.0,0.0,8.0,0.0
4,83,OMP,baseline,2968.0,768.0,2048.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,32.0,0.0
4,83,OMP,optimized,1264.0,768.0,0.0,256.0,128.0,32.0,32.0,40.0,0.0,0.0,0.0,8.0,0.0
4,84,OMP,baseline,2968.0,768.0,2048.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,32.0,0.0
4,84,OMP,optimized,1264.0,768.0,0.0,256.0,128.0,32.0,32.0,40.0,0.0,0.0,0.0,8.0,0.0
4,85,OMP,baseline,2968.0,768.0,2048.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,32.0,0.0
4,85,OMP,optimized,1264.0,768.0,0.0,256.0,128.0,32.0,32.0,40.0,0.0,0.0,0.0,8.0,0.0
4,86,OMP,baseline,2968.0,768.0,2048.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,32.0,0.0
4,86,OMP,optimized,1264.0,768.0,0.0,256.0,128.0,32.0,32.0,40.0,0.0,0.0,0.0,8.0,0.0
4,87,OMP,baseline,2968.0,768.0,2048.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,32.0,0.0
4,87,OMP,optimized,1264.0,768.0,0.0,256.0,128.0,32.0,32.0,40.0,0.0,0.0,0.0,8.0,0.0
4,88,OMP,baseline,2968.0,768.0,2048.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,32.0,0.0
