ablation_variant,trial,algorithm,implementation,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes
full_suite,0,gOMP+NoiseAwareStop,optimized,3008.0,768.0,2048.0,0.0,0.0,0.0,96.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,1,gOMP+NoiseAwareStop,optimized,3016.0,768.0,2048.0,0.0,0.0,0.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,2,gOMP+NoiseAwareStop,optimized,3056.0,768.0,2048.0,0.0,0.0,0.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0
full_suite,3,gOMP+NoiseAwareStop,optimized,3016.0,768.0,2048.0,0.0,0.0,0.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,4,gOMP+NoiseAwareStop,optimized,2984.0,768.0,2048.0,0.0,0.0,0.0,88.0,40.0,32.0,0.0,0.0,8.0,0.0
full_suite,5,gOMP+NoiseAwareStop,optimized,3008.0,768.0,2048.0,0.0,0.0,0.0,96.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,6,gOMP+NoiseAwareStop,optimized,3032.0,768.0,2048.0,0.0,0.0,0.0,120.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,7,gOMP+NoiseAwareStop,optimized,3048.0,768.0,2048.0,0.0,0.0,0.0,120.0,56.0,48.0,0.0,0.0,8.0,0.0
full_suite,8,gOMP+NoiseAwareStop,optimized,3008.0,768.0,2048.0,0.0,0.0,0.0,96.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,9,gOMP+NoiseAwareStop,optimized,3016.0,768.0,2048.0,0.0,0.0,0.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,10,gOMP+NoiseAwareStop,optimized,3032.0,768.0,2048.0,0.0,0.0,0.0,120.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,11,gOMP+NoiseAwareStop,optimized,3056.0,768.0,2048.0,0.0,0.0,0.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0
full_suite,12,gOMP+NoiseAwareStop,optimized,3016.0,768.0,2048.0,0.0,0.0,0.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,13,gOMP+NoiseAwareStop,optimized,3016.0,768.0,2048.0,0.0,0.0,0.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,14,gOMP+NoiseAwareStop,optimized,2984.0,768.0,2048.0,0.0,0.0,0.0,88.0,40.0,32.0,0.0,0.0,8.0,0.0
full_suite,15,gOMP+NoiseAwareStop,optimized,3056.0,768.0,2048.0,0.0,0.0,0.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0
full_suite,16,gOMP+NoiseAwareStop,optimized,3016.0,768.0,2048.0,0.0,0.0,0.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,17,gOMP+NoiseAwareStop,optimized,3016.0,768.0,2048.0,0.0,0.0,0.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,18,gOMP+NoiseAwareStop,optimized,3016.0,768.0,2048.0,0.0,0.0,0.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,19,gOMP+NoiseAwareStop,optimized,3056.0,768.0,2048.0,0.0,0.0,0.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0
full_suite,20,gOMP+NoiseAwareStop,optimized,3016.0,768.0,2048.0,0.0,0.0,0.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,21,gOMP+NoiseAwareStop,optimized,3032.0,768.0,2048.0,0.0,0.0,0.0,120.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,22,gOMP+NoiseAwareStop,optimized,3056.0,768.0,2048.0,0.0,0.0,0.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0
full_suite,23,gOMP+NoiseAwareStop,optimized,3056.0,768.0,2048.0,0.0,0.0,0.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0
full_suite,24,gOMP+NoiseAwareStop,optimized,3016.0,768.0,2048.0,0.0,0.0,0.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,25,gOMP+NoiseAwareStop,optimized,3056.0,768.0,2048.0,0.0,0.0,0.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0
full_suite,26,gOMP+NoiseAwareStop,optimized,3048.0,768.0,2048.0,0.0,0.0,0.0,120.0,56.0,48.0,0.0,0.0,8.0,0.0
full_suite,27,gOMP+NoiseAwareStop,optimized,3056.0,768.0,2048.0,0.0,0.0,0.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0
full_suite,28,gOMP+NoiseAwareStop,optimized,3032.0,768.0,2048.0,0.0,0.0,0.0,120.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,29,gOMP+NoiseAwareStop,optimized,3016.0,768.0,2048.0,0.0,0.0,0.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,30,gOMP+NoiseAwareStop,optimized,3016.0,768.0,2048.0,0.0,0.0,0.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,31,gOMP+NoiseAwareStop,optimized,3016.0,768.0,2048.0,0.0,0.0,0.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,32,gOMP+NoiseAwareStop,optimized,3016.0,768.0,2048.0,0.0,0.0,0.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,33,gOMP+NoiseAwareStop,optimized,3056.0,768.0,2048.0,0.0,0.0,0.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0
full_suite,34,gOMP+NoiseAwareStop,optimized,3056.0,768.0,2048.0,0.0,0.0,0.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0
full_suite,35,gOMP+NoiseAwareStop,optimized,3056.0,768.0,2048.0,0.0,0.0,0.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0
full_suite,36,gOMP+NoiseAwareStop,optimized,3056.0,768.0,2048.0,0.0,0.0,0.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0
full_suite,37,gOMP+NoiseAwareStop,optimized,3056.0,768.0,2048.0,0.0,0.0,0.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0
full_suite,38,gOMP+NoiseAwareStop,optimized,3056.0,768.0,2048.0,0.0,0.0,0.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0
full_suite,39,gOMP+NoiseAwareStop,optimized,3016.0,768.0,2048.0,0.0,0.0,0.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,40,gOMP+NoiseAwareStop,optimized,3056.0,768.0,2048.0,0.0,0.0,0.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0
full_suite,41,gOMP+NoiseAwareStop,optimized,3016.0,768.0,2048.0,0.0,0.0,0.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,42,gOMP+NoiseAwareStop,optimized,3032.0,768.0,2048.0,0.0,0.0,0.0,120.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,43,gOMP+NoiseAwareStop,optimized,3032.0,768.0,2048.0,0.0,0.0,0.0,120.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,44,gOMP+NoiseAwareStop,optimized,3032.0,768.0,2048.0,0.0,0.0,0.0,120.0,48.0,40.0,0.0,0.0,8.0,0.0
full_suite,45,gOMP+NoiseAwareStop,optimized,3016.0,768.0,2048.0,0.0,0.0,0.0,104.0,48.0,40.0,0.0,0.0,8.0,0.0
