trial,screening_ratio,algorithm,implementation,label,m,n,measurement_ratio,matrix_kind,coeff_mode,snr_db,noise_sigma,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,stop_reason,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,used_incremental_solver,fallback_reason,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec,group_size
8,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03737603064227458,0.003662667573015081,0.060519976644204686,0.9375,1.0,0,0.0021103979961480945,6,15.0,0.3390010740602415,noise_floor,0,1,0.00019064100342802703,11.666666666666666,True,,0,0,1.983126358421097,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5416.0,768.0,2048.0,0.0,1800.0,120.0,432.0,56.0,48.0,48.0,48.0,48.0,0.0,4.401401383802295e-05,0.0010511140135349706,0.0003175120218656957,6.145898078102618e-05,0.00015955098206177354,
9,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04632864381814488,0.0041167310385761165,0.06416175682270644,0.75,0.9230769230769231,0,0.0013805409980705008,5,13.0,0.4460832655661935,noise_floor,1,4,0.00013144400145392865,13.0,True,,0,0,2.0712536860785944,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4816.0,768.0,2048.0,0.0,1352.0,104.0,336.0,48.0,40.0,40.0,40.0,40.0,0.0,6.084500637371093e-05,0.0006929250084795058,0.00026913598412647843,4.691199865192175e-05,3.422988811507821e-06,
10,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.0313954912235991,0.007809819202921621,0.08837318146882357,0.8125,0.8666666666666667,0,0.0016779019933892414,6,15.0,0.28529225976149947,noise_floor,2,3,0.0001723729947116226,11.666666666666666,True,,0,0,1.9567804466214165,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5416.0,768.0,2048.0,0.0,1800.0,120.0,432.0,56.0,48.0,48.0,48.0,48.0,0.0,3.474998811725527e-05,0.0007487989787478,0.0002737350150709972,6.251700688153505e-05,0.00015796598745509982,
11,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.057897278037242504,0.005949440090453595,0.07713261366279245,0.8125,1.0,0,0.0013136560010025278,5,13.0,0.53910800881769,noise_floor,0,3,0.00013371900422498584,13.0,True,,0,0,1.83137918613976,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4816.0,768.0,2048.0,0.0,1352.0,104.0,336.0,48.0,40.0,40.0,40.0,40.0,0.0,3.46830056514591e-05,0.000655465992167592,0.0002664459898369387,5.438599328044802e-05,2.935994416475296e-06,
12,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.042863214067034895,0.003288210972579349,0.05734292434624649,0.875,0.875,0,0.001802069993573241,6,16.0,0.3416987457992639,target_sparsity_reached,2,2,0.00018753999029286206,12.5,True,,0,0,2.376263813514736,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,3.542700142133981e-05,0.0007906699902378023,0.00035119999665766954,6.639701314270496e-05,0.00015182299830485135,
13,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.025369325759384692,0.0049011852955491144,0.0700084658848422,0.6875,0.9166666666666666,0,0.001222368999151513,5,12.0,0.24654398365623736,noise_floor,1,5,0.00011940397962462157,12.0,True,,0,0,1.7022246759157076,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4584.0,768.0,2048.0,0.0,1152.0,96.0,312.0,48.0,40.0,40.0,40.0,40.0,0.0,2.8063979698345065e-05,0.0006173880101414397,0.00023562599380966276,4.779499431606382e-05,2.9509974410757422e-06,
14,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04476519708677121,0.0015583163186254558,0.03947551543204288,1.0,1.0,1,0.0023046810092637315,6,16.0,0.3930789545689052,target_sparsity_reached,0,0,0.00021502598247025162,12.5,True,,0,0,2.0318873774594324,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,8.850097947288305e-05,0.0010838050220627338,0.0003918529982911423,7.138503133319318e-05,0.00019923200306948274,
15,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.041488515085303976,0.004756100790371226,0.06896448934322087,0.75,0.9230769230769231,0,0.001425602997187525,5,13.0,0.38672074583667465,noise_floor,1,4,0.00018082800670526922,13.0,True,,0,0,1.8609560705499637,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4816.0,768.0,2048.0,0.0,1352.0,104.0,336.0,48.0,40.0,40.0,40.0,40.0,0.0,3.386501339264214e-05,0.0007130149751901627,0.000310992996674031,5.107800825498998e-05,3.1280069379135966e-06,
16,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.030260898908629957,0.00309705354050309,0.055651177350556476,1.0,1.0,1,0.0018805579893523827,6,16.0,0.27764208620624786,target_sparsity_reached,0,0,0.00018746100249700248,12.5,True,,0,0,2.3783792955421297,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,3.794000076595694e-05,0.0008668849914101884,0.0003331760235596448,4.903301305603236e-05,0.00015122898912522942,
17,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.041817992068504485,0.005738865911007921,0.07575530285734407,0.875,0.875,0,0.0020219550060573965,6,16.0,0.31818747615958953,target_sparsity_reached,2,2,0.00023752899141982198,12.5,True,,0,0,1.9670758788931055,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,4.2217987356707454e-05,0.0008869700104696676,0.00042774499161168933,7.087700942065567e-05,0.00013985199620947242,
18,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04415646556590606,0.004045138502748009,0.06360140330800892,0.875,0.875,0,0.001837311006966047,6,16.0,0.40568690187095585,target_sparsity_reached,2,2,0.00017931300681084394,12.5,True,,0,0,2.2198130322339615,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,4.212599014863372e-05,0.0007381099712802097,0.00032158898829948157,6.82210229570046e-05,0.00018040501163341105,
19,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.041043268868859464,0.005731311907125337,0.07570542851820693,0.875,0.875,0,0.0018025989993475378,6,16.0,0.4033578718988449,target_sparsity_reached,2,2,0.00017756498709786683,12.5,True,,0,0,2.0907951791035577,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,3.269499575253576e-05,0.0008412050228798762,0.0002827380085363984,5.5621989304199815e-05,0.00016913698345888406,
20,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03300781559784791,0.008893474541615636,0.09430522011858959,0.625,1.0,0,0.0009267610003007576,4,10.0,0.3503164940287441,noise_floor,0,6,8.38400301290676e-05,12.5,True,,0,0,1.6520049954392917,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4080.0,768.0,2048.0,0.0,800.0,80.0,216.0,40.0,32.0,32.0,32.0,32.0,0.0,2.432300243526697e-05,0.000491876999149099,0.00017175298125948757,3.068101068492979e-05,2.109009074047208e-06,
21,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03257837372004179,0.003626680722123458,0.06022192891400489,0.875,0.9333333333333333,0,0.0027263269876129925,6,15.0,0.3295517257669401,noise_floor,1,2,0.00027118698926642537,11.666666666666666,True,,0,0,2.295423323502436,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5416.0,768.0,2048.0,0.0,1800.0,120.0,432.0,56.0,48.0,48.0,48.0,48.0,0.0,6.466200284194201e-05,0.001206754008308053,0.0004469700070330873,9.218700870405883e-05,0.0003034639812540263,
22,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03445693786263449,0.004052630490346656,0.06366027403606316,0.9375,1.0,0,0.002755917012109421,5,15.0,0.32363778613745187,noise_floor,0,1,0.00025211898901034147,14.0,True,,0,0,2.004028364464744,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5304.0,768.0,2048.0,0.0,1800.0,120.0,360.0,48.0,40.0,40.0,40.0,40.0,0.0,5.690999387297779e-05,0.0012603829964064062,0.0004843139904551208,9.21249738894403e-05,0.0002897129888879135,
23,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.035829889954761156,0.006770219495618431,0.0822813435452924,0.9375,0.9375,0,0.003478822996839881,6,16.0,0.3085202624595259,target_sparsity_reached,1,1,0.0002949009940493852,12.5,True,,0,0,2.2043115393023585,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,5.742897337768227e-05,0.001641136987018399,0.0005730620032409206,8.850601443555206e-05,0.0004678960103774443,
24,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04086433498728594,0.002432685304219039,0.04932225972336465,0.9375,1.0,0,0.002962223006761633,6,15.0,0.3010422090590838,noise_floor,0,1,0.00028328200278338045,11.666666666666666,True,,0,0,1.9619408218867391,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5416.0,768.0,2048.0,0.0,1800.0,120.0,432.0,56.0,48.0,48.0,48.0,48.0,0.0,5.7209021179005504e-05,0.0013260180421639234,0.00047925900435075164,9.163499635178596e-05,0.00026377699396107346,
25,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04238141723377947,0.0014859629099361032,0.03854818945081731,1.0,1.0,1,0.0037527230015257373,6,16.0,0.3813744635230784,target_sparsity_reached,0,0,0.00030522300221491605,12.5,True,,0,0,2.3237751750050557,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5728.0,768.0,2048.0,0.0,2048.0,128.0,488.0,56.0,48.0,48.0,48.0,48.0,0.0,7.186700531747192e-05,0.0015336030191974714,0.0005777750193374231,9.54529969021678e-05,0.0007546559936599806,
26,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.042479455426151023,0.0079702950756668,0.08927650909207192,0.75,0.9230769230769231,0,0.0021855509985471144,5,13.0,0.45069412483380206,noise_floor,1,4,0.0001848239917308092,13.0,True,,0,0,1.8961985171380948,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4816.0,768.0,2048.0,0.0,1352.0,104.0,336.0,48.0,40.0,40.0,40.0,40.0,0.0,5.6814009440131485e-05,0.0011488119780551642,0.000387164021958597,0.00011133099906146526,5.828987923450768e-06,
27,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04010980803226423,0.0020402300235835597,0.04516890549463823,0.8125,1.0,0,0.00236723200941924,5,13.0,0.40558434609782246,noise_floor,0,3,0.0002445630088914186,13.0,True,,0,0,1.929780522477626,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4816.0,768.0,2048.0,0.0,1352.0,104.0,336.0,48.0,40.0,40.0,40.0,40.0,0.0,7.720700523350388e-05,0.0012464760075090453,0.0004753629909828305,8.703400089871138e-05,6.509028025902808e-06,
28,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03766381696280051,0.005205777103734822,0.07215107139699882,0.8125,1.0,0,0.0021749890001956373,5,13.0,0.34846824973868523,noise_floor,0,3,0.000213602019357495,13.0,True,,0,0,2.0020530686824394,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4816.0,768.0,2048.0,0.0,1352.0,104.0,336.0,48.0,40.0,40.0,40.0,40.0,0.0,4.8758985940366983e-05,0.0011483500129543245,0.00043582599028013647,8.586100011598319e-05,5.284004146233201e-06,
29,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.0504471957635163,0.0021254249300617705,0.04610233106971675,0.9375,1.0,0,0.0025513009895803407,5,15.0,0.41957904720041567,noise_floor,0,1,0.00026961200637742877,14.0,True,,0,0,1.807026388414237,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5304.0,768.0,2048.0,0.0,1800.0,120.0,360.0,48.0,40.0,40.0,40.0,40.0,0.0,5.0757997087202966e-05,0.001189708011224866,0.00043275998905301094,7.308900239877403e-05,0.00029683201864827424,
30,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.025752298896439013,0.004298732158017367,0.06556471732584049,0.875,0.875,0,0.0031799190037418157,6,16.0,0.22363955495934992,target_sparsity_reached,2,2,0.00030345497361849993,12.5,True,,0,0,2.4196927680987357,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,6.777798989787698e-05,0.0014215609844541177,0.0005661309842253104,0.0001021899952320382,0.0002814790204865858,
31,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.043891008792447436,0.0022659268761854633,0.047601752868833135,0.75,1.0,0,0.0021190840052440763,5,12.0,0.39835871097873193,noise_floor,0,4,0.0001821369951358065,12.0,True,,0,0,1.8311334911404422,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4584.0,768.0,2048.0,0.0,1152.0,96.0,312.0,48.0,40.0,40.0,40.0,40.0,0.0,5.998897540848702e-05,0.0011646030034171417,0.0003695470077218488,7.155700586736202e-05,5.260008038021624e-06,
32,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03223326209947546,0.008190729376526056,0.09050264845034126,0.875,0.875,0,0.0034760929993353784,6,16.0,0.30457437469770726,target_sparsity_reached,2,2,0.00034767502802424133,12.5,True,,0,0,2.1285490975931047,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,7.165997521951795e-05,0.0016566650156164542,0.0006289930024649948,0.00010602397378534079,0.0002974730305140838,
33,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.033451530085662554,0.00662653094203091,0.08140350693938751,0.875,0.875,0,0.0029595469968626276,6,16.0,0.2609844858208171,target_sparsity_reached,2,2,0.00027599502936936915,12.5,True,,0,0,2.1408158764460015,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,6.166798993945122e-05,0.0013688100007129833,0.0005340759817045182,8.901198452804238e-05,0.0002625630149850622,
34,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.041549556549519986,0.004802782215684012,0.0693021083061981,0.875,0.9333333333333333,0,0.0031442119943676516,6,15.0,0.38160182131905596,noise_floor,1,2,0.00034192504244856536,11.666666666666666,True,,0,0,1.9177073091859143,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5416.0,768.0,2048.0,0.0,1800.0,120.0,432.0,56.0,48.0,48.0,48.0,48.0,0.0,0.00010351900709792972,0.0013789750228170305,0.0005742360226577148,0.00010306498734280467,0.0003512580005917698,
35,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04525912185085568,0.00663210440354179,0.08143773329078965,0.8125,0.8666666666666667,0,0.003082188995904289,6,15.0,0.39383208997448915,noise_floor,2,3,0.0003120989858871326,11.666666666666666,True,,0,0,1.9456173935421477,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5416.0,768.0,2048.0,0.0,1800.0,120.0,432.0,56.0,48.0,48.0,48.0,48.0,0.0,7.371700485236943e-05,0.0014037329819984734,0.0005540959828067571,8.924501889850944e-05,0.00028043799102306366,
36,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04322550138696378,0.0033125815187085247,0.057555030351034694,0.875,0.875,0,0.003043666001758538,6,16.0,0.3269076585694957,target_sparsity_reached,2,2,0.0003436999977566302,12.5,True,,0,0,2.0644941444371,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,5.6985008995980024e-05,0.001351785016595386,0.0005605170008493587,8.832097228150815e-05,0.00034270201285835356,
37,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03406486770400294,0.0081826278527065,0.09045787888684159,0.875,0.875,0,0.0019303190056234598,6,16.0,0.39954014320245973,target_sparsity_reached,2,2,0.00020293098350521177,12.5,True,,0,0,2.0165372711486755,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,4.2643980123102665e-05,0.0008305920055136085,0.0003463110188022256,7.084400567691773e-05,0.0001623279822524637,
38,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03279522429969144,0.02177203299928198,0.14755349199284298,0.8125,0.8125,0,0.0017887880094349384,6,16.0,0.2951892862752028,target_sparsity_reached,3,3,0.00016949801647569984,12.5,True,,0,0,2.169718738883719,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,3.7340010749176145e-05,0.000837622006656602,0.00030691298888996243,5.538501136470586e-05,0.00014371098950505257,
39,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04455225375920121,0.00388707746933044,0.062346431087356075,0.9375,0.9375,0,0.0020971880003344268,6,16.0,0.3740095745739439,target_sparsity_reached,1,1,0.00020086001313757151,12.5,True,,0,0,2.1024050479799548,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,4.452101711649448e-05,0.0009817290265345946,0.00033618599991314113,7.249398913700134e-05,0.00020118599059060216,
40,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.053494068989531414,0.01122069990253926,0.10592780514359419,0.6875,0.9166666666666666,0,0.0013101060030749068,5,12.0,0.5691730329807824,noise_floor,1,5,0.00012260701623745263,12.0,True,,0,0,1.9687087208701632,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4584.0,768.0,2048.0,0.0,1152.0,96.0,312.0,48.0,40.0,40.0,40.0,40.0,0.0,3.458496939856559e-05,0.0006712670292472467,0.00025260698748752475,4.958199860993773e-05,3.0970113584771752e-06,
41,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.042530607708208275,0.0029362568638121905,0.05418723893881465,0.8125,1.0,0,0.0012859830021625385,5,13.0,0.4089925329931366,noise_floor,0,3,0.00011932400229852647,13.0,True,,0,0,2.007809023669824,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4816.0,768.0,2048.0,0.0,1352.0,104.0,336.0,48.0,40.0,40.0,40.0,40.0,0.0,3.196798206772655e-05,0.0006223730015335605,0.0002526250173104927,4.87760262330994e-05,3.1050003599375486e-06,
42,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.05231695961148145,0.0020297845579556736,0.045053130390192354,1.0,1.0,1,0.0018185789958806708,6,16.0,0.441390784670929,target_sparsity_reached,0,0,0.00019042998610530049,12.5,True,,0,0,2.0468578873455487,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,3.8178011891432106e-05,0.0008508189930580556,0.00031145403045229614,4.95970161864534e-05,0.00015195900050457567,
43,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03027657777548025,0.00592323765280677,0.07696257306513843,0.625,0.8333333333333334,0,0.001130884003941901,5,12.0,0.2582546991391979,noise_floor,2,6,0.00010687601752579212,12.0,True,,0,0,1.7692676517903325,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4584.0,768.0,2048.0,0.0,1152.0,96.0,312.0,48.0,40.0,40.0,40.0,40.0,0.0,2.509001933503896e-05,0.0005900469986954704,0.00020527902233880013,4.8304995289072394e-05,2.7590285753831267e-06,
44,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.038980053692281344,0.00782894499686705,0.08848132569569156,0.875,0.875,0,0.0017309610120719299,6,16.0,0.35019558371554976,target_sparsity_reached,2,2,0.00018633698346093297,12.5,True,,0,0,2.3810873980851808,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,3.071600804105401e-05,0.0007966229895828292,0.0002850689925253391,4.595200880430639e-05,0.00017499599198345095,
45,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04117033444296641,0.0023716509297025067,0.048699598865930165,0.9375,0.9375,0,0.002561438988777809,6,16.0,0.37199026866328994,target_sparsity_reached,1,1,0.00019103700469713658,12.5,True,,0,0,2.297431962222435,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5728.0,768.0,2048.0,0.0,2048.0,128.0,488.0,56.0,48.0,48.0,48.0,48.0,0.0,3.920099698007107e-05,0.0010044689988717437,0.0003383360162843019,5.347096885088831e-05,0.0006657280027866364,
46,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.045336729476014616,0.015199545762705621,0.12328643787013079,0.9375,0.9375,0,0.0019514739979058504,6,16.0,0.5102730865170824,target_sparsity_reached,1,1,0.00021016500249970704,12.5,True,,0,0,2.258795524457459,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,4.017699393443763e-05,0.0008952649804996327,0.000356131000444293,6.414302333723754e-05,0.00015064200852066278,
47,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.0333912601193321,0.0025727386667142617,0.05072217135251863,0.9375,0.9375,0,0.0023923880071379244,6,16.0,0.31358806328154276,target_sparsity_reached,1,1,0.00018893102242145687,12.5,True,,0,0,2.049168362443091,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5728.0,768.0,2048.0,0.0,2048.0,128.0,488.0,56.0,48.0,48.0,48.0,48.0,0.0,5.183601751923561e-05,0.0008262749906862155,0.0003143099747831002,5.516999226529151e-05,0.0006645140092587098,
48,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.047797890433156257,0.004540636902049997,0.06738424817455484,0.75,1.0,0,0.0013369369989959523,5,12.0,0.42851479679423715,noise_floor,0,4,0.00013923601363785565,12.0,True,,0,0,1.9631761082974961,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4584.0,768.0,2048.0,0.0,1152.0,96.0,312.0,48.0,40.0,40.0,40.0,40.0,0.0,2.975200186483562e-05,0.0006341569824144244,0.00028420200396794826,5.2974006393924356e-05,3.5209814086556435e-06,
49,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03999842522063869,0.002494584427049137,0.04994581491025186,0.9375,1.0,0,0.0020291719993110746,5,15.0,0.3464788783443149,noise_floor,0,1,0.00018741500389296561,14.0,True,,0,0,1.7973753573651672,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5304.0,768.0,2048.0,0.0,1800.0,120.0,360.0,48.0,40.0,40.0,40.0,40.0,0.0,3.348197788000107e-05,0.0010031709971372038,0.0003679240035125986,6.018299609422684e-05,0.00017549098993185908,
50,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.02613265892336312,0.0018596381461858872,0.04312352195943517,0.9375,0.9375,0,0.0021371920011006296,6,16.0,0.1942683518411249,target_sparsity_reached,1,1,0.0001917420158861205,12.5,True,,0,0,2.007718536028902,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,5.3670984925702214e-05,0.0010468330001458526,0.0003318650124128908,0.00011178698332514614,0.00015659902419429272,
51,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03862592999719822,0.009875036579011478,0.09937321862056939,0.6875,0.9166666666666666,0,0.001268477994017303,5,12.0,0.40664803703495955,noise_floor,1,5,0.00011585801257751882,12.0,True,,0,0,1.7154961997554423,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4584.0,768.0,2048.0,0.0,1152.0,96.0,312.0,48.0,40.0,40.0,40.0,40.0,0.0,3.5887976991944015e-05,0.0006470979860750958,0.00023995099763851613,5.024802521802485e-05,3.1179952202364802e-06,
52,2.0,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.030820602208456324,0.005669845998835672,0.07529837978891492,0.875,0.875,0,0.0032989880128297955,6,16.0,0.2532909019108793,target_sparsity_reached,2,2,0.0002780439972411841,12.5,True,,0,0,2.07607266404618,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5704.0,768.0,2048.0,0.0,2048.0,128.0,464.0,56.0,48.0,48.0,48.0,48.0,0.0,7.804000051692128e-05,0.0017824889946496114,0.0005768320261267945,9.486099588684738e-05,0.00019258201064076275,
