trial,screening_ratio,algorithm,implementation,label,m,n,measurement_ratio,matrix_kind,coeff_mode,snr_db,noise_sigma,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,stop_reason,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,used_incremental_solver,fallback_reason,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec,group_size
163,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.02629323431575886,0.0042141938046803135,0.06491682220103133,0.8125,0.8666666666666667,0,0.0015920900041237473,7,15.0,0.23069391085710225,noise_floor,2,3,0.000163813034305349,10.0,True,,0,0,1.9441787133169024,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,3.9044010918587446e-05,0.0007475229940610006,0.00026597299438435584,5.167900235392153e-05,0.00012857599358540028,1.0
164,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04376889555445332,0.0032830041448626093,0.05729750557277873,1.0,1.0,1,0.002556895007728599,8,16.0,0.3819355655904074,target_sparsity_reached,0,0,0.000226805976126343,9.375,True,,0,0,2.119953174965045,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5904.0,768.0,2048.0,0.0,2048.0,128.0,584.0,72.0,64.0,64.0,64.0,64.0,0.0,5.111402424518019e-05,0.0010863979841815308,0.00036720800562761724,7.930697756819427e-05,0.00047274197277147323,1.0
165,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.06795558616914209,0.004367399444092599,0.06608630299912834,0.875,0.9333333333333333,0,0.0017260280001210049,7,15.0,0.5478453729839994,noise_floor,1,2,0.00017408801068086177,10.0,True,,0,0,1.8366233232687148,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,4.2307001422159374e-05,0.0007867750100558624,0.0002838809887180105,6.038398714736104e-05,0.00016893399879336357,1.0
166,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.05539540489021035,0.0012324956545186256,0.03510691747389146,0.9375,1.0,0,0.0017515090003143996,7,15.0,0.5101594975013078,noise_floor,0,1,0.00017271203978452832,10.0,True,,0,0,1.9740013486442651,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,3.9646998629905283e-05,0.000802310009021312,0.00029254403489176184,6.651700823567808e-05,0.00013935400056652725,1.0
167,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.05853184443730212,0.0047633029509535465,0.06901668603282504,0.875,0.9333333333333333,0,0.0016220209945458919,7,15.0,0.5376347686669568,noise_floor,1,2,0.00016219596727751195,10.0,True,,0,0,1.9385916284237066,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,4.0265018469654024e-05,0.0007656090019736439,0.0002656579890754074,5.312100984156132e-05,0.00012326499563641846,1.0
168,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04491588307742316,0.003325985588772189,0.05767135847864335,0.875,0.9333333333333333,0,0.0016478969919262454,7,15.0,0.40985153920462475,noise_floor,1,2,0.00019361000158824027,10.0,True,,0,0,1.9516837500904456,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,3.730101161636412e-05,0.0007656329835299402,0.0002967150212498382,5.4612013627775013e-05,0.0001227659813594073,1.0
169,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.043019110615024905,0.003945436632397993,0.06281271075505333,0.875,0.9333333333333333,0,0.001672463011345826,7,15.0,0.38308173201813095,noise_floor,1,2,0.00016826998034957796,10.0,True,,0,0,2.048307788109,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,3.943497722502798e-05,0.0008009740122361109,0.0002750429848674685,5.3669020417146385e-05,0.00012941598834004253,1.0
170,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03826908149284144,0.005044090232970116,0.07102175886987111,0.8125,0.8666666666666667,0,0.0016911400016397238,7,15.0,0.40963892607692776,noise_floor,2,3,0.00016464196960441768,10.0,True,,0,0,2.178487217602925,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,4.051598079968244e-05,0.0008160419965861365,0.0002706439991015941,5.6509015848860145e-05,0.0001240679994225502,1.0
171,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04086612763218142,0.006250901253915082,0.07906264132898093,0.75,1.0,0,0.001268857013201341,6,12.0,0.4065309426703473,noise_floor,0,4,0.0001503839885117486,10.0,True,,0,0,1.8569522617866097,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4648.0,768.0,2048.0,0.0,1152.0,96.0,336.0,56.0,48.0,48.0,48.0,48.0,0.0,3.349401231389493e-05,0.0006483660108642653,0.0002635689888847992,5.255803989712149e-05,3.4080148907378316e-06,1.0
172,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03341968058084418,0.0007720723943352776,0.027786190712929284,0.875,0.9333333333333333,0,0.0019292369979666546,7,15.0,0.2901811442878642,noise_floor,1,2,0.00020969197794329375,10.0,True,,0,0,1.9054938628673443,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,5.5673997849226e-05,0.0008524790027877316,0.00033395203354302794,0.00010967899288516492,0.00015003400039859116,1.0
173,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.041194631478679224,0.006172034898623141,0.07856229947387705,0.8125,0.8666666666666667,0,0.0015731089952168986,7,15.0,0.34477537485520815,noise_floor,2,3,0.00015912599337752908,10.0,True,,0,0,1.9732253871837528,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,4.000199260190129e-05,0.0007283960148924962,0.0002633439871715382,5.753900040872395e-05,0.00012995801807846874,1.0
174,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.038945046143114455,0.003659794199848098,0.06049623293931696,0.875,0.9333333333333333,0,0.001558101997943595,7,15.0,0.3366659652223198,noise_floor,1,2,0.0001550790184410289,10.0,True,,0,0,1.8632506570388394,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,3.6173005355522037e-05,0.0007521890220232308,0.0002529680059524253,5.0058995839208364e-05,0.00011764001101255417,1.0
175,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.042828573473999584,0.0018697061909902688,0.04324009934066143,0.9375,1.0,0,0.0014889239973854274,7,15.0,0.4070103775109937,noise_floor,0,1,0.0001503149833297357,10.0,True,,0,0,2.1683397966469635,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,3.612299042288214e-05,0.0006959530001040548,0.00024408898025285453,5.054501525592059e-05,0.00012501998571678996,1.0
176,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04222594191055923,0.0026494645893207344,0.05147295007400231,0.875,0.9333333333333333,0,0.0016153549950104207,7,15.0,0.37812798065222,noise_floor,1,2,0.00017686502542346716,10.0,True,,0,0,1.8624472411539799,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,3.628896956797689e-05,0.0007660339761059731,0.0002760820061666891,5.535900709219277e-05,0.00012269099534023553,1.0
177,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03712510191339384,0.0037160342057807015,0.060959283179682335,0.75,1.0,0,0.0011742950009647757,6,12.0,0.3957939451287262,noise_floor,0,4,0.0001149230229202658,10.0,True,,0,0,1.5594526457912692,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4648.0,768.0,2048.0,0.0,1152.0,96.0,336.0,56.0,48.0,48.0,48.0,48.0,0.0,3.124999057035893e-05,0.0006211829750100151,0.00021407799795269966,4.654300573747605e-05,3.1849922379478812e-06,1.0
178,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03990951818544425,0.006453875349371609,0.08033601526943945,0.875,0.9333333333333333,0,0.0016677840030752122,7,15.0,0.3373497284815507,noise_floor,1,2,0.00016549197607673705,10.0,True,,0,0,2.0801335692159593,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,3.784500586334616e-05,0.0007970500009832904,0.00027274800231680274,6.0690988902933896e-05,0.0001266009930986911,1.0
179,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03849728370556325,0.006979086870681009,0.08354092931420508,0.875,0.9333333333333333,0,0.0016042069910326973,7,15.0,0.33778730239011356,noise_floor,1,2,0.0001599829993210733,10.0,True,,0,0,1.9777142733648925,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,3.825800376944244e-05,0.0007670420309295878,0.00026342400815337896,5.312297435011715e-05,0.00012123199121560901,1.0
180,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03731513369674808,0.0072519019521013394,0.08515809974454186,0.75,1.0,0,0.0011875839991262183,6,12.0,0.36474748576137234,noise_floor,0,4,0.00012409003102220595,10.0,True,,0,0,2.0161165007685016,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4648.0,768.0,2048.0,0.0,1152.0,96.0,336.0,56.0,48.0,48.0,48.0,48.0,0.0,3.0063019949011505e-05,0.0006360280240187421,0.00022467898088507354,4.040298517793417e-05,3.2079988159239292e-06,1.0
181,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.036596076434752656,0.0015064870103505671,0.03881349005630087,0.9375,1.0,0,0.0018206469976576045,7,15.0,0.3318583320509637,noise_floor,0,1,0.00016518196207471192,10.0,True,,0,0,1.9588331292940315,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,4.302799061406404e-05,0.0008764840022195131,0.00028160201327409595,6.645300891250372e-05,0.00013671399210579693,1.0
182,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.0363743232450862,0.003701688822841571,0.06084150575751369,0.875,0.9333333333333333,0,0.0016511699941474944,7,15.0,0.34115526227605575,noise_floor,1,2,0.00020586898608598858,10.0,True,,0,0,1.9362555136831852,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,4.060000355821103e-05,0.0007437560125254095,0.0003116529987892136,5.957798566669226e-05,0.00012576700828503817,1.0
183,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04444142064488737,0.002056754892169624,0.04535145964761911,0.9375,1.0,0,0.0015846890019020066,7,15.0,0.34114492325803664,noise_floor,0,1,0.00016614299966022372,10.0,True,,0,0,2.0058107152559086,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,4.2391024180687964e-05,0.0007337269780691713,0.0002679400204215199,5.511101335287094e-05,0.00011909501336049289,1.0
184,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03490262460877523,0.00499923318248988,0.07070525569213282,0.875,0.9333333333333333,0,0.0031443010084331036,7,15.0,0.3028588111168418,noise_floor,1,2,0.0003103849885519594,10.0,True,,0,0,2.0760861952261886,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,7.796198769938201e-05,0.001500454978668131,0.0005205979978200048,9.930598025675863e-05,0.00022310097119770944,1.0
185,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03584775181248452,0.006272764189599514,0.07920078402136883,0.875,0.9333333333333333,0,0.002614031996927224,7,15.0,0.33576399256327333,noise_floor,1,2,0.00022799997532274574,10.0,True,,0,0,2.061051114581706,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,6.061198655515909e-05,0.0013801910099573433,0.00039137399289757013,7.86360033089295e-05,0.00016216600488405675,1.0
186,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03744761832832121,0.005491980788554198,0.07410789963663926,0.875,0.9333333333333333,0,0.001971967998542823,7,15.0,0.3366494202921845,noise_floor,1,2,0.00020645701442845166,10.0,True,,0,0,2.083609369431876,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,4.139900556765497e-05,0.0010118610225617886,0.0003245250118197873,6.540797767229378e-05,0.0001339480368187651,1.0
187,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03458959659481422,0.000598312657517071,0.024460430444231167,0.9375,1.0,0,0.0020490000024437904,7,15.0,0.28507865272534116,noise_floor,0,1,0.00024809601018205285,10.0,True,,0,0,2.115126147214914,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,4.987497231923044e-05,0.0008722469938220456,0.0003677159984363243,6.768599268980324e-05,0.000194392996490933,1.0
188,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03492306027532729,0.0014299936328483922,0.03781525661486899,0.75,1.0,0,0.0013533640012610704,6,12.0,0.30519363290662105,noise_floor,0,4,0.00014704301429446787,10.0,True,,0,0,1.6748924985929616,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4648.0,768.0,2048.0,0.0,1152.0,96.0,336.0,56.0,48.0,48.0,48.0,48.0,0.0,3.429799107834697e-05,0.0007133210019674152,0.0002631250099511817,5.408300785347819e-05,3.5620032576844096e-06,1.0
189,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.032391448676181434,0.001835598285222252,0.04284388270479523,1.0,1.0,1,0.0030858649988658726,8,16.0,0.2565696204780198,target_sparsity_reached,0,0,0.00026733997219707817,9.375,True,,0,0,2.0821044760243694,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5904.0,768.0,2048.0,0.0,2048.0,128.0,584.0,72.0,64.0,64.0,64.0,64.0,0.0,5.4688993259333074e-05,0.0011249389935983345,0.00039746299444232136,0.0001713459932943806,0.000725932011846453,1.0
190,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04471388477361844,0.011527642807394994,0.10736686084353493,0.625,0.6666666666666666,0,0.002892067001084797,7,15.0,0.43331939454222834,noise_floor,5,6,0.0002995599788846448,10.0,True,,0,0,2.157414921064616,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,6.872598896734416e-05,0.0013707580073969439,0.00047060599899850786,8.767101098783314e-05,0.0002582750021247193,1.0
191,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03637886870105575,0.013466328614244105,0.11604451134906857,0.8125,0.8666666666666667,0,0.0033332489983877167,7,15.0,0.3889967638864668,noise_floor,2,3,0.0003228600253351033,10.0,True,,0,0,2.0056219645229687,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,7.432294660247862e-05,0.0015427629987243563,0.0005232619878370315,0.00014913799532223493,0.0002854809717973694,1.0
192,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.035033609672133995,0.002076294578504735,0.04556637552521305,0.9375,1.0,0,0.002984844002639875,7,15.0,0.27681205925358776,noise_floor,0,1,0.0003483280015643686,10.0,True,,0,0,2.0041576446840352,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,7.18289811629802e-05,0.0013704169978154823,0.0005385330150602385,9.485299233347178e-05,0.00024225602101068944,1.0
193,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03612299673202121,0.003630330256886307,0.060252222007875424,0.9375,0.9375,0,0.003948052995838225,8,16.0,0.30956422233645303,target_sparsity_reached,1,1,0.00032548497256357223,9.375,True,,0,0,2.2046137252280236,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5904.0,768.0,2048.0,0.0,2048.0,128.0,584.0,72.0,64.0,64.0,64.0,64.0,0.0,7.839003228582442e-05,0.001549159991554916,0.0005430499732028693,0.00010847700468730181,0.0009000059944810346,1.0
194,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04434325043835444,0.0022189525286882574,0.04710575897582223,0.9375,1.0,0,0.0029295260028447956,7,15.0,0.3777756806604055,noise_floor,0,1,0.0002940710401162505,10.0,True,,0,0,1.8878712773626514,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,6.680800288449973e-05,0.001374520012177527,0.0005012770125176758,9.324199345428497e-05,0.00023460100055672228,1.0
195,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04461158279183555,0.001442102731988847,0.0379750277417785,0.9375,1.0,0,0.0031919390021357685,7,15.0,0.40251499305272803,noise_floor,0,1,0.00029442599043250084,10.0,True,,0,0,1.8321021019492876,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,7.517299673054367e-05,0.001556786010041833,0.000511641992488876,0.00010223098797723651,0.0002560740103945136,1.0
196,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.039006112184549455,0.0016765019710027265,0.040945109243995505,0.9375,1.0,0,0.003208014997653663,7,15.0,0.35959493961930067,noise_floor,0,1,0.0003286889987066388,10.0,True,,0,0,2.1071812480003054,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,8.512997010257095e-05,0.0014353839942486957,0.0005654540291288868,0.0001302170130657032,0.00026709798839874566,1.0
197,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03706499755978055,0.0072232598313655355,0.0849897630974786,0.875,0.9333333333333333,0,0.0022268059983616695,7,15.0,0.3558835454420466,noise_floor,1,2,0.00022488099057227373,10.0,True,,0,0,2.0599593041949147,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,5.5694006732665e-05,0.0010468440159456804,0.000381313991965726,8.04919982329011e-05,0.000183222015039064,1.0
198,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04082297787495262,0.011083975495504396,0.10528046112885522,0.9375,1.0,0,0.0018884360033553094,7,15.0,0.43075591172386507,noise_floor,0,1,0.00019031499687116593,10.0,True,,0,0,1.9207291452625,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,4.596801591105759e-05,0.0008968919864855707,0.00031787200714461505,5.89999690419063e-05,0.0001305960031459108,1.0
199,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.02995611037281054,0.00960707451359528,0.09801568503864715,0.875,0.9333333333333333,0,0.0014970150077715516,7,15.0,0.2850627922716029,noise_floor,1,2,0.00015130898100323975,10.0,True,,0,0,2.1840454103534297,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,3.786101297009736e-05,0.0006947110086912289,0.0002494810032658279,4.999597149435431e-05,0.00011611101217567921,1.0
200,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04916069799067,0.0036702179504121673,0.060582323745562675,0.75,1.0,0,0.0013266129972180352,6,12.0,0.44285504586130575,noise_floor,0,4,0.0001309590006712824,10.0,True,,0,0,1.9100510662222099,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4648.0,768.0,2048.0,0.0,1152.0,96.0,336.0,56.0,48.0,48.0,48.0,48.0,0.0,3.1857998692430556e-05,0.0006928560032974929,0.0002705140068428591,4.6295986976474524e-05,3.5429693525657058e-06,1.0
201,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04344450307136004,0.00408215153567018,0.06389171726969138,0.9375,1.0,0,0.0014946550072636455,7,15.0,0.4190584552117041,noise_floor,0,1,0.00014905001444276422,10.0,True,,0,0,2.0587703929071304,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,3.483399632386863e-05,0.0007038269977783784,0.00024353398475795984,4.758802242577076e-05,0.00012943199544679374,1.0
202,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04575696024816183,0.0012468463811120272,0.03531071198817757,0.9375,1.0,0,0.0015952719986671582,7,15.0,0.4691119445475492,noise_floor,0,1,0.00016698801482561976,10.0,True,,0,0,1.794229421949283,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,3.652999293990433e-05,0.0007550710288342088,0.00026327496743761003,4.709100176114589e-05,0.00012226701073814183,1.0
203,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.033935426882433915,0.001832528249967713,0.04280803954828711,0.9375,1.0,0,0.0018297189963050187,7,15.0,0.2725239642618341,noise_floor,0,1,0.00018653698498383164,10.0,True,,0,0,1.963584361413226,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,4.335300764068961e-05,0.0008419799996772781,0.00030827400041744113,5.933899956289679e-05,0.0001363520132144913,1.0
204,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04482153838516496,0.0020476234627573777,0.04525067361661457,0.875,0.9333333333333333,0,0.0018793259951053187,7,15.0,0.3310639368312043,noise_floor,1,2,0.00023582398716825992,10.0,True,,0,0,2.3546541609970375,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,4.715000977739692e-05,0.0008503200078848749,0.0003724060079548508,6.62420061416924e-05,0.00013205199502408504,1.0
205,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03448204480179257,0.004609876458663165,0.06789607101050225,0.8125,0.8666666666666667,0,0.0016167269932338968,7,15.0,0.2989034915399607,noise_floor,2,3,0.00015966698992997408,10.0,True,,0,0,1.8741073654865423,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,4.446199454832822e-05,0.0007369540107902139,0.00025451197871007025,5.688602686859667e-05,0.00013334602408576757,1.0
206,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03539815820496965,0.001752427274425829,0.04186200275220751,0.9375,1.0,0,0.0015620289923390374,7,15.0,0.3078034018368388,noise_floor,0,1,0.00015889799396973103,10.0,True,,0,0,2.008278755782126,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,4.1391016566194594e-05,0.0007318049902096391,0.0002563370217103511,5.023699486628175e-05,0.0001257869735127315,1.0
207,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.028852237206038075,0.005199995114969734,0.07211099163768124,0.9375,1.0,0,0.0015641390054952353,7,15.0,0.2946264857472241,noise_floor,0,1,0.00015372398775070906,10.0,True,,0,0,1.7723037016027499,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,1800.0,120.0,456.0,64.0,56.0,56.0,56.0,56.0,0.0,3.6771001759916544e-05,0.000746823992813006,0.00025768204068299383,5.594102549366653e-05,0.00011749399709515274,1.0
