measurement_ratio,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
0.3125,105,gOMP,baseline,0.0006654839962720871,4.1014995076693594e-05,0.00012357201194390655,0.00023256299027707428,7.55629880586639e-05,0.0
0.3125,105,gOMP,optimized,0.00026073500339407474,2.5500994524918497e-05,5.671300459653139e-05,9.55319992499426e-05,3.067099896725267e-05,0.0
0.3125,106,gOMP,baseline,0.00048091400822158903,2.5148983695544302e-05,7.281702710315585e-05,0.00018780097889248282,3.637398185674101e-05,0.0
0.3125,106,gOMP,optimized,0.00025294099759776145,2.3577988031320274e-05,5.431901081465185e-05,9.466300252825022e-05,2.9242000891827047e-05,0.0
0.3125,107,gOMP,baseline,0.000530828008777462,2.619500446598977e-05,7.926698890514672e-05,0.00020199298160150647,4.3087988160550594e-05,0.0
0.3125,107,gOMP,optimized,0.0002292019926244393,2.21840018639341e-05,5.1179988076910377e-05,8.204198093153536e-05,2.656699507497251e-05,0.0
0.3125,108,gOMP,baseline,0.0004793190018972382,2.1633008145727217e-05,6.955501157790422e-05,0.00018022900621872395,4.705498577095568e-05,0.0
0.3125,108,gOMP,optimized,0.00021962799655739218,1.8496022676117718e-05,4.9367983592674136e-05,7.948798884171993e-05,2.618199505377561e-05,0.0
0.3125,109,gOMP,baseline,0.0004773819964611903,2.410702290944755e-05,8.68769857333973e-05,0.0001799729943741113,3.737900988198817e-05,0.0
0.3125,109,gOMP,optimized,0.00022891700791660696,2.279301406815648e-05,5.097599932923913e-05,8.165399776771665e-05,2.7153990231454372e-05,0.0
0.3125,110,gOMP,baseline,0.0004789259983226657,2.2697000531479716e-05,7.882800127845258e-05,0.00018559400632511824,3.528899105731398e-05,0.0
0.3125,110,gOMP,optimized,0.00024859899713192135,2.0786988898180425e-05,5.450398020911962e-05,9.459898865316063e-05,2.7346002752892673e-05,0.0
0.3125,111,gOMP,baseline,0.0009048000065376982,4.3024992919526994e-05,0.00013633201888296753,0.00034281496482435614,8.510702173225582e-05,0.0
0.3125,111,gOMP,optimized,0.0004969369911123067,3.595201997086406e-05,0.00017167298938147724,0.0001593919878359884,4.925897519569844e-05,0.0
0.3125,112,gOMP,baseline,0.0004695930110756308,2.23099923459813e-05,7.361499592661858e-05,0.0001796449942048639,3.776897210627794e-05,0.0
0.3125,112,gOMP,optimized,0.0002322189975529909,1.9036990124732256e-05,5.0153001211583614e-05,8.502700075041503e-05,2.770902938209474e-05,0.0
0.3125,113,gOMP,baseline,0.0004715609975391999,2.5120985810644925e-05,7.406999066006392e-05,0.0001773000112734735,4.01090073864907e-05,0.0
0.3125,113,gOMP,optimized,0.00023085399880073965,2.2016000002622604e-05,4.926501424051821e-05,8.313402940984815e-05,2.7691989089362323e-05,0.0
0.3125,114,gOMP,baseline,0.0005198099970584735,2.3038999643176794e-05,7.629701576661319e-05,0.00019809199147857726,4.3750012991949916e-05,0.0
0.3125,114,gOMP,optimized,0.0006638990016654134,5.7864992413669825e-05,0.00014442300016526133,0.0002605270128697157,8.262600749731064e-05,0.0
0.3125,115,gOMP,baseline,0.000599007005803287,2.6825015083886683e-05,7.948899292387068e-05,0.00026926300779450685,4.718198033515364e-05,0.0
0.3125,115,gOMP,optimized,0.00024630100233480334,2.2380001610144973e-05,5.683398921974003e-05,8.865501149557531e-05,2.779599162749946e-05,0.0
0.3125,116,gOMP,baseline,0.00048777900519780815,2.4096996639855206e-05,7.144099799916148e-05,0.00018811598420143127,3.502200706861913e-05,0.0
0.3125,116,gOMP,optimized,0.00026347000675741583,2.124198363162577e-05,5.554601375479251e-05,9.929998486768454e-05,3.0297000193968415e-05,0.0
0.3125,117,gOMP,baseline,0.00047406800149474293,2.444999699946493e-05,7.044100493658334e-05,0.00018725301197264344,3.7798992707394063e-05,0.0
0.3125,117,gOMP,optimized,0.0002857630024664104,2.401898382231593e-05,6.05730019742623e-05,9.113101987168193e-05,5.405097908806056e-05,0.0
0.3125,118,gOMP,baseline,0.00045508399489335716,2.112500078510493e-05,6.954702257644385e-05,0.00018081995949614793,3.32939816871658e-05,0.0
0.3125,118,gOMP,optimized,0.0002534160012146458,1.956499181687832e-05,6.581103662028909e-05,8.727802196517587e-05,2.915001823566854e-05,0.0
0.3125,119,gOMP,baseline,0.00047698600974399596,2.5941000785678625e-05,6.949498492758721e-05,0.0001864449877757579,3.696199564728886e-05,0.0
0.3125,119,gOMP,optimized,0.0002635650016600266,2.3016968043521047e-05,5.2485978812910616e-05,9.215399040840566e-05,2.7797999791800976e-05,0.0
0.3125,120,gOMP,baseline,0.00045436801156029105,2.1271014702506363e-05,6.844101881142706e-05,0.00017979300173465163,3.3904987503774464e-05,0.0
0.3125,120,gOMP,optimized,0.000227668002480641,1.893199805635959e-05,5.559001874644309e-05,8.013001934159547e-05,2.569699427112937e-05,0.0
0.3125,121,gOMP,baseline,0.0005081169947516173,2.5622997782193124e-05,7.331902452278882e-05,0.00018576098955236375,3.717502113431692e-05,0.0
0.3125,121,gOMP,optimized,0.000263350986642763,2.1765008568763733e-05,5.6487013353034854e-05,8.780702773947269e-05,4.411398549564183e-05,0.0
0.3125,122,gOMP,baseline,0.0005268539971439168,3.1915027648210526e-05,7.50820036046207e-05,0.00019792102102655917,3.829399065580219e-05,0.0
0.3125,122,gOMP,optimized,0.0002183900069212541,1.8848993931896985e-05,4.835601430386305e-05,7.84470175858587e-05,2.5675995857454836e-05,0.0
0.3125,123,gOMP,baseline,0.00045131701335776597,2.3393993615172803e-05,6.594198930542916e-05,0.00017750298138707876,3.6237979657016695e-05,0.0
0.3125,123,gOMP,optimized,0.00022167099814396352,2.176297130063176e-05,4.950401489622891e-05,7.710600038990378e-05,2.639199374243617e-05,0.0
0.3125,124,gOMP,baseline,0.0004887550021521747,2.6828012778423727e-05,7.205401198007166e-05,0.00018998001178260893,4.014099249616265e-05,0.0
0.3125,124,gOMP,optimized,0.00027660599153023213,2.3399974452331662e-05,5.997001426294446e-05,9.199901251122355e-05,3.193698648829013e-05,0.0
0.3125,125,gOMP,baseline,0.0005018640076741576,2.5339002604596317e-05,7.148500299081206e-05,0.00019256400992162526,3.71999922208488e-05,0.0
0.3125,125,gOMP,optimized,0.00023006000265013427,1.8984006601385772e-05,5.1902010454796255e-05,7.979401561897248e-05,3.0755007173866034e-05,0.0
0.3125,126,gOMP,baseline,0.0004671740025514737,2.8214009944349527e-05,7.09650048520416e-05,0.00017894298071041703,3.496000135783106e-05,0.0
0.3125,126,gOMP,optimized,0.00023126199084799737,1.945599797181785e-05,4.970002919435501e-05,8.392402378376573e-05,2.8085007215850055e-05,0.0
0.3125,127,gOMP,baseline,0.0011434089974500239,4.636998346541077e-05,0.00017435199697501957,0.0003733870107680559,8.036401413846761e-05,0.0
0.3125,127,gOMP,optimized,0.000764681986765936,6.778701208531857e-05,0.00023915299971122295,0.00024279500939883292,8.478201925754547e-05,0.0
