trial,coeff_mode,algorithm,m,n,measurement_ratio,matrix_kind,snr_db,noise_sigma,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,stop_reason,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,used_incremental_solver,fallback_reason,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver
6,rademacher,OMP,96,256,0.375,gaussian,20.0,0.043090439180049726,0.0033583961244867174,0.057951670592716456,1.0,1.0,1,0.00106969999615103,16,16.0,0.32464741588027224,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,2.1465085697036725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,rademacher,gOMP,96,256,0.375,gaussian,20.0,0.043090439180049726,0.16218667881246188,0.40272407279980404,0.875,0.875,0,0.0005657000001519918,6,16.0,1.1467083148539479,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.2385348954812563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,rademacher,Improved-gOMP,96,256,0.375,gaussian,20.0,0.043090439180049726,0.16218667880102206,0.402724072785601,0.875,0.875,0,0.001882100012153387,5,16.0,1.1467083148539479,target_sparsity_reached,2,2,0.0001540999801363796,20.2,True,cholesky_solve,1,0,2.2385348954812563,1.0,1.0,0.0,0.0,1.0,0.0,1.0
7,rademacher,OMP,96,256,0.375,gaussian,20.0,0.044189726553436386,0.0019006096302819878,0.04359598181348813,1.0,1.0,1,0.0011381999938748777,16,16.0,0.3749665238460155,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,2.250071921405059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,rademacher,gOMP,96,256,0.375,gaussian,20.0,0.044189726553436386,0.0019006096302819466,0.04359598181348766,1.0,1.0,1,0.001019700022879988,6,16.0,0.3749665238460153,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,2.2500719214050577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,rademacher,Improved-gOMP,96,256,0.375,gaussian,20.0,0.044189726553436386,0.001900609626850746,0.0435959817741354,1.0,1.0,1,0.001926700002513826,5,16.0,0.37496652384601536,target_sparsity_reached,0,0,0.0001689000055193901,20.4,True,cholesky_solve,1,0,2.2500719214050577,1.0,1.0,0.0,0.0,1.0,0.0,1.0
8,rademacher,OMP,96,256,0.375,gaussian,20.0,0.041000101893651775,0.0019130830752925661,0.04373880514248836,1.0,1.0,1,0.0010172000038437545,16,16.0,0.43272354828949716,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,2.1493422449135253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,rademacher,gOMP,96,256,0.375,gaussian,20.0,0.041000101893651775,0.16710847563974912,0.4087890356158652,0.875,0.875,0,0.0004030000127386302,6,16.0,1.1690330631441161,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.0443272859579835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,rademacher,Improved-gOMP,96,256,0.375,gaussian,20.0,0.041000101893651775,0.16710847564534695,0.40878903562271207,0.875,0.875,0,0.0016374000115320086,5,16.0,1.1690330631441161,target_sparsity_reached,2,2,0.00020289997337386012,20.0,True,cholesky_solve,1,0,2.0443272859579835,1.0,1.0,0.0,0.0,1.0,0.0,1.0
9,rademacher,OMP,96,256,0.375,gaussian,20.0,0.04230116214781562,0.9099174153156279,0.9538959142986345,0.4375,0.4375,0,0.0010220999829471111,16,16.0,1.5435045606444635,target_sparsity_reached,9,9,0.0,1.0,False,,0,0,1.9389248854622256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,rademacher,gOMP,96,256,0.375,gaussian,20.0,0.04230116214781562,0.2388201054630808,0.4886922400274848,0.8125,0.8125,0,0.0008266999793704599,6,16.0,1.4184463524322355,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,1.9612804810799898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,rademacher,Improved-gOMP,96,256,0.375,gaussian,20.0,0.04230116214781562,0.27037910676767823,0.5199799099654507,0.8125,0.8125,0,0.0014774999872315675,5,16.0,1.3897483447489627,target_sparsity_reached,3,3,0.00013549995492212474,20.0,True,cholesky_solve,1,0,2.1597516685202374,1.0,1.0,0.0,0.0,1.0,0.0,1.0
10,rademacher,OMP,96,256,0.375,gaussian,20.0,0.044248591234387284,0.003084110817467736,0.0555347712471001,1.0,1.0,1,0.0009851999930106103,16,16.0,0.39624167689101963,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.9354262647790659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,rademacher,gOMP,96,256,0.375,gaussian,20.0,0.044248591234387284,0.0030841108174677638,0.05553477124710035,1.0,1.0,1,0.0006126999796833843,6,16.0,0.39624167689101963,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,1.9354262647790665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,rademacher,Improved-gOMP,96,256,0.375,gaussian,20.0,0.044248591234387284,0.0030841108127810236,0.0555347712049039,1.0,1.0,1,0.0013866999943275005,5,16.0,0.3962416768910197,target_sparsity_reached,0,0,0.000125400023534894,20.2,True,cholesky_solve,1,0,1.9354262647790665,1.0,1.0,0.0,0.0,1.0,0.0,1.0
11,rademacher,OMP,96,256,0.375,gaussian,20.0,0.04116250415949007,0.0012362215179587245,0.03515994195044589,1.0,1.0,1,0.0009354000212624669,16,16.0,0.3980153945217772,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.9103853026558615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,rademacher,gOMP,96,256,0.375,gaussian,20.0,0.04116250415949007,0.0012362215179587271,0.03515994195044592,1.0,1.0,1,0.000397899973904714,6,16.0,0.3980153945217772,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,1.9103853026558617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,rademacher,Improved-gOMP,96,256,0.375,gaussian,20.0,0.04116250415949007,0.001236221520817395,0.035159941991098266,1.0,1.0,1,0.0013324000174179673,5,16.0,0.39801539452177714,target_sparsity_reached,0,0,0.00012619997141882777,20.0,True,cholesky_solve,1,0,1.9103853026558617,1.0,1.0,0.0,0.0,1.0,0.0,1.0
12,rademacher,OMP,96,256,0.375,gaussian,20.0,0.038597321808138844,0.09640438681461184,0.310490558334085,0.9375,0.9375,0,0.0009190999844577163,16,16.0,0.9000370384618923,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.9934289530921248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,rademacher,gOMP,96,256,0.375,gaussian,20.0,0.038597321808138844,0.0020676560244999296,0.04547148584002869,1.0,1.0,1,0.00040049999370239675,6,16.0,0.34201752276090125,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,2.221532907793771,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,rademacher,Improved-gOMP,96,256,0.375,gaussian,20.0,0.038597321808138844,0.002067656025372515,0.04547148584962355,1.0,1.0,1,0.0013337999989744276,5,16.0,0.3420175227609012,target_sparsity_reached,0,0,0.00012209999840706587,20.2,True,cholesky_solve,1,0,2.221532907793771,1.0,1.0,0.0,0.0,1.0,0.0,1.0
13,rademacher,OMP,96,256,0.375,gaussian,20.0,0.03853714593395674,0.2815855353398858,0.5306463373470939,0.8125,0.8125,0,0.0009319999953731894,16,16.0,1.2383660108443992,target_sparsity_reached,3,3,0.0,1.0,False,,0,0,2.1178717191898837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,rademacher,gOMP,96,256,0.375,gaussian,20.0,0.03853714593395674,0.09681409513096416,0.3111496346309347,0.9375,0.9375,0,0.0003926999925170094,6,16.0,0.9039272190949654,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.917682056219963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,rademacher,Improved-gOMP,96,256,0.375,gaussian,20.0,0.03853714593395674,0.09681409514172437,0.31114963464822576,0.9375,0.9375,0,0.0012737000070046633,5,16.0,0.9039272190949655,target_sparsity_reached,1,1,0.00011409999569877982,20.0,True,cholesky_solve,1,0,1.9176820562199623,1.0,1.0,0.0,0.0,1.0,0.0,1.0
14,rademacher,OMP,96,256,0.375,gaussian,20.0,0.0443374303874803,0.22145540733145933,0.47059048793134284,0.875,0.875,0,0.0013665000151377171,16,16.0,1.1708074070470615,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.286541679101251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,rademacher,gOMP,96,256,0.375,gaussian,20.0,0.0443374303874803,0.2720899969473713,0.5216224659151207,0.8125,0.8125,0,0.0005895000067539513,6,16.0,1.343309207243273,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,2.199317838212622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,rademacher,Improved-gOMP,96,256,0.375,gaussian,20.0,0.0443374303874803,0.2720899969395128,0.521622465907588,0.8125,0.8125,0,0.0018968000076711178,5,16.0,1.343309207243273,target_sparsity_reached,3,3,0.00015020000864751637,20.0,True,cholesky_solve,1,0,2.1993178382126217,1.0,1.0,0.0,0.0,1.0,0.0,1.0
15,rademacher,OMP,96,256,0.375,gaussian,20.0,0.03939838949737652,0.0012581161481012148,0.03546993301517801,1.0,1.0,1,0.0011018000077456236,16,16.0,0.3697937288375105,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,2.1110153001328684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,rademacher,gOMP,96,256,0.375,gaussian,20.0,0.03939838949737652,0.2586100996991167,0.5085372156480946,0.8125,0.8125,0,0.0004152000183239579,6,16.0,1.2312883260110838,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,2.0791576541803916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,rademacher,Improved-gOMP,96,256,0.375,gaussian,20.0,0.03939838949737652,0.25861009970460236,0.5085372156534882,0.8125,0.8125,0,0.0018612999992910773,5,16.0,1.2312883260110838,target_sparsity_reached,3,3,0.00014829999417997897,20.4,True,cholesky_solve,1,0,2.0791576541803916,1.0,1.0,0.0,0.0,1.0,0.0,1.0
16,rademacher,OMP,96,256,0.375,gaussian,20.0,0.03987885734764178,0.08376002987711564,0.2894132510392633,0.9375,0.9375,0,0.0009717999782878906,16,16.0,0.9223133007275525,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,2.11360109621659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,rademacher,gOMP,96,256,0.375,gaussian,20.0,0.03987885734764178,0.25946689435481024,0.5093789300263707,0.8125,0.8125,0,0.00041340000461786985,6,16.0,1.2103068890080388,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,2.0866270301414085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,rademacher,Improved-gOMP,96,256,0.375,gaussian,20.0,0.03987885734764178,0.2594668943435576,0.5093789300153252,0.8125,0.8125,0,0.0013315999822225422,5,16.0,1.2103068890080386,target_sparsity_reached,3,3,0.00012010004138574004,19.8,True,cholesky_solve,1,0,2.0866270301414085,1.0,1.0,0.0,0.0,1.0,0.0,1.0
17,rademacher,OMP,96,256,0.375,gaussian,20.0,0.039935145743563195,0.08535177106301603,0.2921502542580034,0.9375,0.9375,0,0.0009433000232093036,16,16.0,0.956284795695361,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.8854373716896273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,rademacher,gOMP,96,256,0.375,gaussian,20.0,0.039935145743563195,0.1847106540259545,0.42977977386791305,0.875,0.875,0,0.0004256000102031976,6,16.0,1.1525465042820808,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.0832152143249867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,rademacher,Improved-gOMP,96,256,0.375,gaussian,20.0,0.039935145743563195,0.1847106540319265,0.4297797738748608,0.875,0.875,0,0.001785800006473437,5,16.0,1.1525465042820808,target_sparsity_reached,2,2,0.00019950000569224358,20.0,True,cholesky_solve,1,0,2.0832152143249867,1.0,1.0,0.0,0.0,1.0,0.0,1.0
18,rademacher,OMP,96,256,0.375,gaussian,20.0,0.045802634973366424,0.0032103084084872022,0.05665958355377493,1.0,1.0,1,0.0011424999975133687,16,16.0,0.4028485897954308,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,2.1560786243683787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,rademacher,gOMP,96,256,0.375,gaussian,20.0,0.045802634973366424,0.003210308408487155,0.05665958355377451,1.0,1.0,1,0.0007230000046547502,6,16.0,0.4028485897954308,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,2.1560786243683787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,rademacher,Improved-gOMP,96,256,0.375,gaussian,20.0,0.045802634973366424,0.003210308409454482,0.056659583562310815,1.0,1.0,1,0.0018534999981056899,6,16.0,0.4028485897954308,target_sparsity_reached,0,0,0.00014500002725981176,17.166666666666668,True,cholesky_solve,1,0,2.1560786243683774,1.0,1.0,0.0,0.0,1.0,0.0,1.0
19,rademacher,OMP,96,256,0.375,gaussian,20.0,0.039530937403991814,0.17247366402764885,0.41529948715071735,0.875,0.875,0,0.001114500017138198,16,16.0,1.048653906758475,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.166490847524662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,rademacher,gOMP,96,256,0.375,gaussian,20.0,0.039530937403991814,0.09245990278742912,0.3040721999582157,0.9375,0.9375,0,0.0004082999948877841,6,16.0,0.8009605941699958,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,2.022270763284469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,rademacher,Improved-gOMP,96,256,0.375,gaussian,20.0,0.039530937403991814,0.09245990279685738,0.30407219997371904,0.9375,0.9375,0,0.0013516000180970877,5,16.0,0.8009605941699958,target_sparsity_reached,1,1,0.00012269997387193143,19.8,True,cholesky_solve,1,0,2.022270763284469,1.0,1.0,0.0,0.0,1.0,0.0,1.0
0,uniform,OMP,96,256,0.375,gaussian,20.0,0.02579765923772378,0.0008975103452194106,0.029958477017689177,1.0,1.0,1,0.0009737999935168773,16,16.0,0.21524135209672499,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.9798847608901124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,uniform,gOMP,96,256,0.375,gaussian,20.0,0.02579765923772378,0.007575742938541822,0.08703874389340543,0.875,0.875,0,0.00040940000326372683,6,16.0,0.26253940505215595,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.146729877692969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.02579765923772378,0.007419732364194553,0.08613786835181465,0.875,0.9333333333333333,0,0.0013209999888204038,5,15.0,0.26453163127344703,noise_floor,1,2,0.00012050001532770693,19.4,True,cholesky_solve,1,0,1.9823290560567222,1.0,1.0,0.0,0.0,1.0,0.0,1.0
1,uniform,OMP,96,256,0.375,gaussian,20.0,0.028040093249481264,0.006149985661838378,0.07842184428995774,0.9375,0.9375,0,0.0009805000154301524,16,16.0,0.2213398153540937,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.9863567416892112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,uniform,gOMP,96,256,0.375,gaussian,20.0,0.028040093249481264,0.004945558656607647,0.07032466606111717,0.9375,0.9375,0,0.00039430000470019877,6,16.0,0.23579015404870132,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,2.133384622079573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.028040093249481264,0.012721311619586189,0.11278879208319499,0.8125,1.0,0,0.0010670000046957284,5,13.0,0.2771597199444522,noise_floor,0,3,9.590000263415277e-05,18.4,True,,0,0,1.9085488555843424,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2,uniform,OMP,96,256,0.375,gaussian,20.0,0.024462222122998808,0.0018020670446026025,0.04245076023586153,0.9375,0.9375,0,0.0009694999898783863,16,16.0,0.1973294929766055,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,2.0270017043031805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,uniform,gOMP,96,256,0.375,gaussian,20.0,0.024462222122998808,0.0018020670446025893,0.042450760235861376,0.9375,0.9375,0,0.00040339998668059707,6,16.0,0.19732949297660557,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,2.027001704303181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.024462222122998808,0.0007440625565005726,0.027277510086160223,0.9375,1.0,0,0.0014659000153187662,5,15.0,0.2105106894036977,noise_floor,0,1,0.00011449996964074671,19.4,True,cholesky_solve,1,0,1.956990318996455,1.0,1.0,0.0,0.0,1.0,0.0,1.0
3,uniform,OMP,96,256,0.375,gaussian,20.0,0.02036927597502482,0.0022903313744562052,0.047857406683356814,0.9375,0.9375,0,0.0011015000054612756,16,16.0,0.1491423868098745,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.9528742401703885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,uniform,gOMP,96,256,0.375,gaussian,20.0,0.02036927597502482,0.0017564492619477848,0.041910013862414615,0.9375,0.9375,0,0.0006495999987237155,6,16.0,0.15801696444311988,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,2.209597756113451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.02036927597502482,0.003873915511506698,0.062240786559190416,0.875,0.875,0,0.0016128999995999038,6,16.0,0.15690754527202008,target_sparsity_reached,2,2,0.00014600003487430513,17.833333333333332,True,cholesky_solve,1,0,2.2473395800031226,1.0,1.0,0.0,0.0,1.0,0.0,1.0
4,uniform,OMP,96,256,0.375,gaussian,20.0,0.02469657956795176,0.004402241423041442,0.06634938901784583,0.9375,0.9375,0,0.0008999999845400453,16,16.0,0.24714653533890965,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.9704432034690371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,uniform,gOMP,96,256,0.375,gaussian,20.0,0.02469657956795176,0.004636394194222784,0.06809107279388968,0.875,0.875,0,0.0004191999905742705,6,16.0,0.26111225616841527,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.15532635170592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.02469657956795176,0.004402241423041429,0.06634938901784573,0.9375,0.9375,0,0.0018145999929402024,6,16.0,0.24714653533890968,target_sparsity_reached,1,1,0.00013359994045458734,17.166666666666668,True,cholesky_solve,1,0,2.1200332122907306,1.0,1.0,0.0,0.0,1.0,0.0,1.0
5,uniform,OMP,96,256,0.375,gaussian,20.0,0.022775957646751836,0.003331036891071067,0.05771513571907344,0.9375,0.9375,0,0.0010219999821856618,16,16.0,0.1961815307269121,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,2.0741783012098707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,uniform,gOMP,96,256,0.375,gaussian,20.0,0.022775957646751836,0.0033310368910710966,0.05771513571907369,0.9375,0.9375,0,0.0006165000086184591,6,16.0,0.1961815307269121,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,2.0741783012098716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.022775957646751836,0.004982496984079694,0.07058680460312461,0.8125,1.0,0,0.001205600012326613,5,13.0,0.2357366477195498,noise_floor,0,3,0.00010550001752562821,18.4,True,,0,0,1.9466886457527712,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6,uniform,OMP,96,256,0.375,gaussian,20.0,0.027227377717657836,0.0061888742062568575,0.07866939815618813,0.9375,0.9375,0,0.0010059000051114708,16,16.0,0.2615655228705534,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.9340397177286215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,uniform,gOMP,96,256,0.375,gaussian,20.0,0.027227377717657836,0.00618887420625691,0.07866939815618847,0.9375,0.9375,0,0.0003892999957315624,6,16.0,0.2615655228705534,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.934039717728622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.027227377717657836,0.006188874204655389,0.07866939814600965,0.9375,0.9375,0,0.0015428999904543161,6,16.0,0.26156552287055335,target_sparsity_reached,1,1,0.00015360000543296337,17.5,True,cholesky_solve,1,0,1.9340397177286213,1.0,1.0,0.0,0.0,1.0,0.0,1.0
7,uniform,OMP,96,256,0.375,gaussian,20.0,0.020510390718394864,0.005653473930760811,0.07518958658458504,0.8125,0.8125,0,0.0013271999778226018,16,16.0,0.14021108204494803,target_sparsity_reached,3,3,0.0,1.0,False,,0,0,1.831182809560051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,uniform,gOMP,96,256,0.375,gaussian,20.0,0.020510390718394864,0.005676592109137823,0.07534316232504329,0.8125,0.8125,0,0.0004490999854169786,6,16.0,0.14131966595480738,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,1.879050753157105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.020510390718394864,0.003716228036598927,0.060960872997349105,0.8125,1.0,0,0.001983099995413795,5,13.0,0.1617486618358737,noise_floor,0,3,0.00016770005458965898,18.6,True,,0,0,1.723922999800823,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8,uniform,OMP,96,256,0.375,gaussian,20.0,0.022700819374197632,0.006200208931863531,0.07874140544760126,0.8125,0.8125,0,0.0011615999974310398,16,16.0,0.21481056902322823,target_sparsity_reached,3,3,0.0,1.0,False,,0,0,1.9005740879270279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,uniform,gOMP,96,256,0.375,gaussian,20.0,0.022700819374197632,0.004731190277565346,0.06878364832985633,0.8125,0.8125,0,0.00042100000428035855,6,16.0,0.23707615028592396,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,2.3648869294361625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.022700819374197632,0.00533962495671087,0.07307273743819147,0.8125,0.8125,0,0.0020351000130176544,6,16.0,0.2218544583274216,target_sparsity_reached,3,3,0.00014799999189563096,17.0,True,cholesky_solve,1,0,2.2578536366553066,1.0,1.0,0.0,0.0,1.0,0.0,1.0
9,uniform,OMP,96,256,0.375,gaussian,20.0,0.020637994098203806,0.005578214424330663,0.07468744489089625,0.875,0.875,0,0.001113000005716458,16,16.0,0.1761176653001335,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.5063128792758196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,uniform,gOMP,96,256,0.375,gaussian,20.0,0.020637994098203806,0.004938266196909423,0.07027279841382028,0.875,0.875,0,0.00045789999421685934,6,16.0,0.1871991643899113,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.4170595268077113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.020637994098203806,0.005578214434808934,0.07468744496104372,0.875,0.875,0,0.0015263000095728785,6,16.0,0.17611766530013354,target_sparsity_reached,2,2,0.00014100002590566874,18.0,True,cholesky_solve,1,0,2.506312879275819,1.0,1.0,0.0,0.0,1.0,0.0,1.0
10,uniform,OMP,96,256,0.375,gaussian,20.0,0.02032378638044513,0.002967536150683823,0.05447509661013758,0.9375,0.9375,0,0.0009428999910596758,16,16.0,0.15900612995108815,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.9115573734381137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,uniform,gOMP,96,256,0.375,gaussian,20.0,0.02032378638044513,0.002430474715890262,0.04929984498850135,0.9375,0.9375,0,0.000374099996406585,6,16.0,0.1656257753772138,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,2.2162191458999776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.02032378638044513,0.007777245246742302,0.08818869114995585,0.8125,1.0,0,0.0011596999829635024,5,13.0,0.19676371990821534,noise_floor,0,3,9.950000094249845e-05,18.4,True,,0,0,1.8183743947805415,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11,uniform,OMP,96,256,0.375,gaussian,20.0,0.024519430345011525,0.0030753033528981405,0.05545541770556003,0.875,0.875,0,0.0009550999966450036,16,16.0,0.19057662905212877,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.9340405445019693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,uniform,gOMP,96,256,0.375,gaussian,20.0,0.024519430345011525,0.002808432760024938,0.052994648409296366,0.875,0.875,0,0.0004030000127386302,6,16.0,0.20007448328697422,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.266936681157745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.024519430345011525,0.001970555390004494,0.04439093815188517,0.875,0.9333333333333333,0,0.0017499999958090484,5,15.0,0.21043966533374686,noise_floor,1,2,0.00015169999096542597,19.0,True,cholesky_solve,1,0,2.2495199726696478,1.0,1.0,0.0,0.0,1.0,0.0,1.0
12,uniform,OMP,96,256,0.375,gaussian,20.0,0.02431973779699358,0.003746200836264622,0.06120621566691264,0.9375,0.9375,0,0.0011909999884665012,16,16.0,0.20801845019506687,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,2.044419793022256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,uniform,gOMP,96,256,0.375,gaussian,20.0,0.02431973779699358,0.0037462008362646446,0.061206215666912825,0.9375,0.9375,0,0.0004275999963283539,6,16.0,0.20801845019506685,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,2.044419793022256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.02431973779699358,0.0037795507816779294,0.06147805121893447,0.9375,0.9375,0,0.001570799999171868,6,16.0,0.20778053508762837,target_sparsity_reached,1,1,0.0001434999576304108,18.0,True,cholesky_solve,1,0,2.0788415522718005,1.0,1.0,0.0,0.0,1.0,0.0,1.0
13,uniform,OMP,96,256,0.375,gaussian,20.0,0.021187054610451873,0.002924224609724257,0.05407610017118706,0.8125,0.8125,0,0.0009385000157635659,16,16.0,0.1572537970571123,target_sparsity_reached,3,3,0.0,1.0,False,,0,0,2.017372224744353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,uniform,gOMP,96,256,0.375,gaussian,20.0,0.021187054610451873,0.0018922629785699493,0.04350014917870914,0.8125,0.8125,0,0.00039239999023266137,6,16.0,0.17185558116039829,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,2.169290022296821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.021187054610451873,0.001913528143284624,0.04374389263982601,0.8125,0.8666666666666667,0,0.0012962999753654003,5,15.0,0.1719665396302415,noise_floor,2,3,0.0001157999795395881,19.6,True,cholesky_solve,1,0,2.150013426496395,1.0,1.0,0.0,0.0,1.0,0.0,1.0
