ablation_variant,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
full_suite,0,gOMP+Incremental+NoiseAware,optimized,0.0008978719997685403,2.0763007341884077e-05,0.00048645702190697193,0.000226136005949229,3.671400190796703e-05,2.7240021154284477e-06
full_suite,1,gOMP+Incremental+NoiseAware,optimized,0.0007917799957795069,1.860801421571523e-05,0.0004527320124907419,0.00018236700270790607,2.862600376829505e-05,2.2839958546683192e-06
full_suite,2,gOMP+Incremental+NoiseAware,optimized,0.0018915069958893582,3.647601988632232e-05,0.000986765997367911,0.0004347669892013073,6.909301737323403e-05,0.00012797901581507176
full_suite,3,gOMP+Incremental+NoiseAware,optimized,0.0009338240051874891,2.2805019398219883e-05,0.000554293001187034,0.00019547398551367223,3.7268997402861714e-05,2.380023943260312e-06
full_suite,4,gOMP+Incremental+NoiseAware,optimized,0.0007884770020609722,1.9906015950255096e-05,0.00044389998947735876,0.00018667301628738642,2.9196991818025708e-05,2.4479959392920136e-06
full_suite,5,gOMP+Incremental+NoiseAware,optimized,0.0012327900039963424,2.9565024306066334e-05,0.0007218769897008315,0.0002476599911460653,4.679197445511818e-05,3.430992364883423e-06
full_suite,6,gOMP+Incremental+NoiseAware,optimized,0.001041634997818619,2.1913991076871753e-05,0.0005242830229690298,0.00020934001076966524,3.449000359978527e-05,0.00011885201092809439
full_suite,7,gOMP+Incremental+NoiseAware,optimized,0.0013763339957222342,5.4827003623358905e-05,0.000671755988150835,0.0002947000175481662,4.6464992919936776e-05,0.00012224799138493836
full_suite,8,gOMP+Incremental+NoiseAware,optimized,0.0009064129990292713,2.3035987396724522e-05,0.0005011789908166975,0.0002262989873997867,3.8420999771915376e-05,2.6510097086429596e-06
full_suite,9,gOMP+Incremental+NoiseAware,optimized,0.0008782890072325245,2.0680003217421472e-05,0.0005093549989396706,0.000195590007933788,3.14130011247471e-05,2.7970090741291642e-06
