trial,ablation_variant,algorithm,implementation,label,m,n,measurement_ratio,matrix_kind,coeff_mode,snr_db,noise_sigma,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,stop_reason,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,used_incremental_solver,fallback_reason,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
0,full_suite,gOMP,optimized,gOMP (optimized),96,256,0.375,gaussian,gaussian,15.0,0.09080687364771402,0.034893100148995625,0.18679694898203136,0.875,0.875,0,0.0004578080006467644,6,16.0,0.9080031705848026,target_sparsity_reached,2,2,0.00015173199790297076,3.0,True,,0,0,2.2768031924941106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0,768.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0,3.6657005693996325e-05,9.357900125905871e-05,0.00015173199790297076,5.6830998801160604e-05,0.0
0,full_suite,gOMP+AdaptiveScreen,optimized,gOMP+AdaptiveScreen (optimized),96,256,0.375,gaussian,gaussian,15.0,0.09080687364771402,0.007611765994328159,0.08724543537817987,1.0,1.0,1,0.0015184399999270681,6,16.0,0.7483116478441532,target_sparsity_reached,0,0,0.0002663079976628069,0.0,False,,0,0,2.0789626080665795,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3056.0,768.0,2048.0,0.0,0.0,0.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0,2.7141999453306198e-05,0.0006723150036123116,0.00023075299395713955,4.2215007852064446e-05,0.0003700240013131406
0,full_suite,gOMP+IncrementalSolver,optimized,gOMP+IncrementalSolver (optimized),96,256,0.375,gaussian,gaussian,15.0,0.09080687364771402,0.007611765994328159,0.08724543537817987,1.0,1.0,1,0.0015435890018125065,6,16.0,0.7483116478441532,target_sparsity_reached,0,0,0.00014827300037723035,0.0,True,,0,0,2.0789626080665795,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5232.0,768.0,2048.0,0.0,2048.0,128.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0,2.7919002604903653e-05,0.0005975399981252849,0.0002771090003079735,4.045500099891797e-05,0.0004473959961615037
0,full_suite,gOMP+NoiseAwareStop,optimized,gOMP+NoiseAwareStop (optimized),96,256,0.375,gaussian,gaussian,15.0,0.09080687364771402,0.029185193358696498,0.17083674475561894,0.875,0.9333333333333333,0,0.0012798850002582185,5,15.0,0.956314232765479,noise_floor,1,2,0.00023231700470205396,0.0,False,,0,0,2.2174537681699755,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3032.0,768.0,2048.0,0.0,0.0,0.0,120.0,48.0,40.0,0.0,0.0,8.0,0.0,7.252200521179475e-05,0.0006872699996165466,0.00019460099792922847,4.247199831297621e-05,0.00013791500168736093
0,full_suite,gOMP+Adaptive+Incremental,optimized,gOMP+Adaptive+Incremental (optimized),96,256,0.375,gaussian,gaussian,15.0,0.09080687364771402,0.007611765994328159,0.08724543537817987,1.0,1.0,1,0.0016183180014195386,6,16.0,0.7483116478441532,target_sparsity_reached,0,0,0.0001374280000163708,0.0,True,,0,0,2.0789626080665795,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5232.0,768.0,2048.0,0.0,2048.0,128.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0,3.110099714831449e-05,0.0006802050011174288,0.00023477699869545177,3.9161997847259045e-05,0.0004889920019195415
0,full_suite,gOMP+Adaptive+NoiseAware,optimized,gOMP+Adaptive+NoiseAware (optimized),96,256,0.375,gaussian,gaussian,15.0,0.09080687364771402,0.029185193358696498,0.17083674475561894,0.875,0.9333333333333333,0,0.0008818690002954099,5,15.0,0.956314232765479,noise_floor,1,2,0.00017820300126913935,0.0,False,,0,0,2.2174537681699755,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3032.0,768.0,2048.0,0.0,0.0,0.0,120.0,48.0,40.0,0.0,0.0,8.0,0.0,2.162500095437281e-05,0.00045849799789721146,0.00014154899690765887,3.0406994483200833e-05,0.0001215150005009491
0,full_suite,gOMP+Incremental+NoiseAware,optimized,gOMP+Incremental+NoiseAware (optimized),96,256,0.375,gaussian,gaussian,15.0,0.09080687364771402,0.02918519335432258,0.1708367447428175,0.875,0.9333333333333333,0,0.0012306610005907714,5,15.0,0.9563142327654789,noise_floor,1,2,0.00012428199624991976,0.0,True,,0,0,2.2174537681699755,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4952.0,768.0,2048.0,0.0,1800.0,120.0,120.0,48.0,40.0,0.0,0.0,8.0,0.0,2.68320000031963e-05,0.0006321900000330061,0.00024250800197478384,3.675399420899339e-05,0.000127704995975364
0,full_suite,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,15.0,0.09080687364771402,0.02918519335432258,0.1708367447428175,0.875,0.9333333333333333,0,0.0011194049984624144,5,15.0,0.9563142327654789,noise_floor,1,2,0.00011247299698879942,0.0,True,,0,0,2.2174537681699755,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4952.0,768.0,2048.0,0.0,1800.0,120.0,120.0,48.0,40.0,0.0,0.0,8.0,0.0,2.164499892387539e-05,0.0006173510009830352,0.0002003800036618486,3.3075000828830525e-05,0.0001177829944936093
1,full_suite,gOMP,optimized,gOMP (optimized),96,256,0.375,gaussian,gaussian,15.0,0.06556964603522514,0.009757675245484888,0.09878094576123923,0.875,0.875,0,0.00034083200080203824,6,16.0,0.5150818520597481,target_sparsity_reached,2,2,0.0001020499985315837,3.0,True,,0,0,2.125578236378207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0,768.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0,5.557699842029251e-05,6.357500024023466e-05,0.0001020499985315837,3.364499207236804e-05,0.0
1,full_suite,gOMP+AdaptiveScreen,optimized,gOMP+AdaptiveScreen (optimized),96,256,0.375,gaussian,gaussian,15.0,0.06556964603522514,0.012542346220812423,0.11199261681384368,0.875,0.875,0,0.0012643800000660121,6,16.0,0.48292151996550786,target_sparsity_reached,2,2,0.00024944799588411115,0.0,False,,0,0,2.145574087128847,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3056.0,768.0,2048.0,0.0,0.0,0.0,128.0,56.0,48.0,0.0,0.0,8.0,0.0,2.3119002435123548e-05,0.0007251619972521439,0.00021174800349399447,3.924500197172165e-05,0.00013672699424205348
