ablation_variant,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
full_suite,0,gOMP+NoiseAwareStop,optimized,0.0012798850002582185,7.252200521179475e-05,0.0006872699996165466,0.00019460099792922847,4.247199831297621e-05,0.00013791500168736093
full_suite,1,gOMP+NoiseAwareStop,optimized,0.0009602339996490628,2.060200131381862e-05,0.000587761005590437,0.00017103200298151933,3.5392997233429924e-05,2.6669986255001277e-06
full_suite,2,gOMP+NoiseAwareStop,optimized,0.0007361850002780557,2.14870015042834e-05,0.00043734499922720715,0.0001437559985788539,2.920799670391716e-05,2.2940002963878214e-06
full_suite,3,gOMP+NoiseAwareStop,optimized,0.0010971379997499753,2.327199763385579e-05,0.0005663809970428701,0.00017259899686905555,3.5791996197076514e-05,0.00011402199743315578
full_suite,4,gOMP+NoiseAwareStop,optimized,0.0006989700013946276,1.7774997104424983e-05,0.0004223770010867156,0.00013405000208877027,2.8955993911949918e-05,2.059001417364925e-06
full_suite,5,gOMP+NoiseAwareStop,optimized,0.000821240999357542,2.217100336565636e-05,0.0004913849988952279,0.00015992599583114497,4.033399818581529e-05,2.3649954528082162e-06
full_suite,6,gOMP+NoiseAwareStop,optimized,0.0007302339981833939,1.763700129231438e-05,0.0004459879964997526,0.00013880700498702936,2.8537004254758358e-05,2.382999809924513e-06
full_suite,7,gOMP+NoiseAwareStop,optimized,0.0008566789983888157,2.4602002667961642e-05,0.0005068649988970719,0.00015854599769227207,4.607400842360221e-05,2.3990032786969095e-06
full_suite,8,gOMP+NoiseAwareStop,optimized,0.0007367959988187067,1.765900378813967e-05,0.000451540996436961,0.0001403739988745656,2.7380996471038088e-05,2.206998033216223e-06
full_suite,9,gOMP+NoiseAwareStop,optimized,0.002029270999628352,6.0036993090761825e-05,0.0014078629974392243,0.00025273399660363793,7.384199852822348e-05,3.998000465799123e-06
full_suite,10,gOMP+NoiseAwareStop,optimized,0.0006557509987032972,1.5634006558684632e-05,0.0003848509986710269,0.00013046800086158328,2.934900112450123e-05,1.967997377505526e-06
full_suite,11,gOMP+NoiseAwareStop,optimized,0.0007606680010212585,2.062400380964391e-05,0.00046281100003398024,0.00014179099889588542,3.379099871381186e-05,2.1979976736474782e-06
full_suite,12,gOMP+NoiseAwareStop,optimized,0.0008202120006899349,1.9592000171542168e-05,0.00048569800128461793,0.0001531509988126345,3.154999649268575e-05,2.258002496091649e-06
full_suite,13,gOMP+NoiseAwareStop,optimized,0.0006021439985488541,1.7445996491005644e-05,0.0003543940038071014,0.00011392499800422229,2.841600144165568e-05,1.7370039131492376e-06
full_suite,14,gOMP+NoiseAwareStop,optimized,0.0008312200006912462,1.996100036194548e-05,0.000502433002111502,0.0001625359982426744,3.240499790990725e-05,2.5570006982889026e-06
full_suite,15,gOMP+NoiseAwareStop,optimized,0.0007546320011897478,2.0551997295115143e-05,0.00045348299681791104,0.0001455370002076961,3.009699867106974e-05,2.4140026653185487e-06
full_suite,16,gOMP+NoiseAwareStop,optimized,0.001171230000181822,2.2665000869892538e-05,0.0005478799976117443,0.00018025000099441968,3.348500104038976e-05,0.00026497399812797084
full_suite,17,gOMP+NoiseAwareStop,optimized,0.0006953370029805228,1.6645997675368562e-05,0.0004121109959669411,0.00013979999857838266,2.7371002943255007e-05,2.082993887597695e-06
full_suite,18,gOMP+NoiseAwareStop,optimized,0.001082045000657672,3.484199260128662e-05,0.0005711649937438779,0.00015714199980720878,4.416999581735581e-05,0.0001313460015808232
full_suite,19,gOMP+NoiseAwareStop,optimized,0.0006797749992983881,1.721499938867055e-05,0.00041122399852611125,0.00013010000475333072,2.6677003916120157e-05,1.9989965949207544e-06
full_suite,20,gOMP+NoiseAwareStop,optimized,0.0005949029982730281,1.6056997992563993e-05,0.0003644089956651442,0.00010433400166220963,2.4934000975918025e-05,1.7939964891411364e-06
full_suite,21,gOMP+NoiseAwareStop,optimized,0.0010247579994029365,2.0666004274971783e-05,0.0005566210020333529,0.00018663400260265917,3.306700455141254e-05,0.0001137609979195986
full_suite,22,gOMP+NoiseAwareStop,optimized,0.0009480220032855868,2.354899697820656e-05,0.0004979610057489481,0.00017400299839209765,3.362500137882307e-05,0.0001075549989764113
full_suite,23,gOMP+NoiseAwareStop,optimized,0.0007143369984987658,1.9197002984583378e-05,0.00044743699982063845,0.00012236899783601984,3.058400398003869e-05,2.011995093198493e-06
full_suite,24,gOMP+NoiseAwareStop,optimized,0.0006065019988454878,1.782600156730041e-05,0.0003608249971875921,0.00011269499736954458,2.645299900905229e-05,1.81599534698762e-06
full_suite,25,gOMP+NoiseAwareStop,optimized,0.0006737460025760811,1.456300014979206e-05,0.00041890099964803085,0.00011175899999216199,2.7410998882260174e-05,1.7310012481175363e-06
full_suite,26,gOMP+NoiseAwareStop,optimized,0.0012736630014842376,2.6586003514239565e-05,0.0005778180020570289,0.0002129989952663891,3.9244005165528506e-05,0.00029321400506887585
full_suite,27,gOMP+NoiseAwareStop,optimized,0.000729650000721449,1.8198003090219572e-05,0.0004343900000094436,0.00014457500219577923,2.7529997169040143e-05,2.2599997464567423e-06
full_suite,28,gOMP+NoiseAwareStop,optimized,0.0005224669985182118,1.6519003111170605e-05,0.00031680899701314047,8.732099740882404e-05,2.2389995137928054e-05,1.7970050976146013e-06
full_suite,29,gOMP+NoiseAwareStop,optimized,0.0007484499983547721,1.8082002497976646e-05,0.0004483520024223253,0.00014723100321134552,2.820099689415656e-05,2.291002601850778e-06
