trial,k,algorithm,m,n,measurement_ratio,matrix_kind,coeff_mode,snr_db,noise_sigma,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,stop_reason,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,used_incremental_solver,fallback_reason,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver
2,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.03203746226042921,0.0020319133655922784,0.045076749723025486,0.8333333333333334,0.9090909090909091,0,0.001145999995060265,4,11.0,0.3178463566254231,noise_floor,1,2,9.260003571398556e-05,19.5,True,cholesky_solve,1,0,1.8450853441167814,1.0,1.0,0.0,0.0,1.0,0.0,1.0
3,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.030177872332915263,0.0017355420944211266,0.04165983790680332,1.0,1.0,1,0.0017619999998714775,12,12.0,0.3093528148022332,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.6851171453679414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.030177872332915263,0.0017355420944211392,0.04165983790680347,1.0,1.0,1,0.0003166000242345035,4,12.0,0.3093528148022331,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,1.6851171453679414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.030177872332915263,0.0017355420932267166,0.04165983789246805,1.0,1.0,1,0.0013689000043086708,4,12.0,0.30935281480223314,target_sparsity_reached,0,0,0.00012739998055621982,19.5,True,cholesky_solve,1,0,1.6851171453679414,1.0,1.0,0.0,0.0,1.0,0.0,1.0
4,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.028909928284897773,0.003985304809042281,0.06312927062023037,0.8333333333333334,0.8333333333333334,0,0.0006634000164922327,12,12.0,0.23832154390069307,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.6737904628499611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.028909928284897773,0.003248577588614734,0.05699629451652743,0.8333333333333334,0.8333333333333334,0,0.0002601000014692545,4,12.0,0.2466221284729367,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.859053822414533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.028909928284897773,0.002478115926719315,0.04978067824687923,0.8333333333333334,0.9090909090909091,0,0.001268699998036027,4,11.0,0.2526642876277007,noise_floor,1,2,0.00010610005119815469,18.25,True,cholesky_solve,1,0,1.5988129817625962,1.0,1.0,0.0,0.0,1.0,0.0,1.0
5,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.029621286258301828,0.005127062568659884,0.07160350947167243,0.8333333333333334,0.8333333333333334,0,0.0007375999994110316,12,12.0,0.2700618078928878,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.7871923702979235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.029621286258301828,0.004404949057124454,0.0663697902446923,0.8333333333333334,0.8333333333333334,0,0.00024190000840462744,4,12.0,0.2883893260038251,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.072968796480681,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.029621286258301828,0.004498911861770007,0.0670739283311333,0.8333333333333334,0.8333333333333334,0,0.001211499999044463,4,12.0,0.2794458556046536,target_sparsity_reached,2,2,0.00010519998613744974,19.5,True,cholesky_solve,1,0,1.9654745675958367,1.0,1.0,0.0,0.0,1.0,0.0,1.0
6,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.02685676053376733,0.0006453641274822815,0.025404017939733105,1.0,1.0,1,0.0005902999837417156,12,12.0,0.23257277145690294,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.7323299418195557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.02685676053376733,0.0006453641274822587,0.02540401793973266,1.0,1.0,1,0.00025260000256821513,4,12.0,0.23257277145690294,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,1.7323299418195552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.02685676053376733,0.001851574197359522,0.04302992211658676,0.9166666666666666,1.0,0,0.0009267000132240355,4,11.0,0.25540690665970067,noise_floor,0,1,8.849997539073229e-05,17.75,True,cholesky_solve,1,0,1.6723115334194778,1.0,1.0,0.0,0.0,1.0,0.0,1.0
7,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.04533466708993328,0.002323139663934766,0.048198959158209695,1.0,1.0,1,0.0006092000112403184,12,12.0,0.396257856348355,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.7360953140754813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04533466708993328,0.0048378407226851595,0.06955458807789144,0.9166666666666666,0.9166666666666666,0,0.0002440999960526824,4,12.0,0.39962309017322034,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.7151772751318406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04533466708993328,0.0038518700730090045,0.06206343587821258,0.9166666666666666,1.0,0,0.001053999993018806,4,11.0,0.4278694859511662,noise_floor,0,1,0.00010070001007989049,17.75,True,cholesky_solve,1,0,1.7060318752144525,1.0,1.0,0.0,0.0,1.0,0.0,1.0
8,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.04361803108846295,0.0009105708963063385,0.030175667288501483,1.0,1.0,1,0.0006362000131048262,12,12.0,0.41334200022794654,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.6595890029981877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04361803108846295,0.0009105708963063161,0.030175667288501115,1.0,1.0,1,0.00022379998699761927,4,12.0,0.4133420002279465,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,1.6595890029981881,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04361803108846295,0.0023907548699130077,0.048895346096668624,0.9166666666666666,1.0,0,0.0014107999741099775,4,11.0,0.43870010391080455,noise_floor,0,1,0.00010510001447983086,18.75,True,cholesky_solve,1,0,1.6546455724162101,1.0,1.0,0.0,0.0,1.0,0.0,1.0
9,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.03593916382571014,0.000646497666050848,0.025426318373898492,1.0,1.0,1,0.000888100010342896,12,12.0,0.308316037577406,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.6794497882958708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.03593916382571014,0.00479948789172842,0.06927833638106808,0.9166666666666666,0.9166666666666666,0,0.0002553999947849661,4,12.0,0.3276962620615731,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.7733827542701877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.03593916382571014,0.004698486395753714,0.06854550602157455,0.9166666666666666,0.9166666666666666,0,0.0015608999819960445,5,12.0,0.3195284775663503,target_sparsity_reached,1,1,0.00012279997463338077,15.6,True,cholesky_solve,1,0,1.7624867682184393,1.0,1.0,0.0,0.0,1.0,0.0,1.0
10,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.032845588192648996,0.004188463312753447,0.06471833830340089,0.8333333333333334,0.8333333333333334,0,0.000685799983330071,12,12.0,0.2981548414148489,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.8621072897815203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.032845588192648996,0.0025298457652323213,0.050297572160416665,0.8333333333333334,0.8333333333333334,0,0.00023750000400468707,4,12.0,0.3064517530887044,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.6542542858449114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.032845588192648996,0.0021826958424165897,0.046719330500517554,0.8333333333333334,0.9090909090909091,0,0.0009662999946158379,4,11.0,0.3141303488478144,noise_floor,1,2,9.900005534291267e-05,18.0,True,cholesky_solve,1,0,1.6302690431296847,1.0,1.0,0.0,0.0,1.0,0.0,1.0
11,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.03830881597519665,0.002947051320430564,0.05428675087376812,0.8333333333333334,0.8333333333333334,0,0.0006058000144548714,12,12.0,0.29057006295429455,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.8247231050064905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.03830881597519665,0.0017491996394975687,0.04182343409498518,0.8333333333333334,0.8333333333333334,0,0.00023600002168677747,4,12.0,0.3107204105462631,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.8285691538224669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.03830881597519665,0.0009530974964931053,0.030872277151080145,0.8333333333333334,0.9090909090909091,0,0.0009308999869972467,4,11.0,0.32432151379297014,noise_floor,1,2,8.769999840296805e-05,18.0,True,cholesky_solve,1,0,1.7996469318529908,1.0,1.0,0.0,0.0,1.0,0.0,1.0
12,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.032788005242621716,0.003593518672847786,0.05994596460853546,0.9166666666666666,0.9166666666666666,0,0.0006269000004976988,12,12.0,0.2951225473136872,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.6950532172131931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.032788005242621716,0.015053593740643008,0.12269308758297269,0.8333333333333334,0.8333333333333334,0,0.00025350000942125916,4,12.0,0.4012989465418482,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.829288458059502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.032788005242621716,0.0035935186728477285,0.059945964608534984,0.9166666666666666,0.9166666666666666,0,0.0013626000145450234,5,12.0,0.2951225473136872,target_sparsity_reached,1,1,0.00010820003808476031,16.0,True,cholesky_solve,1,0,1.7310633321240643,1.0,1.0,0.0,0.0,1.0,0.0,1.0
13,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.03500603371117268,0.004648476616605514,0.0681797375809376,0.9166666666666666,0.9166666666666666,0,0.0006047000060789287,12,12.0,0.3174808067308056,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.723704687797898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.03500603371117268,0.012424055010074613,0.1114632451083074,0.8333333333333334,0.8333333333333334,0,0.00021499997819773853,4,12.0,0.38118508082484787,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.7354597764308828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.03500603371117268,0.0035546695680754217,0.05962104970625242,0.9166666666666666,0.9166666666666666,0,0.0009904000035021454,4,12.0,0.33324691719068206,target_sparsity_reached,1,1,9.079993469640613e-05,19.5,True,cholesky_solve,1,0,1.7881669442853922,1.0,1.0,0.0,0.0,1.0,0.0,1.0
14,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.031262634238973006,0.0036281124814815046,0.06023381509983827,0.8333333333333334,0.8333333333333334,0,0.0005979000125080347,12,12.0,0.27654752033934576,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.8643905999223873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.031262634238973006,0.0030647116068986506,0.055359837489814316,0.8333333333333334,0.8333333333333334,0,0.00021040000137872994,4,12.0,0.28378559944720066,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.8532109100884753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.031262634238973006,0.003169734532442693,0.056300395490997156,0.8333333333333334,0.8333333333333334,0,0.0010478999756742269,4,12.0,0.2840456945816534,target_sparsity_reached,2,2,0.000132200017105788,19.5,True,cholesky_solve,1,0,1.793035704914559,1.0,1.0,0.0,0.0,1.0,0.0,1.0
15,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.048384546037234306,0.005114382458531259,0.07151491074266442,0.8333333333333334,0.8333333333333334,0,0.0006759999960195273,12,12.0,0.3893851200171029,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.7877577405455622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.048384546037234306,0.004710683879549477,0.06863442197286633,0.8333333333333334,0.8333333333333334,0,0.0002568999771028757,4,12.0,0.409590217113454,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.9787192124077602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.048384546037234306,0.004366913067183484,0.06608262303498162,0.8333333333333334,0.9090909090909091,0,0.0011526999878697097,4,11.0,0.4130309825366565,noise_floor,1,2,0.00010770000517368317,18.0,True,cholesky_solve,1,0,1.7653483796753666,1.0,1.0,0.0,0.0,1.0,0.0,1.0
16,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.035079793386462894,0.00425856346175697,0.06525766975426697,0.9166666666666666,0.9166666666666666,0,0.0006401000136975199,12,12.0,0.3254442651130973,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.7382328824695354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.035079793386462894,0.014132058561632348,0.11887833512306752,0.8333333333333334,0.8333333333333334,0,0.00023439998039975762,4,12.0,0.3644568225606846,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.8894589750514568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.035079793386462894,0.0029284286269003618,0.05411495751546297,0.9166666666666666,1.0,0,0.0010013999999500811,4,11.0,0.3424272789492044,noise_floor,0,1,9.509996743872762e-05,17.5,True,cholesky_solve,1,0,1.7237639056911493,1.0,1.0,0.0,0.0,1.0,0.0,1.0
17,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.02879319157430611,0.0007489044328120354,0.02736611833658613,1.0,1.0,1,0.0006429000059142709,12,12.0,0.2552107945685001,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.7587520090390825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.02879319157430611,0.0007489044328120175,0.0273661183365858,1.0,1.0,1,0.00023510001483373344,4,12.0,0.2552107945685001,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,1.758752009039082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.02879319157430611,0.0007489044338558059,0.027366118355656614,1.0,1.0,1,0.0014245000202208757,5,12.0,0.25521079456850004,target_sparsity_reached,0,0,0.00011709998943842947,15.6,True,cholesky_solve,1,0,1.7587520090390825,1.0,1.0,0.0,0.0,1.0,0.0,1.0
18,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.039486357694959,0.008560119031808977,0.09252091132175999,0.75,0.75,0,0.0006772000051569194,12,12.0,0.3032757638950457,target_sparsity_reached,3,3,0.0,1.0,False,,0,0,2.0594551788247166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.039486357694959,0.0035895258582155287,0.059912651904381005,0.8333333333333334,0.8333333333333334,0,0.00030849999166093767,4,12.0,0.32691516663702136,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.973166197109005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.039486357694959,0.005521201591210339,0.07430478848102819,0.75,0.8181818181818182,0,0.0009991999831981957,4,11.0,0.34038597803642867,noise_floor,2,3,9.330001194030046e-05,18.25,True,cholesky_solve,1,0,1.9584360062052462,1.0,1.0,0.0,0.0,1.0,0.0,1.0
19,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.03640442887236886,0.003076111629070636,0.05546270484812867,1.0,1.0,1,0.0006135999865364283,12,12.0,0.3145482833189115,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.7685410476912757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.03640442887236886,0.003076111629070636,0.05546270484812867,1.0,1.0,1,0.0002142000012099743,4,12.0,0.3145482833189115,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,1.7685410476912757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.03640442887236886,0.006230856552178366,0.07893577485638793,0.9166666666666666,1.0,0,0.0009612000139895827,4,11.0,0.3646440599704766,noise_floor,0,1,9.210000280290842e-05,17.75,True,cholesky_solve,1,0,1.7080516779635417,1.0,1.0,0.0,0.0,1.0,0.0,1.0
20,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.041169397021201794,0.0012961623126857078,0.03600225427227728,1.0,1.0,1,0.0006064000190235674,12,12.0,0.3449527947205084,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.7198316151967636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.041169397021201794,0.0012961623126857302,0.036002254272277594,1.0,1.0,1,0.00021100000594742596,4,12.0,0.3449527947205084,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,1.7198316151967639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.041169397021201794,0.0012961623159058822,0.036002254316999126,1.0,1.0,1,0.0009557000012136996,4,12.0,0.34495279472050844,target_sparsity_reached,0,0,8.889994933269918e-05,18.5,True,cholesky_solve,1,0,1.7198316151967639,1.0,1.0,0.0,0.0,1.0,0.0,1.0
21,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.029622772266942914,0.0013652472877011244,0.036949252870675534,1.0,1.0,1,0.0006175999878905714,12,12.0,0.28226867799091804,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.720510296042322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.029622772266942914,0.012174626345139382,0.11033868924878246,0.9166666666666666,0.9166666666666666,0,0.00024349999148398638,4,12.0,0.317330401975937,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.7393674821398035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.029622772266942914,0.0013652472887822444,0.03694925288530533,1.0,1.0,1,0.0019696999806910753,5,12.0,0.2822686779909181,target_sparsity_reached,0,0,0.00014429999282583594,15.8,True,cholesky_solve,1,0,1.720510296042322,1.0,1.0,0.0,0.0,1.0,0.0,1.0
22,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.028837447240103665,0.004041480420567422,0.06357263893034033,0.8333333333333334,0.8333333333333334,0,0.0008462000114377588,12,12.0,0.22435635599275686,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.6833189021563162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.028837447240103665,0.004622921166544406,0.06799206693831573,0.75,0.75,0,0.0002691999834496528,4,12.0,0.260264940231142,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,1.8970236851720539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.028837447240103665,0.002557008459770972,0.05056687116849304,0.8333333333333334,0.9090909090909091,0,0.0010503999947104603,4,11.0,0.2512015257960289,noise_floor,1,2,0.00010000003385357559,18.5,True,cholesky_solve,1,0,1.6462382690135196,1.0,1.0,0.0,0.0,1.0,0.0,1.0
23,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.03344044564678466,0.002646697897762266,0.051446067855204114,0.9166666666666666,0.9166666666666666,0,0.0006131000118330121,12,12.0,0.282519150204487,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.7139175201983234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.03344044564678466,0.001824332911606186,0.042712210333886794,0.9166666666666666,0.9166666666666666,0,0.0002470000181347132,4,12.0,0.29602591285827257,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.748641111865465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.03344044564678466,0.006896643267541032,0.08304603101618421,0.8333333333333334,0.9090909090909091,0,0.0009393999935127795,4,11.0,0.33906874171982726,noise_floor,1,2,8.720002369955182e-05,18.5,True,cholesky_solve,1,0,1.7351578643357202,1.0,1.0,0.0,0.0,1.0,0.0,1.0
24,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.031103455109375264,0.0031269159065617012,0.05591883320100395,1.0,1.0,1,0.0005958000256214291,12,12.0,0.2939442054101684,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.655844482886413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.031103455109375264,0.003126915906561618,0.0559188332010032,1.0,1.0,1,0.00021399999968707561,4,12.0,0.2939442054101684,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,1.655844482886413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.031103455109375264,0.005322832887963659,0.0729577472785698,0.9166666666666666,1.0,0,0.0010046999959740788,4,11.0,0.3258697330590821,noise_floor,0,1,9.479999425821006e-05,18.25,True,cholesky_solve,1,0,1.6342909593951387,1.0,1.0,0.0,0.0,1.0,0.0,1.0
25,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.04102790163994491,0.0009517658619268125,0.030850702778491328,1.0,1.0,1,0.0006474000110756606,12,12.0,0.34857548527962884,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.6616199583490954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04102790163994491,0.0030131916903203683,0.05489254676475094,0.9166666666666666,0.9166666666666666,0,0.0002327999973203987,4,12.0,0.3698691579290641,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.8504875865462191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04102790163994491,0.000951765864311785,0.030850702817144783,1.0,1.0,1,0.000990000000456348,4,12.0,0.34857548527962884,target_sparsity_reached,0,0,8.880000677891076e-05,20.0,True,cholesky_solve,1,0,1.6616199583490954,1.0,1.0,0.0,0.0,1.0,0.0,1.0
26,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.04257170502378357,0.004051480009281593,0.0636512372957635,0.8333333333333334,0.8333333333333334,0,0.0005967000033706427,12,12.0,0.4220305711344744,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.7357362948663395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04257170502378357,0.005616711133270987,0.07494472051633115,0.75,0.75,0,0.00021239998750388622,4,12.0,0.471699694881275,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,1.8322299810252163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04257170502378357,0.0029636189912409655,0.054439131066182214,0.8333333333333334,0.9090909090909091,0,0.0009756000072229654,4,11.0,0.43895029105129685,noise_floor,1,2,9.119999594986439e-05,18.5,True,cholesky_solve,1,0,1.7012570671563199,1.0,1.0,0.0,0.0,1.0,0.0,1.0
27,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.035158114707064814,0.003989508783080657,0.06316255839562435,0.9166666666666666,0.9166666666666666,0,0.0006212000153027475,12,12.0,0.3090643604540378,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.6631732875697605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.035158114707064814,0.002639305954875333,0.05137417595324847,0.9166666666666666,0.9166666666666666,0,0.0002111000067088753,4,12.0,0.32527082058881013,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.7951230380673713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.035158114707064814,0.002639305951223334,0.05137417591770532,0.9166666666666666,0.9166666666666666,0,0.0010378000151831657,4,12.0,0.3252708205888102,target_sparsity_reached,1,1,9.57000011112541e-05,19.25,True,cholesky_solve,1,0,1.7951230380673713,1.0,1.0,0.0,0.0,1.0,0.0,1.0
28,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.029908122183723376,0.0006461128321038867,0.02541874961723898,1.0,1.0,1,0.0012100000167265534,12,12.0,0.2941461142322858,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.8528345262805508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,12,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.029908122183723376,0.005658568473275432,0.07522345693515708,0.9166666666666666,0.9166666666666666,0,0.0002806999837048352,4,12.0,0.32849473139627033,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.8348746150106876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,12,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.029908122183723376,0.0006461128275285191,0.02541874952723912,1.0,1.0,1,0.001133699988713488,4,12.0,0.294146114232286,target_sparsity_reached,0,0,0.00010649999603629112,19.75,True,cholesky_solve,1,0,1.8528345262805515,1.0,1.0,0.0,0.0,1.0,0.0,1.0
29,12,OMP,96,256,0.375,gaussian,gaussian,20.0,0.03359179192911178,0.0030657859269070434,0.055369539702864096,0.9166666666666666,0.9166666666666666,0,0.0006288999866228551,12,12.0,0.28459671552593774,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.8576021939372667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
