trial,k,algorithm,m,n,measurement_ratio,matrix_kind,coeff_mode,snr_db,noise_sigma,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,stop_reason,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,used_incremental_solver,fallback_reason,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver
1,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.04697766239531733,0.008162246627763561,0.09034515276296544,0.75,0.75,0,0.0018594999855849892,24,24.0,0.32696343312421866,target_sparsity_reached,6,6,0.0,1.0,False,,0,0,2.5014487945537356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04697766239531733,0.0065201318415096,0.08074733333992894,0.75,0.75,0,0.0006772000051569194,8,24.0,0.3439574978413928,target_sparsity_reached,6,6,0.0,3.0,False,,0,0,2.6628319335323654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04697766239531733,0.00581774750164944,0.07627416011762725,0.7083333333333334,0.9444444444444444,0,0.0016293000080622733,7,18.0,0.46244154054342296,noise_floor,1,7,0.00014579997514374554,17.857142857142858,True,,0,0,2.4361652710416695,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.053835134093905126,0.01801610855192377,0.13422409825334558,0.7083333333333334,0.7083333333333334,0,0.0018865999882109463,24,24.0,0.3891803437848306,target_sparsity_reached,7,7,0.0,1.0,False,,0,0,2.4021969459841146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.053835134093905126,0.018421254946823767,0.13572492382323803,0.7083333333333334,0.7083333333333334,0,0.0007272000075317919,8,24.0,0.4087292796360016,target_sparsity_reached,7,7,0.0,3.0,False,,0,0,2.802154564136109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.053835134093905126,0.013271440971347238,0.11520174031388257,0.7083333333333334,0.8947368421052632,0,0.003355000022565946,8,19.0,0.5286298181186354,noise_floor,2,7,0.00045700001646764576,17.125,True,,0,0,2.0511544775527257,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.05644476304104175,0.003734113297048594,0.06110739150911773,0.9583333333333334,0.9583333333333334,0,0.0024071999941952527,24,24.0,0.46175703401719465,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,2.716965384993884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.05644476304104175,0.008777039795593819,0.09368585696674722,0.9166666666666666,0.9166666666666666,0,0.00074380001751706,8,24.0,0.4793541859396413,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.6088940265531906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.05644476304104175,0.0037341132887041104,0.06110739144084053,0.9583333333333334,0.9583333333333334,0,0.002711899986024946,9,24.0,0.4617570340171946,target_sparsity_reached,1,1,0.0002751999709289521,18.0,True,cholesky_solve,1,0,2.716965384993883,1.0,1.0,0.0,0.0,1.0,0.0,1.0
4,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.047727268915026336,0.01202531804069229,0.10966001112845233,0.7916666666666666,0.7916666666666666,0,0.001850400003604591,24,24.0,0.3166524548534806,target_sparsity_reached,5,5,0.0,1.0,False,,0,0,2.752798926651872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.047727268915026336,0.010272161433466213,0.10135167208026818,0.7916666666666666,0.7916666666666666,0,0.000687599997036159,8,24.0,0.3365973638595863,target_sparsity_reached,5,5,0.0,3.0,False,,0,0,2.895253435754982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.047727268915026336,0.016454225979473432,0.128274026909088,0.7083333333333334,0.9444444444444444,0,0.0017031000170391053,7,18.0,0.5088753777523992,noise_floor,1,7,0.0001502999512013048,18.285714285714285,True,,0,0,2.3900998340326156,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.05157644109738897,0.0045726885897342685,0.06762165769732556,0.875,0.875,0,0.002001100016059354,24,24.0,0.4218268387217417,target_sparsity_reached,3,3,0.0,1.0,False,,0,0,3.1096434313985832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.05157644109738897,0.0035417109908900068,0.05951227596798837,0.875,0.875,0,0.0007721000001765788,8,24.0,0.44351019778223166,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,3.009663334821556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.05157644109738897,0.003400951275660658,0.05831767549946292,0.875,0.9130434782608695,0,0.0026215000252705067,9,23.0,0.44490000166616794,noise_floor,2,3,0.00024680004571564496,17.666666666666668,True,cholesky_solve,1,0,2.8528954329636274,1.0,1.0,0.0,0.0,1.0,0.0,1.0
6,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.0570237334928403,0.00808590875466533,0.08992168122686169,0.9166666666666666,0.9166666666666666,0,0.002203399984864518,24,24.0,0.43501179518585403,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.632746311171417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.0570237334928403,0.028629714633762113,0.16920317560188436,0.7916666666666666,0.7916666666666666,0,0.0007064000237733126,8,24.0,0.5693563195600101,target_sparsity_reached,5,5,0.0,3.0,False,,0,0,2.7147495946633726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.0570237334928403,0.012928998700317655,0.11370575491292274,0.875,0.9130434782608695,0,0.0034008999937213957,9,23.0,0.5264260658708253,noise_floor,2,3,0.00030910002533346415,17.444444444444443,True,cholesky_solve,1,0,2.6044874985852187,1.0,1.0,0.0,0.0,1.0,0.0,1.0
7,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.05879921555827013,0.007660338195844405,0.08752335800141814,0.9583333333333334,0.9583333333333334,0,0.001969299977645278,24,24.0,0.5065872914545251,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,2.3924347285220806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.05879921555827013,0.01023802749748205,0.10118313840498351,0.9166666666666666,0.9166666666666666,0,0.0007695000094827265,8,24.0,0.5417954802601087,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.4450380792946844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.05879921555827013,0.005904880705808024,0.07684322159961816,0.9583333333333334,1.0,0,0.0029631999786943197,9,23.0,0.536535971863311,noise_floor,0,1,0.00026599998818710446,17.555555555555557,True,cholesky_solve,1,0,2.342492212174982,1.0,1.0,0.0,0.0,1.0,0.0,1.0
8,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.04326107250576864,0.008680751941918304,0.09317055297634712,0.875,0.875,0,0.0021163999917916954,24,24.0,0.35192234115972204,target_sparsity_reached,3,3,0.0,1.0,False,,0,0,2.7169136716696847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04326107250576864,0.02899079304275185,0.17026682895605902,0.75,0.75,0,0.0007210000185295939,8,24.0,0.6354884976988288,target_sparsity_reached,6,6,0.0,3.0,False,,0,0,3.2488956088213197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04326107250576864,0.010345804713293322,0.10171432894776095,0.8333333333333334,0.8695652173913043,0,0.0027245999954175204,8,23.0,0.44931326503454283,noise_floor,3,4,0.0002471000188961625,19.125,True,cholesky_solve,1,0,2.982146068081616,1.0,1.0,0.0,0.0,1.0,0.0,1.0
9,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.04152258538178057,0.0075939909972821,0.08714350806159975,0.875,0.875,0,0.0018270999717060477,24,24.0,0.27673340734122986,target_sparsity_reached,3,3,0.0,1.0,False,,0,0,2.4883066496570576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04152258538178057,0.0070627848863772475,0.08404037652448522,0.875,0.875,0,0.0006850000063423067,8,24.0,0.28061744495319774,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,2.476237454988337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04152258538178057,0.010417786484650025,0.10206755843386295,0.7916666666666666,0.95,0,0.0018253999878652394,8,20.0,0.34414561270757826,noise_floor,1,5,0.00016480000340379775,17.625,True,,0,0,2.2229786536501894,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.03643778751524256,0.006356773639471585,0.07972937751840023,0.9166666666666666,0.9166666666666666,0,0.001878499984741211,24,24.0,0.28627489594926253,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.4789271427388497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.03643778751524256,0.025255630818477152,0.15892020267567353,0.75,0.75,0,0.0007102999952621758,8,24.0,0.3924428185126131,target_sparsity_reached,6,6,0.0,3.0,False,,0,0,2.9934984829857294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.03643778751524256,0.011591401386915607,0.10766337068342048,0.8333333333333334,0.8695652173913043,0,0.003048999991733581,9,23.0,0.35192753082909173,noise_floor,3,4,0.0002499000111129135,17.666666666666668,True,cholesky_solve,1,0,2.466906087289162,1.0,1.0,0.0,0.0,1.0,0.0,1.0
11,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.051956446728741126,0.0077388026787401105,0.08797046480916257,0.9166666666666666,0.9166666666666666,0,0.003974199993535876,24,24.0,0.4053739354692479,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.748717548656447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.051956446728741126,0.020526230146048933,0.14326978099393092,0.8333333333333334,0.8333333333333334,0,0.0007220999978017062,8,24.0,0.5144847038055023,target_sparsity_reached,4,4,0.0,3.0,False,,0,0,2.7094472736047615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.051956446728741126,0.013784440213557743,0.11740715571700791,0.875,0.9130434782608695,0,0.003431499993894249,9,23.0,0.45863919317651486,noise_floor,2,3,0.00029649995849467814,17.444444444444443,True,cholesky_solve,1,0,2.5805325401135555,1.0,1.0,0.0,0.0,1.0,0.0,1.0
12,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.04699215615461583,0.00880532954508485,0.09383671746755025,0.8333333333333334,0.8333333333333334,0,0.0018614000000525266,24,24.0,0.29425109103297376,target_sparsity_reached,4,4,0.0,1.0,False,,0,0,2.4752652818347065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04699215615461583,0.006376526976646689,0.0798531588395017,0.8333333333333334,0.8333333333333334,0,0.0006747000152245164,8,24.0,0.31552863077408516,target_sparsity_reached,4,4,0.0,3.0,False,,0,0,2.52907576587349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04699215615461583,0.015463398116676698,0.12435191239653975,0.7083333333333334,0.9444444444444444,0,0.0017108000174630433,7,18.0,0.48694371675192066,noise_floor,1,7,0.0001581999531481415,18.142857142857142,True,,0,0,2.1951520741230546,0.0,0.0,0.0,0.0,1.0,0.0,1.0
13,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.03925563538473834,0.02220718728978476,0.14902076127098787,0.7083333333333334,0.7083333333333334,0,0.002221700007794425,24,24.0,0.3689406095804437,target_sparsity_reached,7,7,0.0,1.0,False,,0,0,2.7255578398773106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.03925563538473834,0.013129064389686963,0.1145821294517036,0.7916666666666666,0.7916666666666666,0,0.0009247999987564981,8,24.0,0.3913043058621936,target_sparsity_reached,5,5,0.0,3.0,False,,0,0,3.0348562308390608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.03925563538473834,0.013328821198989068,0.11545051406983456,0.7916666666666666,0.8260869565217391,0,0.0026187000039499253,9,23.0,0.3811945272374085,noise_floor,4,5,0.0002428999578114599,17.333333333333332,True,cholesky_solve,1,0,2.789494930668454,1.0,1.0,0.0,0.0,1.0,0.0,1.0
14,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.05375655319880633,0.01815988925980772,0.13475863334053118,0.7916666666666666,0.7916666666666666,0,0.0018604999931994826,24,24.0,0.34368837877302927,target_sparsity_reached,5,5,0.0,1.0,False,,0,0,2.574080097845161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.05375655319880633,0.015218563636496684,0.12336354257436305,0.7916666666666666,0.7916666666666666,0,0.000680199998896569,8,24.0,0.37690332599889326,target_sparsity_reached,5,5,0.0,3.0,False,,0,0,2.6325250534254034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.05375655319880633,0.01297428505055969,0.11390471917598362,0.75,0.9473684210526315,0,0.001797800010535866,8,19.0,0.49751832641190363,noise_floor,1,6,0.00016340002184733748,16.875,True,,0,0,2.3603790027258986,0.0,0.0,0.0,0.0,1.0,0.0,1.0
15,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.046478126250081304,0.005360005070236402,0.07321205549796019,0.9166666666666666,0.9166666666666666,0,0.001757400023052469,24,24.0,0.3394032888872098,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.807588475642482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.046478126250081304,0.02203900792612616,0.14845540719733372,0.75,0.75,0,0.0006776999798603356,8,24.0,0.46362553306551163,target_sparsity_reached,6,6,0.0,3.0,False,,0,0,3.122081795729796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.046478126250081304,0.015716710503828984,0.1253663052970334,0.7916666666666666,0.8260869565217391,0,0.0023440999793820083,9,23.0,0.40525115974235554,noise_floor,4,5,0.0002203000185545534,17.333333333333332,True,cholesky_solve,1,0,2.713161549468561,1.0,1.0,0.0,0.0,1.0,0.0,1.0
16,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.05940422575476333,0.21108244857677558,0.45943709969567714,0.625,0.625,0,0.0024314000038430095,24,24.0,0.9207564321618417,target_sparsity_reached,9,9,0.0,1.0,False,,0,0,3.103751780992042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.05940422575476333,0.01874159376669999,0.1368999407110901,0.8333333333333334,0.8333333333333334,0,0.0008252999978139997,8,24.0,0.6184247195299777,target_sparsity_reached,4,4,0.0,3.0,False,,0,0,3.3980667789954917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.05940422575476333,0.02000511114719129,0.14143942571712914,0.8333333333333334,0.8695652173913043,0,0.0026727999793365598,9,23.0,0.5793440139876714,noise_floor,3,4,0.00026139995316043496,17.11111111111111,True,cholesky_solve,1,0,3.242225460094536,1.0,1.0,0.0,0.0,1.0,0.0,1.0
17,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.05077971519335491,0.008040689411146697,0.08966989133007075,0.9166666666666666,0.9166666666666666,0,0.001995600003283471,24,24.0,0.3972469931015846,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.46020422990856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.05077971519335491,0.005674712868223973,0.07533069008195778,0.875,0.875,0,0.0007000000041443855,8,24.0,0.4481053518709574,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,2.5855560001935913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.05077971519335491,0.011081127884853765,0.10526693633260999,0.875,0.875,0,0.0024391000042669475,9,24.0,0.4293962318769776,target_sparsity_reached,3,3,0.00022770001669414341,18.333333333333332,True,cholesky_solve,1,0,2.625608645168348,1.0,1.0,0.0,0.0,1.0,0.0,1.0
18,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.04626939447040008,0.011066586012982126,0.10519784224489648,0.75,0.75,0,0.0018420999986119568,24,24.0,0.27562061889889156,target_sparsity_reached,6,6,0.0,1.0,False,,0,0,2.4439379748789607,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04626939447040008,0.007828764397465857,0.08848030513886046,0.75,0.75,0,0.0007265000022016466,8,24.0,0.3034007542849539,target_sparsity_reached,6,6,0.0,3.0,False,,0,0,2.532677588771263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04626939447040008,0.010315836508789256,0.10156690656305949,0.625,1.0,0,0.0013860999897588044,6,15.0,0.44673823227710036,noise_floor,0,9,0.00011750002158805728,17.5,True,,0,0,1.9685475335865672,0.0,0.0,0.0,0.0,1.0,0.0,1.0
19,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.05995231855154447,0.01369676582187511,0.11703318256748857,0.75,0.75,0,0.0024314000038430095,24,24.0,0.43896744124328635,target_sparsity_reached,6,6,0.0,1.0,False,,0,0,2.5330609791279826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.05995231855154447,0.013244119161689584,0.11508309676789891,0.7916666666666666,0.7916666666666666,0,0.00098380001145415,8,24.0,0.4793947259350901,target_sparsity_reached,5,5,0.0,3.0,False,,0,0,2.7309051754612472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.05995231855154447,0.010855058059768706,0.10418760991484884,0.75,0.9473684210526315,0,0.001969899982213974,8,19.0,0.5794455050329407,noise_floor,1,6,0.0001813999842852354,17.0,True,,0,0,2.0810441229711705,0.0,0.0,0.0,0.0,1.0,0.0,1.0
20,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.052222419311269294,0.0055574463722571615,0.07454828215497096,0.875,0.875,0,0.0017671000096015632,24,24.0,0.3719993708695403,target_sparsity_reached,3,3,0.0,1.0,False,,0,0,2.644366117279447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.052222419311269294,0.007280972190855889,0.08532861296690512,0.7916666666666666,0.7916666666666666,0,0.0007038000039756298,8,24.0,0.3991732209670852,target_sparsity_reached,5,5,0.0,3.0,False,,0,0,2.881551435768298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.052222419311269294,0.00897753398364902,0.09474984951781727,0.75,1.0,0,0.001653299987083301,7,18.0,0.5411930991441731,noise_floor,0,6,0.0001483999949414283,18.428571428571427,True,,0,0,2.044677015369295,0.0,0.0,0.0,0.0,1.0,0.0,1.0
21,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.04705554894359335,0.0022609915135955393,0.047549884475101924,1.0,1.0,1,0.0018654000014066696,24,24.0,0.38794583575632335,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,2.4929348338244135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04705554894359335,0.0022609915135955432,0.047549884475101965,1.0,1.0,1,0.0006569999968633056,8,24.0,0.3879458357563233,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,2.4929348338244135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04705554894359335,0.003211419303138516,0.056669385942839684,0.9583333333333334,1.0,0,0.0023889000003691763,9,23.0,0.4467617459676039,noise_floor,0,1,0.00022160002845339477,17.11111111111111,True,cholesky_solve,1,0,2.428576476366431,1.0,1.0,0.0,0.0,1.0,0.0,1.0
22,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.052055448945953396,0.006169820376162463,0.07854820415618974,0.9166666666666666,0.9166666666666666,0,0.0024466999748256058,24,24.0,0.39792099386750873,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.5726511870658673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.052055448945953396,0.006169820376162375,0.07854820415618918,0.9166666666666666,0.9166666666666666,0,0.0009144000068772584,8,24.0,0.39792099386750884,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.572651187065867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.052055448945953396,0.005280125287509698,0.0726644705995282,0.9166666666666666,0.9565217391304348,0,0.0025141999940387905,9,23.0,0.4259340761888239,noise_floor,1,2,0.0002455000067129731,16.88888888888889,True,cholesky_solve,1,0,2.5130866148543225,1.0,1.0,0.0,0.0,1.0,0.0,1.0
23,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.056851629943401136,0.006431352498453865,0.08019571371621968,0.9166666666666666,0.9166666666666666,0,0.0018423000001348555,24,24.0,0.47069001564421054,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.3912508988577854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.056851629943401136,0.023426125822712855,0.15305595650843798,0.8333333333333334,0.8333333333333334,0,0.0007102999952621758,8,24.0,0.6803637916541553,target_sparsity_reached,4,4,0.0,3.0,False,,0,0,2.404936428351704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.056851629943401136,0.009569621673964255,0.09782444313137824,0.875,0.9130434782608695,0,0.0023126000014599413,9,23.0,0.560133937679412,noise_floor,2,3,0.0002212999388575554,17.444444444444443,True,cholesky_solve,1,0,2.309957244802332,1.0,1.0,0.0,0.0,1.0,0.0,1.0
24,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.06254096326902063,0.017150312911053914,0.1309592032315939,0.9166666666666666,0.9166666666666666,0,0.0017692999972496182,24,24.0,0.645357245955995,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.86902448803989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.06254096326902063,0.23080650274112782,0.4804232537472846,0.625,0.625,0,0.0006838000263087451,8,24.0,1.190900872849291,target_sparsity_reached,9,9,0.0,3.0,False,,0,0,3.0592204285103555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.06254096326902063,0.03875905106545068,0.19687318523722494,0.875,0.875,0,0.002838299988070503,9,24.0,0.7255723991533428,target_sparsity_reached,3,3,0.0002649999805726111,17.88888888888889,True,cholesky_solve,1,0,3.0578418789709634,1.0,1.0,0.0,0.0,1.0,0.0,1.0
25,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.04886478256027897,0.034732106065709,0.18636551737300816,0.75,0.75,0,0.0017724999925121665,24,24.0,0.40531486692338753,target_sparsity_reached,6,6,0.0,1.0,False,,0,0,2.9224068201175264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04886478256027897,0.044950416170233404,0.212015131936929,0.7083333333333334,0.7083333333333334,0,0.000621499988483265,8,24.0,0.4333469706537035,target_sparsity_reached,7,7,0.0,3.0,False,,0,0,2.8727164424520923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04886478256027897,0.03419786476020515,0.18492664697172537,0.7083333333333334,0.8947368421052632,0,0.0017007999995257705,8,19.0,0.5175940564100588,noise_floor,2,7,0.00015669999993406236,16.75,True,,0,0,2.664996359861637,0.0,0.0,0.0,0.0,1.0,0.0,1.0
26,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.05457421035211176,0.01022408685224414,0.10111422675491387,0.875,0.875,0,0.0018557000148575753,24,24.0,0.4218377102499197,target_sparsity_reached,3,3,0.0,1.0,False,,0,0,2.5186239857409203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.05457421035211176,0.011928489928712354,0.10921762645613735,0.8333333333333334,0.8333333333333334,0,0.0007492000004276633,8,24.0,0.4669564927093349,target_sparsity_reached,4,4,0.0,3.0,False,,0,0,2.758821706268208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.05457421035211176,0.009814274498278742,0.09906702023518595,0.75,0.9,0,0.0018467000045347959,8,20.0,0.564337647031801,noise_floor,2,6,0.00016429999959655106,17.625,True,,0,0,2.518896071229432,0.0,0.0,0.0,0.0,1.0,0.0,1.0
27,24,OMP,96,256,0.375,gaussian,gaussian,20.0,0.04730182440648263,0.008381248477748604,0.09154915880415615,0.875,0.875,0,0.0018054000101983547,24,24.0,0.3821815112020301,target_sparsity_reached,3,3,0.0,1.0,False,,0,0,2.7173109011994767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,24,gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04730182440648263,0.017030973084657564,0.13050277040989422,0.8333333333333334,0.8333333333333334,0,0.0006970000104047358,8,24.0,0.46013205550077985,target_sparsity_reached,4,4,0.0,3.0,False,,0,0,2.733516994077821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,24,Improved-gOMP,96,256,0.375,gaussian,gaussian,20.0,0.04730182440648263,0.006540778301448444,0.0808750783705861,0.8333333333333334,1.0,0,0.0020806000102311373,8,20.0,0.4702262222251799,noise_floor,0,4,0.00017329998081550002,17.5,True,,0,0,2.213902984378947,0.0,0.0,0.0,0.0,1.0,0.0,1.0
