ablation_variant,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
full_suite,gOMP+IncrementalSolver,optimized,0.0014605880700886095,2.9351031844271348e-05,0.0007066884261924619,0.0002805226610022752,4.8058097600005565e-05,0.0002223299704201054
