coeff_mode,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
gaussian,OMP,baseline,0.0009984394502680516,6.408115023077698e-05,0.0001080246978744981,0.00039500894908997,9.337390074506401e-05,0.0
gaussian,OMP,optimized,0.0005350528503186069,5.470640153362183e-05,2.1930100774625317e-05,0.00021241215072222985,7.385099997918587e-05,0.00010622515110298991
rademacher,OMP,baseline,0.0010418835498057887,7.172079913289053e-05,0.00010974345404974883,0.0004121373003727058,9.867405187833356e-05,0.0
rademacher,OMP,optimized,0.0005329743004040211,5.699139765056316e-05,2.302015054738149e-05,0.00020539695124170975,7.241825023811544e-05,0.00010672949956642696
uniform,OMP,baseline,0.0009783767996850655,6.2142299975676e-05,0.0001080063491826877,0.00039023650133458433,9.211559990944807e-05,0.0
uniform,OMP,optimized,0.0005308251498718164,5.351489980967017e-05,2.0764651526405942e-05,0.00020202604955557035,7.703485098318197e-05,0.00010967389880534029
