n,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
128,Improved-gOMP,baseline,0.0028575600066687913,2.7840002439916133e-05,0.0020413399906829,0.00020538000972010196,3.5039999056607483e-05,0.0001853399910032749
128,Improved-gOMP,optimized,0.0010536800080444663,2.0920002134516837e-05,0.0005409799865446985,0.00023911999887786805,3.212001756764948e-05,7.53199914470315e-05
256,Improved-gOMP,baseline,0.0026474800077266993,2.956001553684473e-05,0.0018433999910485,0.00019282001303508878,4.522002418525517e-05,0.00018615999724715948
256,Improved-gOMP,optimized,0.0011261000065132976,2.5380001170560716e-05,0.0005773199896793813,0.0002606599882710725,4.12600114941597e-05,7.542000385001302e-05
384,Improved-gOMP,baseline,0.002339299995219335,3.25799803249538e-05,0.001697640016209334,0.00015470000216737388,3.8439978379756215e-05,0.00012158001773059368
384,Improved-gOMP,optimized,0.0010821000032592565,2.785998512990773e-05,0.0005550399946514517,0.00025285997544415294,4.6980002662166956e-05,5.261999322101474e-05
512,Improved-gOMP,baseline,0.0034552000055555255,5.0739990547299386e-05,0.002232940000249073,0.0002109999884851277,5.800000508315861e-05,0.00044234000379219653
512,Improved-gOMP,optimized,0.0013436199980787933,4.403999773785472e-05,0.0006326799921225756,0.000269199995091185,6.119997706264258e-05,0.00016248000902123748
