measurement_ratio,algorithm,implementation,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes
0.375,gOMP,optimized,0.006386148324230593,0.0740460390410192,0.878125,0.878125,0.08333333333333333,0.00026468029090513786,6.0,16.0,0.36297687395114825,1.95,1.95,9.311248441614832e-05,3.0,0.0,0.0,2.1319310544896966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.443476696498692e-05,5.823775243091708e-05,9.311248441614832e-05,3.1790543483414996e-05,0.0,1216.0,768.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0
0.4375,Improved-gOMP,baseline,0.004367704569725198,0.06302552467814251,0.86875,0.9115363247863247,0.043333333333333335,0.002720724303314152,5.76,15.283333333333333,0.38133617337706005,1.3833333333333333,2.1,0.00021982325119703698,18.025015873015874,0.0,0.0,1.9592284323109015,0.8366666666666667,0.8366666666666667,1.0,1.0,1.0,1.0,0.0,3.462932344215612e-05,0.0018945581956359091,0.00018360644855420106,4.441359696405319e-05,0.00019340250844834372,3616.5066666666667,896.0,2048.0,0.0,0.0,0.0,434.1066666666667,54.08,46.08,46.08,46.08,46.08,0.0
0.4375,Improved-gOMP,optimized,0.0037734318999934663,0.05938156327523271,0.8764583333333333,0.9475021367521367,0.1,0.0012990545933037841,5.64,14.833333333333334,0.37138259263045226,0.81,1.9766666666666666,0.0001498141186796905,0.0,0.0,0.0,1.9078540975310379,0.7066666666666667,0.7066666666666667,0.0,0.0,1.0,0.0,1.0,3.143887074353794e-05,0.0006729338670750925,0.0002671106455090921,4.6746677350408085e-05,0.00011301405592045437,5064.96,896.0,2048.0,0.0,1777.3866666666668,118.66666666666667,118.66666666666667,53.12,45.12,0.0,0.0,8.0,0.0
0.4375,OMP,baseline,0.003604944504042784,0.0580872219261714,0.9104166666666667,0.9104166666666667,0.16666666666666666,0.001199606233567465,16.0,16.0,0.34326259535463677,1.4333333333333333,1.4333333333333333,0.00046140882729863125,1.0,0.0,0.0,1.944771434728688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.314127092792964e-05,0.00013523467695146488,0.00046140882729863125,0.00012167122729200249,0.0,4296.0,896.0,2048.0,0.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,128.0,0.0
0.4375,OMP,optimized,0.0036049445029070993,0.05808722191716482,0.9104166666666667,0.9104166666666667,0.16666666666666666,0.0006280198535144639,16.0,16.0,0.34326259535463677,1.4333333333333333,1.4333333333333333,0.00024314039284945466,1.0,0.0,0.0,1.944771434728688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.881820988686134e-05,2.6028876260776693e-05,0.00024314039284945466,8.482457022182644e-05,0.00012539477097258593,3600.0,896.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0
0.4375,RMP,baseline,0.031910753719748955,0.17753907834533555,0.8372916666666667,0.8372916666666667,0.02,0.00116895582623935,16.0,16.0,0.7106528075840127,2.6033333333333335,2.6033333333333335,0.000453305842189972,1.0,0.0,0.0,2.0373576403295655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.276620619852717e-05,4.23039974217924e-05,0.0004465169210258561,0.0001858870146679692,0.0,4432.0,896.0,2048.0,256.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,8.0,0.0
0.4375,RMP,optimized,0.031910753755407806,0.17753907844626945,0.8372916666666667,0.8372916666666667,0.02,0.0006296883765996124,16.0,16.0,0.7106528078563373,2.6033333333333335,2.6033333333333335,0.00014040478708921,1.0,0.0,0.0,2.0373576403295655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.909655893143887e-05,3.443237510509789e-05,0.00014040478708921,0.00016860113663521285,0.00013063803179344784,3600.0,896.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0
0.4375,gOMP,baseline,0.003836936357105994,0.05951358572420573,0.895,0.895,0.09,0.0005488677498942707,6.0,16.0,0.35685722069857273,1.68,1.68,0.00020973240054445342,3.0,0.0,0.0,1.9881298264323422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0217225479039674e-05,8.290365760331042e-05,0.00020973240054445342,4.731987864943221e-05,0.0,3792.0,896.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0
0.4375,gOMP,optimized,0.0038369363564890566,0.05951358571893904,0.895,0.895,0.09,0.0002801274726516567,6.0,16.0,0.35685722069857273,1.68,1.68,9.702427739587923e-05,3.0,0.0,0.0,1.9881298264323422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6899712732605015e-05,6.11384888664664e-05,9.702427739587923e-05,3.4278274688404055e-05,0.0,1344.0,896.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0
0.5,Improved-gOMP,baseline,0.004055222192610086,0.059423497154733065,0.8697916666666666,0.9255670163170163,0.08333333333333333,0.00267578025033193,5.716666666666667,15.063333333333333,0.39029542706817566,1.1466666666666667,2.0833333333333335,0.00021411075397433402,18.07215873015873,0.0,0.0,1.8470115146831685,0.7833333333333333,0.7833333333333333,1.0,1.0,1.0,1.0,0.0,3.567680289658407e-05,0.0018841930143147086,0.00018012569465402823,4.531977552687749e-05,0.0001743062118960855,3734.5333333333333,1024.0,2048.0,0.0,0.0,0.0,425.8666666666667,53.733333333333334,45.733333333333334,45.733333333333334,45.733333333333334,45.733333333333334,0.0
0.5,Improved-gOMP,optimized,0.0033537023727113736,0.05537528203734712,0.87875,0.9581556915306916,0.14333333333333334,0.001326102026408383,5.623333333333333,14.706666666666667,0.38148360080453764,0.6466666666666666,1.94,0.00015032605287463715,0.0,0.0,0.0,1.803807023974331,0.6933333333333334,0.6933333333333334,0.0,0.0,1.0,0.0,1.0,3.102446023452406e-05,0.0006943050374199326,0.00026856573259768387,4.888913240089702e-05,0.00011309168413087415,5163.52,1024.0,2048.0,0.0,1750.24,117.65333333333334,117.65333333333334,52.986666666666665,44.986666666666665,0.0,0.0,8.0,0.0
0.5,OMP,baseline,0.003152154954597015,0.054129028881571756,0.9102083333333333,0.9102083333333333,0.2,0.0012554671498946845,16.0,16.0,0.35414684966901433,1.4366666666666668,1.4366666666666668,0.00047383889172730655,1.0,0.0,0.0,1.854263187970716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.140257801239689e-05,0.00014057199737483946,0.00047383889172730655,0.00013400572002865375,0.0,4424.0,1024.0,2048.0,0.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,128.0,0.0
0.5,OMP,optimized,0.003152154953714281,0.05412902887384011,0.9102083333333333,0.9102083333333333,0.2,0.0006690015797600306,16.0,16.0,0.35414684966901433,1.4366666666666668,1.4366666666666668,0.0002487785351695493,1.0,0.0,0.0,1.854263187970716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.018565572759448e-05,2.851564315884995e-05,0.0002487785351695493,9.171039666398428e-05,0.00013325110548369898,3728.0,1024.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0
0.5,RMP,baseline,0.029707174636251547,0.1714785081566603,0.8460416666666667,0.8460416666666667,0.06666666666666667,0.0011718227966533352,16.0,16.0,0.7142604629642457,2.4633333333333334,2.4633333333333334,0.00045199547026034755,1.0,0.0,0.0,1.925111768346109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.711784614405284e-05,4.403670497898323e-05,0.0004452490736245333,0.0001874066417318924,0.0,4560.0,1024.0,2048.0,256.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,8.0,0.0
0.5,RMP,optimized,0.029707174669903656,0.17147850825499034,0.8460416666666667,0.8460416666666667,0.06666666666666667,0.0006214617396472022,16.0,16.0,0.7142604632398389,2.4633333333333334,2.4633333333333334,0.00013594382583202483,1.0,0.0,0.0,1.925111768346109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08100880344864e-05,3.406544914469123e-05,0.00013594382583202483,0.00016546672234350504,0.00012967392550005267,3728.0,1024.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0
0.5,gOMP,baseline,0.003324102587789468,0.05535888639486521,0.8997916666666667,0.8997916666666667,0.11333333333333333,0.0005942704469392387,6.0,16.0,0.36295608022638587,1.6033333333333333,1.6033333333333333,0.0002226940450297358,3.0,0.0,0.0,1.8846177294835882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.539365740531745e-05,8.899641378472248e-05,0.0002226940450297358,5.229448375757784e-05,0.0,3920.0,1024.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0
