measurement_ratio,algorithm,implementation,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes
0.5,gOMP,optimized,0.003324102587276699,0.0553588863904069,0.8997916666666667,0.8997916666666667,0.11333333333333333,0.00028120680629702594,6.0,16.0,0.36295608022638587,1.6033333333333333,1.6033333333333333,9.948507252071674e-05,3.0,0.0,0.0,1.8846177294835882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.945029642432928e-05,5.94118000784268e-05,9.948507252071674e-05,3.315763916665067e-05,0.0,1472.0,1024.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0
0.5625,Improved-gOMP,baseline,0.00300610319239445,0.05225149281337344,0.8841666666666667,0.9387371794871795,0.08666666666666667,0.0026589894837525207,5.68,15.096666666666666,0.3829237608066147,0.95,1.8533333333333333,0.0002163777162786573,18.357333333333333,0.0,0.0,1.7794654616206382,0.79,0.79,1.0,1.0,1.0,1.0,0.0,3.6175727000227195e-05,0.001870005763921654,0.00018151608950574882,4.712599353903594e-05,0.00016838804707125138,3858.0,1152.0,2048.0,0.0,0.0,0.0,422.8,53.44,45.44,45.44,45.44,45.44,0.0
0.5625,Improved-gOMP,optimized,0.002750256889822669,0.05032217308194414,0.8883333333333333,0.9611282051282052,0.14666666666666667,0.001324449697228071,5.626666666666667,14.82,0.3798173400380052,0.6066666666666667,1.7866666666666666,0.00014853203072561882,0.0,0.0,0.0,1.7492594346018593,0.6933333333333334,0.6933333333333334,0.0,0.0,1.0,0.0,1.0,3.257954090562028e-05,0.0006982931382663082,0.0002694507772685029,5.136618589555534e-05,0.00010522817552555353,5318.826666666667,1152.0,2048.0,0.0,1775.68,118.56,118.56,53.013333333333335,45.013333333333335,0.0,0.0,8.0,0.0
0.5625,OMP,baseline,0.002531633135507941,0.04844240029592972,0.9183333333333333,0.9183333333333333,0.21333333333333335,0.0012468582432484255,16.0,16.0,0.35808381816509255,1.3066666666666666,1.3066666666666666,0.00047615677433592886,1.0,0.0,0.0,1.7862955918406598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.083143580937758e-05,0.00013971827012331536,0.00047615677433592886,0.00013308666195371188,0.0,4552.0,1152.0,2048.0,0.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,128.0,0.0
0.5625,OMP,optimized,0.002531633135009186,0.04844240029086749,0.9183333333333333,0.9183333333333333,0.21333333333333335,0.0006683810864342377,16.0,16.0,0.35808381816509255,1.3066666666666666,1.3066666666666666,0.0002466525058359063,1.0,0.0,0.0,1.7862955918406598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82743982563261e-05,2.7976345736533405e-05,0.0002466525058359063,9.654103555173302e-05,0.00013232337849331088,3856.0,1152.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0
0.5625,RMP,baseline,0.02857801519213013,0.16843069890958381,0.861875,0.861875,0.03666666666666667,0.001185051427213087,16.0,16.0,0.7058210894680284,2.21,2.21,0.00045346743975339146,1.0,0.0,0.0,1.8420416669853361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.748231089053055e-05,4.3026804535960155e-05,0.0004468834984193866,0.00019601901750623558,0.0,4688.0,1152.0,2048.0,256.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,8.0,0.0
0.5625,RMP,optimized,0.028578015224736786,0.16843069900669372,0.861875,0.861875,0.03666666666666667,0.0006254416969022714,16.0,16.0,0.7058210897455743,2.21,2.21,0.00013619667229553063,1.0,0.0,0.0,1.8420416669853361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.198218029264051e-05,3.291429942085718e-05,0.00013619667229553063,0.00017277297495941942,0.0001291143398945375,3856.0,1152.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0
0.5625,gOMP,baseline,0.002607023498697959,0.04917271298895168,0.9110416666666666,0.9110416666666666,0.14333333333333334,0.000577050706827625,6.0,16.0,0.3637991742582277,1.4233333333333333,1.4233333333333333,0.00021809108070253085,3.0,0.0,0.0,1.8149900542223842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4575445849138004e-05,8.652098603003348e-05,0.00021809108070253085,5.184995102657316e-05,0.0,4048.0,1152.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0
0.5625,gOMP,optimized,0.002607023498431826,0.04917271298641133,0.9110416666666666,0.9110416666666666,0.14333333333333334,0.00029290212303749284,6.0,16.0,0.3637991742582277,1.4233333333333333,1.4233333333333333,0.00010263643018940153,3.0,0.0,0.0,1.8149900542223842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17635020473972e-05,6.0843965184176343e-05,0.00010263643018940153,3.602861281251535e-05,0.0,1600.0,1152.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0
0.625,Improved-gOMP,baseline,0.0025131162231086545,0.04811680414133737,0.8870833333333333,0.9461112082362083,0.15666666666666668,0.0028475535866164135,5.706666666666667,15.03,0.3832400308611067,0.8366666666666667,1.8066666666666666,0.00023146470935898834,18.305198412698413,0.0,0.0,1.7036147767610268,0.7666666666666667,0.7666666666666667,1.0,1.0,1.0,1.0,0.0,4.125443840166554e-05,0.0019981839410805453,0.00019440740570037936,5.098677114195501e-05,0.00017793437131331303,3988.08,1280.0,2048.0,0.0,0.0,0.0,423.81333333333333,53.653333333333336,45.653333333333336,45.653333333333336,45.653333333333336,45.653333333333336,0.0
0.625,Improved-gOMP,optimized,0.0024510104666324644,0.04760688566505262,0.8875,0.9687899184149185,0.19,0.0013737604062286361,5.593333333333334,14.686666666666667,0.38311872297707905,0.4866666666666667,1.8,0.00015281008037466867,0.0,0.0,0.0,1.6760681818819305,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,3.350916706646482e-05,0.0007177443431767946,0.00028161867211262383,5.351038290730988e-05,0.00010886316313796366,5413.92,1280.0,2048.0,0.0,1745.44,117.49333333333334,117.49333333333334,52.74666666666667,44.74666666666667,0.0,0.0,8.0,0.0
0.625,OMP,baseline,0.00218348977187104,0.045332471601722636,0.9225,0.9225,0.2633333333333333,0.0013283848496212158,16.0,16.0,0.3621063900104389,1.24,1.24,0.0005008296609836785,1.0,0.0,0.0,1.7246920212828938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010011029119292896,0.00014618833403801546,0.0005008296609836785,0.0001452307332753359,0.0,4680.0,1280.0,2048.0,0.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,128.0,0.0
0.625,OMP,optimized,0.0021834897715349412,0.04533247159789333,0.9225,0.9225,0.2633333333333333,0.00069223490000392,16.0,16.0,0.3621063900104389,1.24,1.24,0.0002549482524530807,1.0,0.0,0.0,1.7246920212828938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.270163646860359e-05,2.8061445724839966e-05,0.0002549482524530807,9.710870508570225e-05,0.0001363140634202864,3984.0,1280.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0
0.625,RMP,baseline,0.027460180528259662,0.16521833543894343,0.8675,0.8675,0.1,0.0012769403872759236,16.0,16.0,0.7056896523387334,2.12,2.12,0.000489327144411315,1.0,0.0,0.0,1.7763256462277346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22141663330452e-05,4.634441026913313e-05,0.0004824067293278252,0.00020940141674752037,0.0,4816.0,1280.0,2048.0,256.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,8.0,0.0
0.625,RMP,optimized,0.02746018055973624,0.1652183355343035,0.8675,0.8675,0.1,0.0006504861865444885,16.0,16.0,0.7056896526147359,2.12,2.12,0.00013969069283727246,1.0,0.0,0.0,1.7763256462277346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.490756209435252e-05,3.3147609065053986e-05,0.00013969069283727246,0.00017981364280179453,0.00013441274932119996,3984.0,1280.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0
0.625,gOMP,baseline,0.00221791297695816,0.04566718482834732,0.9154166666666667,0.9154166666666667,0.21,0.0006225837536718851,6.0,16.0,0.3656668206962884,1.3533333333333333,1.3533333333333333,0.00023235211231318923,3.0,0.0,0.0,1.742848124701062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.687350603286177e-05,9.161385799719332e-05,0.00023235211231318923,5.91225631069392e-05,0.0,4176.0,1280.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0
0.625,gOMP,optimized,0.0022179129767171766,0.04566718482536619,0.9154166666666667,0.9154166666666667,0.21,0.00031954624316616297,6.0,16.0,0.3656668206962884,1.3533333333333333,1.3533333333333333,0.00011376661039927664,3.0,0.0,0.0,1.742848124701062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3386062811284015e-05,6.470454041846097e-05,0.00011376661039927664,3.908188392718633e-05,0.0,1728.0,1280.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0
