k,algorithm,implementation,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes
16,OMP,baseline,0.0049711845387076905,0.06803160670007766,0.8979166666666667,0.8979166666666667,0.06666666666666667,0.0009539711665032276,16.0,16.0,0.32375513917362586,1.6333333333333333,1.6333333333333333,0.0003737464651446013,1.0,0.0,0.0,2.04432831137631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.223249717246896e-05,9.953486660378985e-05,0.0003737464651446013,9.356603210714335e-05,0.0,4168.0,768.0,2048.0,0.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,128.0,0.0
16,OMP,optimized,0.004971184536488744,0.0680316066885983,0.8979166666666667,0.8979166666666667,0.06666666666666667,0.0005278765004428957,16.0,16.0,0.32375513917362586,1.6333333333333333,1.6333333333333333,0.0002071347321664992,1.0,0.0,0.0,2.04432831137631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.495553474853902e-05,2.0440032919092725e-05,0.0002071347321664992,7.139013177948073e-05,0.00010595899996890997,3472.0,768.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0
16,gOMP,baseline,0.007585107740940853,0.08199210404502222,0.8604166666666667,0.8604166666666667,0.0,0.0004909406998194754,6.0,16.0,0.3492171559813124,2.2333333333333334,2.2333333333333334,0.00019044046651591393,3.0,0.0,0.0,2.1142570309808475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5602867147730042e-05,6.458416707270469e-05,0.00019044046651591393,4.291853195657798e-05,0.0,3664.0,768.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0
16,gOMP,optimized,0.0075851077414693805,0.08199210404381643,0.8604166666666667,0.8604166666666667,0.0,0.00024271639971023735,6.0,16.0,0.3492171559813124,2.2333333333333334,2.2333333333333334,8.694316626739843e-05,3.0,0.0,0.0,2.1142570309808475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2576999617740513e-05,5.082426614535507e-05,8.694316626739843e-05,3.0909966517356226e-05,0.0,1216.0,768.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0
20,Improved-gOMP,baseline,0.012693536551653953,0.10355655241511182,0.8183333333333334,0.8661523907808738,0.0,0.0031077781667894063,7.3,18.933333333333334,0.4384607265771035,2.566666666666667,3.6333333333333333,0.0002667019999838279,17.606944444444444,0.0,0.0,2.3973400924915818,0.8,0.8,1.0,1.0,1.0,1.0,0.0,3.629096536315046e-05,0.002196671133424388,0.00022662290054237627,4.438296685596773e-05,0.00021313083404190063,3786.6666666666665,768.0,2048.0,0.0,0.0,0.0,670.6666666666666,66.4,58.4,58.4,58.4,58.4,0.0
20,Improved-gOMP,optimized,0.008164664290538233,0.0856155073455875,0.8433333333333334,0.9220510835913313,0.0,0.001450473266595509,7.066666666666666,18.333333333333332,0.40636562515821384,1.4666666666666666,3.1333333333333333,0.0001667071661358932,0.0,0.0,0.0,2.3227372834213726,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,3.429363326479991e-05,0.0007772637323796517,0.0002969682336697588,4.964076748971517e-05,0.00012290003542148042,5947.2,768.0,2048.0,0.0,2708.8,146.66666666666666,146.66666666666666,64.53333333333333,56.53333333333333,0.0,0.0,8.0,0.0
20,OMP,baseline,0.007663502644916771,0.08227971275964817,0.8866666666666667,0.8866666666666667,0.06666666666666667,0.001341951199962447,20.0,20.0,0.34777376854354547,2.2666666666666666,2.2666666666666666,0.0005584133991457445,1.0,0.0,0.0,2.3731521360261882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104496700980234e-05,0.0001242894327636653,0.0005584133991457445,0.00011941436775183925,0.0,4824.0,768.0,2048.0,0.0,0.0,0.0,1680.0,168.0,0.0,0.0,0.0,160.0,0.0
20,OMP,optimized,0.007663502642334386,0.08227971274211213,0.8866666666666667,0.8866666666666667,0.06666666666666667,0.0006706399663623112,20.0,20.0,0.34777376854354547,2.2666666666666666,2.2666666666666666,0.00026552800057591714,1.0,0.0,0.0,2.3731521360261882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.873426937090699e-05,2.4895100917395515e-05,0.00026552800057591714,9.3114132808599e-05,0.00013587573278831162,4720.0,768.0,0.0,256.0,3200.0,160.0,160.0,168.0,0.0,0.0,0.0,8.0,0.0
20,gOMP,baseline,0.007923613045390234,0.08539605670780347,0.865,0.865,0.0,0.0005736154002079274,7.0,20.0,0.37671157937030064,2.7,2.7,0.00023737239959397509,3.0,0.0,0.0,2.462982590597517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1052232831522515e-05,7.198446752833357e-05,0.00023737239959397509,4.338719942703998e-05,0.0,3856.0,768.0,2048.0,256.0,0.0,0.0,664.0,64.0,0.0,0.0,0.0,56.0,0.0
20,gOMP,optimized,0.007923613043465123,0.0853960566942658,0.865,0.865,0.0,0.0002864461333956569,7.0,20.0,0.3767115793703007,2.7,2.7,0.0001020959009717141,3.0,0.0,0.0,2.462982590597517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6372233696747573e-05,5.974820232950151e-05,0.0001020959009717141,3.546123286165918e-05,0.0,1256.0,768.0,0.0,256.0,0.0,0.0,160.0,64.0,0.0,0.0,0.0,8.0,0.0
24,Improved-gOMP,baseline,0.05171867974787201,0.18704825947788034,0.75,0.7801104209799862,0.0,0.004090826033522414,9.0,23.166666666666668,0.5557036738379342,5.166666666666667,6.0,0.0003855169658587935,17.597777777777775,0.0,0.0,2.7580903356296065,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.0,4.4721668261142136e-05,0.002934629166702507,0.00033582116581480176,5.5135399331144676e-05,0.00022851616631669458,4172.533333333334,768.0,2048.0,0.0,0.0,0.0,988.5333333333333,80.0,72.0,72.0,72.0,72.0,0.0
24,Improved-gOMP,optimized,0.014257680228512997,0.1070434847364636,0.825,0.8953551148402407,0.0,0.001756025233771652,8.833333333333334,22.2,0.45715527030694497,2.4,4.2,0.00020243866553452486,0.0,0.0,0.0,2.627687507148276,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,3.771846628903101e-05,0.0009480717654999656,0.0003697059664167076,5.821776721859351e-05,0.00014169356763886752,7298.666666666667,768.0,2048.0,0.0,3970.133333333333,177.6,177.6,78.66666666666667,70.66666666666667,0.0,0.0,8.0,0.0
24,OMP,baseline,0.010295028008394371,0.09799340603102266,0.8694444444444444,0.8694444444444444,0.0,0.0018497093335705964,24.0,24.0,0.3749549386266366,3.1333333333333333,3.1333333333333333,0.0008325116665218957,1.0,0.0,0.0,2.6972204155244124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84360346289274e-05,0.00015000073411404932,0.0008325116665218957,0.0001469515676338536,0.0,5608.0,768.0,2048.0,0.0,0.0,0.0,2400.0,200.0,0.0,0.0,0.0,192.0,0.0
24,OMP,optimized,0.010295028005923187,0.09799340601550036,0.8694444444444444,0.8694444444444444,0.0,0.0008422040665512516,24.0,24.0,0.3749549386266366,3.1333333333333333,3.1333333333333333,0.0003475848664190077,1.0,0.0,0.0,2.6972204155244124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16872997044508e-05,3.169516676280182e-05,0.0003475848664190077,0.00011740560184989591,0.00016734093417956805,6224.0,768.0,0.0,256.0,4608.0,192.0,192.0,200.0,0.0,0.0,0.0,8.0,0.0
24,gOMP,baseline,0.03433735338299256,0.15785275695614248,0.7958333333333333,0.7958333333333333,0.0,0.0007186260000404825,8.0,24.0,0.4727155941614709,4.9,4.9,0.0003174596667425552,3.0,0.0,0.0,2.752261172245521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.287616697586297e-05,8.04084006328291e-05,0.0003174596667425552,4.954030058191468e-05,0.0,4072.0,768.0,2048.0,256.0,0.0,0.0,864.0,72.0,0.0,0.0,0.0,64.0,0.0
24,gOMP,optimized,0.03433735338134796,0.15785275694873327,0.7958333333333333,0.7958333333333333,0.0,0.00034019780020268323,8.0,24.0,0.47271559416147085,4.9,4.9,0.00013125073285967422,3.0,0.0,0.0,2.752261172245521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0472499323271524e-05,6.665589935437311e-05,0.00013125073285967422,4.22402671877838e-05,0.0,1296.0,768.0,0.0,256.0,0.0,0.0,192.0,72.0,0.0,0.0,0.0,8.0,0.0
28,Improved-gOMP,baseline,0.05204494170852667,0.19817957437321015,0.7095238095238094,0.7632903639570306,0.0,0.005165797966522708,10.533333333333333,26.2,0.5784110470939173,6.333333333333333,8.133333333333333,0.0004907594005392942,17.375471380471378,0.0,0.0,2.9127134082906982,0.6333333333333333,0.6333333333333333,1.0,1.0,1.0,1.0,0.0,5.408323413575999e-05,0.0037878497677108196,0.00044182356626455054,6.280953384703025e-05,0.0002128529336914653,4550.4,768.0,2048.0,0.0,0.0,0.0,1305.0666666666666,92.26666666666667,84.26666666666667,84.26666666666667,84.26666666666667,84.26666666666667,0.0
28,Improved-gOMP,optimized,0.02340323494382851,0.1425755588118452,0.7547619047619047,0.8582012743027236,0.0,0.0019610036665350587,10.1,24.8,0.5154044091566793,3.6666666666666665,6.866666666666666,0.00023261323440237902,0.0,0.0,0.0,2.8783417660337203,0.4,0.4,0.0,0.0,1.0,0.0,1.0,4.386750006233342e-05,0.001106588134643971,0.00042417959909168225,6.684536674583796e-05,0.00010034486670823147,8361.066666666668,768.0,2048.0,0.0,4970.666666666667,198.4,198.4,88.8,80.8,0.0,0.0,8.0,0.0
28,OMP,baseline,0.018101433578478175,0.12812687868115694,0.8166666666666667,0.8166666666666667,0.0,0.0024742321329540573,28.0,28.0,0.3847519024060762,5.133333333333334,5.133333333333334,0.0011794423327955883,1.0,0.0,0.0,2.931610072683117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011514996646534806,0.00017805186471377965,0.0011794423327955883,0.00016635793338840206,0.0,6520.0,768.0,2048.0,0.0,0.0,0.0,3248.0,232.0,0.0,0.0,0.0,224.0,0.0
