ablation_variant,algorithm,implementation,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes
full_suite,Improved-gOMP,optimized,4599.28,768.0,2048.0,0.0,1471.5466666666666,107.49333333333334,107.49333333333334,48.373333333333335,40.373333333333335,0.0,0.0,8.0,0.0
