n,baseline_runtime_sec,baseline_nmse,baseline_support_recall,baseline_support_precision,baseline_exact_support_recovery,optimized_runtime_sec,optimized_nmse,optimized_support_recall,optimized_support_precision,optimized_exact_support_recovery,speedup_ratio,nmse_delta,support_recall_delta,support_precision_delta,exact_support_recovery_delta
128,0.000637208923290018,0.005152437488345528,0.8895833333333333,0.8895833333333333,0.06333333333333334,0.000320962766224208,0.005152437487543847,0.8895833333333333,0.8895833333333333,0.06333333333333334,1.9853048089849052,-8.016816377409697e-13,0.0,0.0,0.0
256,0.0005981894104722111,0.006238881368664282,0.875625,0.875625,0.05333333333333334,0.00029881450963633444,0.006238881368898851,0.875625,0.875625,0.05333333333333334,2.0018753814874124,2.3456844105984587e-13,0.0,0.0,0.0
384,0.0006087065396422986,0.007966376561344437,0.8604166666666667,0.8604166666666667,0.04666666666666667,0.0003029451975695944,0.007966376561738467,0.8604166666666667,0.8604166666666667,0.04666666666666667,2.0092958875918896,3.940302945037999e-13,0.0,0.0,0.0
512,0.0006025600900951152,0.009648674256809986,0.8452083333333333,0.8452083333333333,0.01,0.0003130217163319079,0.00964867425750268,0.8452083333333333,0.8452083333333333,0.01,1.9249785515079076,6.926941659157748e-13,0.0,0.0,0.0
