matrix_kind,baseline_runtime_sec,baseline_nmse,baseline_support_recall,baseline_support_precision,baseline_exact_support_recovery,optimized_runtime_sec,optimized_nmse,optimized_support_recall,optimized_support_precision,optimized_exact_support_recovery,speedup_ratio,nmse_delta,support_recall_delta,support_precision_delta,exact_support_recovery_delta
bernoulli,0.0004936353494485957,0.008967202252394953,0.86875,0.86875,0.05,0.0002472490496074897,0.008967202251501917,0.86875,0.86875,0.05,1.9965106043167673,-8.930356454328603e-13,0.0,0.0,0.0
gaussian,0.0004996419504095684,0.008458864445170872,0.85625,0.85625,0.0,0.00025616044986236374,0.008458864447343385,0.85625,0.85625,0.0,1.9505038762932705,2.172512170162122e-12,0.0,0.0,0.0
partial_dct,0.0004819854000743362,0.003641103044889617,0.915625,0.915625,0.25,0.0002386066496910644,0.0036411030433750333,0.915625,0.915625,0.25,2.019999864624,-1.5145835974283983e-12,0.0,0.0,0.0
