measurement_ratio,baseline_runtime_sec,baseline_nmse,baseline_support_recall,baseline_support_precision,baseline_exact_support_recovery,optimized_runtime_sec,optimized_nmse,optimized_support_recall,optimized_support_precision,optimized_exact_support_recovery,speedup_ratio,nmse_delta,support_recall_delta,support_precision_delta,exact_support_recovery_delta
0.1875,0.003457005686504999,0.44330151714614185,0.4554166666666667,0.46048611111111115,0.0,0.0017747758366264558,0.30798591673036296,0.5272916666666667,0.5426837606837607,0.0,1.9478548305436554,-0.1353156004157789,0.07187500000000002,0.08219764957264952,0.0
0.25,0.0029250557429137793,0.08770854096699941,0.6972916666666666,0.7105737179487179,0.0,0.0014518824563613938,0.05642913758803,0.75125,0.7853722804972805,0.0,2.014664293309494,-0.031279403378969416,0.05395833333333333,0.07479856254856254,0.0
0.3125,0.0027545623433737395,0.018042231382510522,0.8058333333333333,0.8295277777777779,0.006666666666666667,0.0013773417201688668,0.011107581360622615,0.8422916666666667,0.8991356837606839,0.03666666666666667,1.9999120792159122,-0.006934650021887907,0.03645833333333337,0.069607905982906,0.03
0.375,0.0026021810233942235,0.0071150136928294465,0.8533333333333334,0.882409188034188,0.04666666666666667,0.0013466194199766809,0.00530695370114939,0.8733333333333333,0.9330213675213676,0.09666666666666666,1.932380437109161,-0.0018080599916800565,0.019999999999999907,0.050612179487179554,0.049999999999999996
0.4375,0.002720724303314152,0.004367704569725198,0.86875,0.9115363247863247,0.043333333333333335,0.0012990545933037841,0.0037734318999934663,0.8764583333333333,0.9475021367521367,0.1,2.0943879628605493,-0.0005942726697317313,0.007708333333333317,0.035965811965811945,0.05666666666666667
0.5,0.00267578025033193,0.004055222192610086,0.8697916666666666,0.9255670163170163,0.08333333333333333,0.001326102026408383,0.0033537023727113736,0.87875,0.9581556915306916,0.14333333333333334,2.0177785698578696,-0.0007015198198987121,0.008958333333333401,0.032588675213675256,0.06000000000000001
0.5625,0.0026589894837525207,0.00300610319239445,0.8841666666666667,0.9387371794871795,0.08666666666666667,0.001324449697228071,0.002750256889822669,0.8883333333333333,0.9611282051282052,0.14666666666666667,2.007618325797874,-0.0002558463025717811,0.004166666666666652,0.022391025641025686,0.06
0.625,0.0028475535866164135,0.0025131162231086545,0.8870833333333333,0.9461112082362083,0.15666666666666668,0.0013737604062286361,0.0024510104666324644,0.8875,0.9687899184149185,0.19,2.07281675443956,-6.210575647619008e-05,0.0004166666666666208,0.02267871017871015,0.033333333333333326
