k,algorithm,implementation,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes
8,gOMP,baseline,0.00269540887256727,0.03810475351952133,0.8708333333333333,0.8708333333333333,0.2,0.00017490536641465344,3.0,8.0,0.08706684911202078,1.0333333333333334,1.0333333333333334,5.869103370059747e-05,3.0,0.0,0.0,1.736982871781191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0806166756083257e-05,3.136556636794315e-05,5.869103370059747e-05,1.6284233424812555e-05,0.0,3136.0,640.0,2048.0,256.0,0.0,0.0,136.0,32.0,0.0,0.0,0.0,24.0,0.0
8,gOMP,optimized,0.0026954088731258774,0.03810475354678506,0.8708333333333333,0.8708333333333333,0.2,0.00011233903339113264,3.0,8.0,0.08706684917011302,1.0333333333333334,1.0333333333333334,3.561310016569526e-05,3.0,0.0,0.0,1.736982871781191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0267499965266324e-05,2.4619200121378527e-05,3.561310016569526e-05,1.2219133956629473e-05,0.0,1000.0,640.0,0.0,256.0,0.0,0.0,64.0,32.0,0.0,0.0,0.0,8.0,0.0
12,Improved-gOMP,baseline,0.015667878510342695,0.08346155434098255,0.8694444444444444,0.8694444444444444,0.23333333333333334,0.001681548566436201,4.433333333333334,12.0,0.23638315391928166,1.5666666666666667,1.5666666666666667,0.0001247443330309276,17.895,0.0,0.0,2.080752423196908,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0720365985956352e-05,0.0011075961330789142,9.74494660719453e-05,2.7502866578288378e-05,0.000210138665715931,3148.0,640.0,2048.0,0.0,0.0,0.0,274.6666666666667,43.46666666666667,35.46666666666667,35.46666666666667,35.46666666666667,35.46666666666667,0.0
12,Improved-gOMP,optimized,0.00041019209268164494,0.01041129975895353,0.9666666666666667,0.9666666666666667,0.6333333333333333,0.0010888400337231965,4.7,12.0,0.03280545379194409,0.4,0.4,0.00010972763205548593,0.0,0.0,0.0,2.0168253395187907,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0003300232929177e-05,0.00047418896695792986,0.00018043866730295123,3.0560066443285903e-05,0.00026575919934354413,4123.2,640.0,2048.0,0.0,1152.0,96.0,96.0,45.6,37.6,0.0,0.0,8.0,0.0
12,OMP,baseline,2.043336233166414e-30,1.2352591194411905e-15,1.0,1.0,1.0,0.0006832628000362699,12.0,12.0,4.309678238811148e-15,0.0,0.0,0.00024518236714357047,1.0,0.0,0.0,1.9643516567175507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.252533252739037e-05,8.294790034900265e-05,0.00024518236714357047,7.413629949345098e-05,0.0,3512.0,640.0,2048.0,0.0,0.0,0.0,624.0,104.0,0.0,0.0,0.0,96.0,0.0
12,OMP,optimized,1.5500422600784438e-20,1.235862747128333e-10,1.0,1.0,1.0,0.0004095394670002861,12.0,12.0,3.747183356178502e-10,0.0,0.0,0.00015766800097480883,1.0,0.0,0.0,1.9643516567175507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2726534472118755e-05,1.729613444088803e-05,0.00015766800097480883,5.9007266221063524e-05,7.95107995751702e-05,2352.0,640.0,0.0,256.0,1152.0,96.0,96.0,104.0,0.0,0.0,0.0,8.0,0.0
12,gOMP,baseline,0.004647087475486132,0.05563990710202481,0.861111111111111,0.861111111111111,0.06666666666666667,0.0002568998332814469,4.0,12.0,0.15205668076054976,1.6666666666666667,1.6666666666666667,9.126856736353753e-05,3.0,0.0,0.0,2.1165835745374055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.552486707320592e-05,4.1249533387599514e-05,9.126856736353753e-05,2.350730028410908e-05,0.0,3256.0,640.0,2048.0,256.0,0.0,0.0,240.0,40.0,0.0,0.0,0.0,32.0,0.0
12,gOMP,optimized,0.004647087475406263,0.05563990711171205,0.861111111111111,0.861111111111111,0.06666666666666667,0.00015000170011868856,4.0,12.0,0.15205668078534024,1.6666666666666667,1.6666666666666667,5.0711867273397124e-05,3.0,0.0,0.0,2.1165835745374055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4255932668068756e-05,3.119809953204822e-05,5.0711867273397124e-05,1.7281467080465518e-05,0.0,1040.0,640.0,0.0,256.0,0.0,0.0,96.0,40.0,0.0,0.0,0.0,8.0,0.0
16,Improved-gOMP,baseline,0.007609964992099659,0.05952930069708275,0.8770833333333333,0.8770833333333333,0.03333333333333333,0.0024044921334279933,6.066666666666666,16.0,0.17220855054874623,1.9666666666666666,1.9666666666666666,0.00019531863205581127,17.57619047619048,0.0,0.0,2.3679011715572096,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.9375066757590198e-05,0.0016611623005398238,0.00016140190006505388,3.640643347656199e-05,0.00021218863209166255,3415.4666666666667,640.0,2048.0,0.0,0.0,0.0,476.8,56.53333333333333,48.53333333333333,48.53333333333333,48.53333333333333,48.53333333333333,0.0
16,Improved-gOMP,optimized,0.0007698350362231756,0.015901258224922915,0.9583333333333334,0.9583333333333334,0.5,0.0012838641667864672,6.233333333333333,16.0,0.05101389440893766,0.6666666666666666,0.6666666666666666,0.00014310046693329545,0.0,0.0,0.0,2.301090076448736,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.5083065581081124e-05,0.0006103580675699049,0.00023430459975012734,3.919929937789372e-05,0.00021529023336673466,5107.733333333334,640.0,2048.0,0.0,2048.0,128.0,128.0,57.86666666666667,49.86666666666667,0.0,0.0,8.0,0.0
