matrix_kind,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
bernoulli,OMP,baseline,0.0013048937333223875,9.009657262746866e-05,0.00013306954278959892,0.0005041016559698619,0.00013349311465087036,0.0
bernoulli,OMP,optimized,0.0007208481298584957,7.591418538747045e-05,3.062822128413245e-05,0.00028153406834462657,9.72499120204399e-05,0.00014466388403282812
gaussian,OMP,baseline,0.0015302817663177847,0.00010309908083096768,0.00016251302707435874,0.0005850571375049185,0.00015723231801530345,0.0
gaussian,OMP,optimized,0.0008695029003623252,8.59626895786884e-05,3.957900073146448e-05,0.0003367685715299255,0.0001235067000379786,0.00017733778591112544
partial_dct,OMP,baseline,0.0012120050368442511,8.520496121491305e-05,0.0001225821919797454,0.0004750364131662839,0.00012098278617486357,0.0
partial_dct,OMP,optimized,0.0006618879168430188,7.198850192556469e-05,2.8895939758513124e-05,0.00025612710810188826,8.844274086489652e-05,0.00013333796140310977
