measurement_ratio,baseline_peak_working_set_bytes,baseline_solver_gram_bytes,baseline_support_history_bytes,optimized_peak_working_set_bytes,optimized_solver_gram_bytes,optimized_support_history_bytes,memory_saving_ratio,peak_working_set_delta_bytes,solver_gram_delta_bytes,support_history_delta_bytes
0.1875,3920.0,0.0,1088.0,3088.0,2048.0,128.0,1.2694300518134716,-832.0,2048.0,-960.0
0.25,4048.0,0.0,1088.0,3216.0,2048.0,128.0,1.2587064676616915,-832.0,2048.0,-960.0
0.3125,4176.0,0.0,1088.0,3344.0,2048.0,128.0,1.2488038277511961,-832.0,2048.0,-960.0
0.375,4304.0,0.0,1088.0,3472.0,2048.0,128.0,1.23963133640553,-832.0,2048.0,-960.0
0.4375,4432.0,0.0,1088.0,3600.0,2048.0,128.0,1.231111111111111,-832.0,2048.0,-960.0
0.5,4560.0,0.0,1088.0,3728.0,2048.0,128.0,1.2231759656652361,-832.0,2048.0,-960.0
0.5625,4688.0,0.0,1088.0,3856.0,2048.0,128.0,1.2157676348547717,-832.0,2048.0,-960.0
0.625,4816.0,0.0,1088.0,3984.0,2048.0,128.0,1.2088353413654618,-832.0,2048.0,-960.0
