ablation_variant,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
full_suite,gOMP+Incremental+NoiseAware,optimized,0.0010588133094036796,2.481612590296815e-05,0.0005661223797748486,0.000230121417165113,3.977078643705075e-05,5.396028733230196e-05
