measurement_ratio,baseline_runtime_sec,baseline_nmse,baseline_support_recall,baseline_support_precision,baseline_exact_support_recovery,optimized_runtime_sec,optimized_nmse,optimized_support_recall,optimized_support_precision,optimized_exact_support_recovery,speedup_ratio,nmse_delta,support_recall_delta,support_precision_delta,exact_support_recovery_delta
0.1875,0.00045711065031355246,0.37123467738932475,0.5,0.5,0.0,0.00024089354992611333,0.3712346773517767,0.5,0.5,0.0,1.8975628465509229,-3.754807575973018e-11,0.0,0.0,0.0
0.25,0.0004260804002115037,0.08029082558417408,0.684375,0.684375,0.0,0.00021165970065339934,0.08029082558731326,0.684375,0.684375,0.0,2.0130445186125736,3.1391833577032457e-12,0.0,0.0,0.0
0.3125,0.0004477061496800161,0.015660203965726455,0.83125,0.83125,0.0,0.00022794644992245593,0.01566020396375751,0.83125,0.83125,0.0,1.9640847656645637,-1.9689458397031956e-12,0.0,0.0,0.0
0.375,0.00045624054982909004,0.006436214383720641,0.875,0.875,0.1,0.0002241922997200163,0.006436214382363392,0.875,0.875,0.1,2.0350411249577633,-1.3572493823277298e-12,0.0,0.0,0.0
0.4375,0.000447194549269625,0.003554589313952101,0.90625,0.90625,0.15,0.0002313466999112279,0.003554589313084812,0.90625,0.90625,0.15,1.9330059579031038,-8.672888796024125e-13,0.0,0.0,0.0
0.5,0.0005087360994366463,0.003871922992183767,0.9,0.9,0.05,0.00023948635007400298,0.003871922992910945,0.9,0.9,0.05,2.1242801490750653,7.271783002138488e-13,0.0,0.0,0.0
0.5625,0.00047443194980587575,0.0021204042715695696,0.921875,0.921875,0.25,0.00024469304971717063,0.002120404271140893,0.921875,0.921875,0.25,1.9388860875053446,-4.286766254468777e-13,0.0,0.0,0.0
0.625,0.0005339159002687666,0.0026538543270395983,0.909375,0.909375,0.15,0.00026173340029345127,0.0026538543264584234,0.909375,0.909375,0.15,2.0399226834257633,-5.811748651773918e-13,0.0,0.0,0.0
