matrix_kind,baseline_runtime_sec,baseline_nmse,baseline_support_recall,baseline_support_precision,baseline_exact_support_recovery,optimized_runtime_sec,optimized_nmse,optimized_support_recall,optimized_support_precision,optimized_exact_support_recovery,speedup_ratio,nmse_delta,support_recall_delta,support_precision_delta,exact_support_recovery_delta
bernoulli,0.002292915350153635,0.010734655546895362,0.821875,0.8601282051282052,0.0,0.00112192695014528,0.005518497577953024,0.865625,0.9271955128205128,0.0,2.043729629506379,-0.005216157968942338,0.043749999999999956,0.06706730769230762,0.0
gaussian,0.0023721339501207696,0.00607151719552531,0.85625,0.8761538461538463,0.0,0.0011811996997494133,0.004912009397224677,0.878125,0.9393750000000001,0.2,2.0082412403457335,-0.0011595077983006328,0.02187500000000009,0.06322115384615379,0.2
partial_dct,0.002135366499896918,0.003869775805777393,0.86875,0.9326121794871796,0.05,0.0010496281502128113,0.00371469246348004,0.884375,0.9546955128205129,0.2,2.034402849679645,-0.0001550833422973531,0.015625,0.022083333333333344,0.15000000000000002
