ablation_variant,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
full_suite,gOMP+NoiseAwareStop,optimized,0.0010534877491105968,2.472431675414555e-05,0.0005891459122843419,0.00019052959517769827,4.274534944367285e-05,6.3718772920159e-05
