snr_db,algorithm,implementation,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes
30.0,gOMP,baseline,0.0014816613930330185,0.029867011304166004,0.9291666666666667,0.9291666666666667,0.20666666666666667,0.0005639523435092997,6.0,16.0,0.14291815310964823,1.1333333333333333,1.1333333333333333,0.00021754625093308276,3.0,0.0,0.0,2.1564790874395277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.026135052399089e-05,8.440047968178987e-05,0.00021754625093308276,4.609646751002098e-05,0.0,3664.0,768.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0
30.0,gOMP,optimized,0.0014816613932252343,0.02986701130544354,0.9291666666666667,0.9291666666666667,0.20666666666666667,0.00027839070365492566,6.0,16.0,0.14291815310964823,1.1333333333333333,1.1333333333333333,9.828911832300946e-05,3.0,0.0,0.0,2.1564790874395277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6098483795067294e-05,5.905023145411785e-05,9.828911832300946e-05,3.343114901023607e-05,0.0,1216.0,768.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0
40.0,Improved-gOMP,baseline,0.0021237086436095465,0.02888770049083864,0.9197916666666667,0.92125,0.19,0.0031876648063674413,6.1033333333333335,15.976666666666667,0.10177095558493623,1.26,1.2833333333333334,0.0002569328683603089,17.769873015873014,0.0,0.0,2.1560146700975458,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.63743094203528e-05,0.0021835499463486487,0.00021039546763252777,4.674193012760952e-05,0.0002841756571918571,3545.9466666666667,768.0,2048.0,0.0,0.0,0.0,477.81333333333333,56.82666666666667,48.82666666666667,48.82666666666667,48.82666666666667,48.82666666666667,0.0
40.0,Improved-gOMP,optimized,0.0007916509795535843,0.01268622010045359,0.9639583333333334,0.9672777777777778,0.53,0.0016755625396520676,6.163333333333333,15.946666666666667,0.056792617221267105,0.5233333333333333,0.5766666666666667,0.00018858831099350938,0.0,0.0,0.0,2.1022671138285283,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.351987063069828e-05,0.0008163873516120172,0.00031998619369308774,5.5026129023948065e-05,0.00023921838049621632,5220.533333333334,768.0,2048.0,0.0,2034.7733333333333,127.57333333333334,127.57333333333334,57.306666666666665,49.306666666666665,0.0,0.0,8.0,0.0
40.0,OMP,baseline,2.3256465517841542e-05,0.004677416110378915,0.99,0.99,0.8433333333333334,0.0012710700837972883,16.0,16.0,0.035991038409713835,0.16,0.16,0.0004978925085742957,1.0,0.0,0.0,2.0686932557647135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.172679605195299e-05,0.00013636795711742403,0.0004978925085742957,0.00012637448836661254,0.0,4168.0,768.0,2048.0,0.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,128.0,0.0
40.0,OMP,optimized,2.3256465498115835e-05,0.004677416109030459,0.99,0.99,0.8433333333333334,0.0006983145131380297,16.0,16.0,0.035991038409713835,0.16,0.16,0.0002711003580285857,1.0,0.0,0.0,2.0686932557647135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.856246075282494e-05,2.83818660924832e-05,0.0002711003580285857,9.310268234306325e-05,0.0001443221784332612,3472.0,768.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0
40.0,RMP,baseline,0.02940705945078512,0.16974831296354345,0.839375,0.839375,0.02,0.0012397800795345877,16.0,16.0,0.6274859726449417,2.57,2.57,0.00048821881670543614,1.0,0.0,0.0,2.1939028574601878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8711531601147726e-05,4.669843552013238e-05,0.0004809015349019319,0.00019402391932089814,0.0,4304.0,768.0,2048.0,256.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,8.0,0.0
40.0,RMP,optimized,0.02940705948739477,0.16974831307223978,0.839375,0.839375,0.02,0.0006562852831848431,16.0,16.0,0.627485972957336,2.57,2.57,0.0001502324351167772,1.0,0.0,0.0,2.1939028574601878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3563667364263287e-05,3.686565663277482e-05,0.0001502324351167772,0.0001717372585941727,0.00013936600288919483,3472.0,768.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0
40.0,gOMP,baseline,0.0015110838252281587,0.0219107011984238,0.9352083333333333,0.9352083333333333,0.27,0.0005923545362990504,6.0,16.0,0.08218407811865132,1.0366666666666666,1.0366666666666666,0.00022784837579820305,3.0,0.0,0.0,2.1534181094465614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2031388642887274e-05,8.936495602635356e-05,0.00022784837579820305,4.760771514459824e-05,0.0,3664.0,768.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0
40.0,gOMP,optimized,0.0015110838256092657,0.02191070119990529,0.9352083333333333,0.9352083333333333,0.27,0.00029211881264927796,6.0,16.0,0.08218407811865132,1.0366666666666666,1.0366666666666666,0.00010477360182752212,3.0,0.0,0.0,2.1534181094465614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6659239714111513e-05,6.176377016042049e-05,0.00010477360182752212,3.5994303713475045e-05,0.0,1216.0,768.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0
clean,Improved-gOMP,baseline,0.002785816239467097,0.03029005660188645,0.915625,0.915625,0.25,0.0030262526472991645,6.153333333333333,16.0,0.09497564914227735,1.35,1.35,0.00024282135995842206,17.63809523809524,0.0,0.0,2.1628682426795773,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.478598271613009e-05,0.0020712127624816883,0.00019873904374738535,4.509100695334685e-05,0.0002743816409201827,3553.4933333333333,768.0,2048.0,0.0,0.0,0.0,483.36,57.22666666666667,49.22666666666667,49.22666666666667,49.22666666666667,49.22666666666667,0.0
clean,Improved-gOMP,optimized,0.00026133013963580833,0.0067068113763867595,0.9741666666666666,0.9741666666666666,0.63,0.001543698163247124,6.253333333333333,16.0,0.021510261554770517,0.41333333333333333,0.41333333333333333,0.00017363271637198827,0.0,0.0,0.0,2.109118797986212,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.167619788049099e-05,0.0007442494857726464,0.0002986365671191985,5.127363741242637e-05,0.00022786217959946953,5236.053333333333,768.0,2048.0,0.0,2048.0,128.0,128.0,58.026666666666664,50.026666666666664,0.0,0.0,8.0,0.0
clean,OMP,baseline,2.83807238885729e-30,1.5150200190459107e-15,1.0,1.0,1.0,0.0011606694666746382,16.0,16.0,6.048223811247366e-15,0.0,0.0,0.00045694629530771634,1.0,0.0,0.0,2.0801951986657023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.358536361910714e-05,0.00012558530215756036,0.00045694629530771634,0.00011221790676548456,0.0,4168.0,768.0,2048.0,0.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,128.0,0.0
clean,OMP,optimized,1.7018225833898908e-20,1.2911720116412517e-10,1.0,1.0,1.0,0.000641566050471738,16.0,16.0,4.2928993042867547e-10,0.0,0.0,0.0002503229565627407,1.0,0.0,0.0,2.0801951986657023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.367667393836503e-05,2.7161140606040137e-05,0.0002503229565627407,8.73975061889117e-05,0.00012674392598758762,3472.0,768.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0
clean,RMP,baseline,0.029581599384345125,0.1704717399146445,0.8402083333333333,0.8402083333333333,0.03,0.001120570943360993,16.0,16.0,0.6225615957359004,2.5566666666666666,2.5566666666666666,0.00043694012085325083,1.0,0.0,0.0,2.1934122437851915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.532892692523698e-05,4.096867691259831e-05,0.000430639022476195,0.00017593222267654103,0.0,4304.0,768.0,2048.0,256.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,8.0,0.0
clean,RMP,optimized,0.02958159942154508,0.17047174002445328,0.8402083333333333,0.8402083333333333,0.03,0.0006079414869600441,16.0,16.0,0.622561596049231,2.5566666666666666,2.5566666666666666,0.0001398963278431135,1.0,0.0,0.0,2.1934122437851915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0363446401509764e-05,3.4117978696788975e-05,0.0001398963278431135,0.0001555991795612499,0.00012994756718399004,3472.0,768.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0
clean,gOMP,baseline,0.0009030090606298056,0.01845468549529184,0.9364583333333333,0.9364583333333333,0.27,0.000566206136039303,6.0,16.0,0.05920261336318987,1.0166666666666666,1.0166666666666666,0.00021769347964436747,3.0,0.0,0.0,2.154635599940501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9029100648282717e-05,8.575470152815494e-05,0.00021769347964436747,4.8016112996265294e-05,0.0,3664.0,768.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0
clean,gOMP,optimized,0.0009030090607413192,0.018454685529895397,0.9364583333333333,0.9364583333333333,0.27,0.0002936100103640153,6.0,16.0,0.05920261347844997,1.0166666666666666,1.0166666666666666,0.00010463711194461212,3.0,0.0,0.0,2.154635599940501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7784979223118475e-05,6.321696991411349e-05,0.00010463711194461212,3.460726637664872e-05,0.0,1216.0,768.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0
