ablation_variant,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
full_suite,Improved-gOMP,optimized,0.0008503957664894794,2.037386584561318e-05,0.0004719848007274171,0.000177893899793465,3.1807500151141235e-05,3.885776714014355e-05
