k,algorithm,implementation,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes
16,gOMP,baseline,0.0001768159483592919,0.006371071139820003,0.9697916666666667,0.9697916666666667,0.5933333333333334,0.0005798082498464377,6.0,16.0,0.022311236988309165,0.48333333333333334,0.48333333333333334,0.00021680504248549966,3.0,0.0,0.0,1.8986565751949878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.562723053619152e-05,8.409387533901454e-05,0.00021680504248549966,5.202111763840664e-05,0.0,3920.0,1024.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0
16,gOMP,optimized,0.00017681594837483917,0.006371071210792381,0.9697916666666667,0.9697916666666667,0.5933333333333334,0.0002941436066854427,6.0,16.0,0.0223112372365939,0.48333333333333334,0.48333333333333334,0.00010470923623262682,3.0,0.0,0.0,1.8986565751949878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.060363291297098e-05,6.00718847514719e-05,0.00010470923623262682,3.486218003672482e-05,0.0,1472.0,1024.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0
20,Improved-gOMP,baseline,0.00036931723021688015,0.008226333979907291,0.9693333333333334,0.9693333333333334,0.5233333333333333,0.004512735420187961,7.99,20.0,0.029847935488688186,0.6133333333333333,0.6133333333333333,0.00037362891584047733,17.60257275132275,0.0,0.0,2.087614453395911,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.442114280109851e-05,0.003122436629346289,0.00031229170694127534,6.782441264173261e-05,0.0003867283298555893,4168.133333333333,1024.0,2048.0,0.0,0.0,0.0,768.5333333333333,71.92,63.92,63.92,63.92,63.92,0.0
20,Improved-gOMP,optimized,1.9795527108614135e-05,0.0010362712314017195,0.9933333333333333,0.9933333333333333,0.8733333333333333,0.0021687139631830607,8.056666666666667,20.0,0.004080117688819802,0.13333333333333333,0.13333333333333333,0.00029778960684775035,0.0,0.0,0.0,2.060505025731261,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.780044032183095e-05,0.00101909100994812,0.0004656506995281943,7.600673813915663e-05,0.00031751820400429835,6736.906666666667,1024.0,2048.0,0.0,3200.0,160.0,160.0,72.45333333333333,64.45333333333333,0.0,0.0,8.0,0.0
20,OMP,baseline,2.737820494877256e-30,1.534888742022e-15,1.0,1.0,1.0,0.0017455655067654123,20.0,20.0,7.0348403630524796e-15,0.0,0.0,0.0007051471059578763,1.0,0.0,0.0,2.0505096701634344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011770611119569617,0.00015804468406708532,0.0007051471059578763,0.00017567880005415367,0.0,5080.0,1024.0,2048.0,0.0,0.0,0.0,1680.0,168.0,0.0,0.0,0.0,160.0,0.0
20,OMP,optimized,1.6214203615010397e-20,1.2631498493889222e-10,1.0,1.0,1.0,0.0008686525997472437,20.0,20.0,4.791895758346275e-10,0.0,0.0,0.00032837085794497133,1.0,0.0,0.0,2.0505096701634344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010233026002725955,3.45653051044787e-05,0.00032837085794497133,0.00011909012571167649,0.00017381602932189667,4976.0,1024.0,0.0,256.0,3200.0,160.0,160.0,168.0,0.0,0.0,0.0,8.0,0.0
20,gOMP,baseline,0.00018732562615843683,0.006884746944914944,0.9678333333333332,0.9678333333333332,0.43666666666666665,0.000736610889628788,7.0,20.0,0.025533100850325903,0.6433333333333333,0.6433333333333333,0.0002911924482516753,3.0,0.0,0.0,2.090170719789267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0980991034302424e-05,9.690591090473706e-05,0.0002911924482516753,6.13670871825869e-05,0.0,4112.0,1024.0,2048.0,256.0,0.0,0.0,664.0,64.0,0.0,0.0,0.0,56.0,0.0
20,gOMP,optimized,0.00018732562618407498,0.006884747000027984,0.9678333333333332,0.9678333333333332,0.43666666666666665,0.00034490552381607467,7.0,20.0,0.025533101061990155,0.6433333333333333,0.6433333333333333,0.00012241652405156755,3.0,0.0,0.0,2.090170719789267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.617565943083394e-05,6.843507289886014e-05,0.00012241652405156755,4.0914486889959314e-05,0.0,1512.0,1024.0,0.0,256.0,0.0,0.0,160.0,64.0,0.0,0.0,0.0,8.0,0.0
24,Improved-gOMP,baseline,0.0005387762192513878,0.009405922393372762,0.971388888888889,0.971388888888889,0.5666666666666667,0.006028984447184437,9.796666666666667,24.0,0.03462364521435517,0.6866666666666666,0.6866666666666666,0.0005211801104693351,17.440771043771043,0.0,0.0,2.3179441276716095,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.613996927626217e-05,0.004216084236735042,0.0004490130558648253,8.289787957133503e-05,0.00048440161922669864,4589.013333333333,1024.0,2048.0,0.0,0.0,0.0,1117.1466666666668,86.37333333333333,78.37333333333333,78.37333333333333,78.37333333333333,78.37333333333333,0.0
24,Improved-gOMP,optimized,3.197970933127104e-05,0.001350233844877579,0.993611111111111,0.993611111111111,0.8633333333333333,0.00263754271674159,9.9,24.0,0.005041337066753642,0.15333333333333332,0.15333333333333332,0.0002767415459189697,0.0,0.0,0.0,2.280962647542875,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.684141588668786e-05,0.0012760873068084766,0.0004868252532711373,8.963318527092844e-05,0.00043894950363508497,8238.4,1024.0,2048.0,0.0,4608.0,192.0,192.0,87.2,79.2,0.0,0.0,8.0,0.0
