coeff_mode,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
gaussian,Improved-gOMP,baseline,0.0021709702003136046,2.7500900250743145e-05,0.0015282563505024881,0.00014690320131194312,3.1955950180417855e-05,0.00014370759890880436
gaussian,Improved-gOMP,optimized,0.0010785756499899434,2.3978248282219284e-05,0.0005609107505733846,0.0002167499995266553,3.7118399086466523e-05,0.00010619594977470114
rademacher,Improved-gOMP,baseline,0.002686364400506136,2.900555064115906e-05,0.0018470542006980395,0.0001722425002299133,3.7710749347752424e-05,0.000280385050609766
rademacher,Improved-gOMP,optimized,0.0011145356998895294,2.228660032415064e-05,0.0005560413017519749,0.00021804100069857668,3.334765060571954e-05,0.00015296934943762608
uniform,Improved-gOMP,baseline,0.002456551749855862,2.766490142676048e-05,0.0016842355995322577,0.00016041995040723124,3.4762250470521396e-05,0.00023943134892761008
uniform,Improved-gOMP,optimized,0.0011480805502287693,2.3699500161455944e-05,0.000580187600098725,0.00022061329964344621,3.5655049396154935e-05,0.00014602815044781892
