n,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
128,RMP,baseline,0.0011104999983217567,4.58399998024106e-05,3.416002728044987e-05,0.000413339986698702,0.000174700008938089,0.0
128,RMP,optimized,0.0007431000121869147,5.509998882189393e-05,4.736000555567443e-05,0.00014967997558414936,0.00022150000440888107,0.00015490000369027256
256,RMP,baseline,0.0011422400013543666,5.595999537035823e-05,3.65599466022104e-05,0.00042662000050768255,0.00019796000560745597,0.0
256,RMP,optimized,0.0005612999899312854,5.0220009870827195e-05,3.051997045986354e-05,0.00011517999810166657,0.00016760000726208092,0.00011972001520916819
384,RMP,baseline,0.0011050200031604619,8.005996933206916e-05,3.7820008583366874e-05,0.0004121199832297862,0.0001910799997858703,0.0
384,RMP,optimized,0.0006018399901222438,5.707995151169598e-05,3.0700018396601084e-05,0.00011472001788206398,0.00017239998560398818,0.00013607999426312745
512,RMP,baseline,0.001268099993467331,9.014001698233187e-05,5.365998367778957e-05,0.00044873998849652706,0.00023939998936839402,0.0
512,RMP,optimized,0.0006741799996234476,7.76400207541883e-05,3.214000025764108e-05,0.00011851998860947787,0.00020019999938085674,0.00012597996974363923
