measurement_ratio,baseline_runtime_sec,baseline_nmse,baseline_support_recall,baseline_support_precision,baseline_exact_support_recovery,optimized_runtime_sec,optimized_nmse,optimized_support_recall,optimized_support_precision,optimized_exact_support_recovery,speedup_ratio,nmse_delta,support_recall_delta,support_precision_delta,exact_support_recovery_delta
0.1875,0.0013438682633568533,0.29825649205486615,0.5314583333333334,0.5314583333333334,0.0,0.0007130303264420945,0.298256492093701,0.5314583333333334,0.5314583333333334,0.0,1.8847280592713882,3.883482424527074e-11,0.0,0.0,0.0
0.25,0.001166150603433683,0.08870516955597346,0.7060416666666667,0.7060416666666667,0.0,0.0006135704974197627,0.08870516960679323,0.7060416666666667,0.7060416666666667,0.0,1.900597581431434,5.081976506282615e-11,0.0,0.0,0.0
0.3125,0.0011328317399602384,0.04667664358060152,0.79375,0.79375,0.006666666666666667,0.0006059906700102147,0.046676643622951104,0.79375,0.79375,0.006666666666666667,1.8693880880066078,4.2349582174416867e-11,0.0,0.0,0.0
0.375,0.0011015792232744086,0.03685878874058152,0.8202083333333333,0.8202083333333333,0.013333333333333334,0.0005836074499529786,0.03685878877853229,0.8202083333333333,0.8202083333333333,0.013333333333333334,1.8875345463173288,3.7950767528549534e-11,0.0,0.0,0.0
0.4375,0.00116895582623935,0.031910753719748955,0.8372916666666667,0.8372916666666667,0.02,0.0006296883765996124,0.031910753755407806,0.8372916666666667,0.8372916666666667,0.02,1.8564036905871473,3.5658850872088976e-11,0.0,0.0,0.0
0.5,0.0011718227966533352,0.029707174636251547,0.8460416666666667,0.8460416666666667,0.06666666666666667,0.0006214617396472022,0.029707174669903656,0.8460416666666667,0.8460416666666667,0.06666666666666667,1.88559121486476,3.36521088772912e-11,0.0,0.0,0.0
0.5625,0.001185051427213087,0.02857801519213013,0.861875,0.861875,0.03666666666666667,0.0006254416969022714,0.028578015224736786,0.861875,0.861875,0.03666666666666667,1.8947432399894146,3.2606656957812064e-11,0.0,0.0,0.0
0.625,0.0012769403872759236,0.027460180528259662,0.8675,0.8675,0.1,0.0006504861865444885,0.02746018055973624,0.8675,0.8675,0.1,1.9630553479686998,3.1476578288280876e-11,0.0,0.0,0.0
