snr_db,baseline_peak_working_set_bytes,baseline_solver_gram_bytes,baseline_support_history_bytes,optimized_peak_working_set_bytes,optimized_solver_gram_bytes,optimized_support_history_bytes,memory_saving_ratio,peak_working_set_delta_bytes,solver_gram_delta_bytes,support_history_delta_bytes
5.0,3144.5333333333333,0.0,184.53333333333333,3686.6666666666665,664.8,71.2,0.8529475587703436,542.1333333333332,664.8,-113.33333333333333
10.0,3284.8,0.0,286.1333333333333,4439.466666666666,1335.4666666666667,101.86666666666666,0.7399086977414706,1154.666666666666,1335.4666666666667,-184.26666666666665
15.0,3391.733333333333,0.0,362.4,4495.2,1376.2666666666667,104.26666666666667,0.7545233434181645,1103.4666666666667,1376.2666666666667,-258.1333333333333
20.0,3518.4,0.0,457.06666666666666,5016.0,1849.0666666666666,121.06666666666666,0.7014354066985646,1497.6,1849.0666666666666,-336.0
25.0,3527.733333333333,0.0,463.73333333333335,5078.4,1905.6,123.2,0.6946544843520269,1550.6666666666665,1905.6,-340.53333333333336
30.0,3533.866666666667,0.0,469.8666666666667,5197.866666666667,2014.9333333333334,126.93333333333334,0.6798686640673097,1664.0,2014.9333333333334,-342.93333333333334
40.0,3559.2,0.0,487.2,5235.733333333334,2048.0,128.0,0.6797901599266578,1676.5333333333338,2048.0,-359.2
clean,3549.3333333333335,0.0,480.0,5235.2,2048.0,128.0,0.6779747351263244,1685.8666666666663,2048.0,-352.0
