coeff_mode,baseline_runtime_sec,baseline_nmse,baseline_support_recall,baseline_support_precision,baseline_exact_support_recovery,optimized_runtime_sec,optimized_nmse,optimized_support_recall,optimized_support_precision,optimized_exact_support_recovery,speedup_ratio,nmse_delta,support_recall_delta,support_precision_delta,exact_support_recovery_delta
gaussian,0.0032723058800911533,0.008053622170997548,0.8395833333333333,0.8738251748251749,0.016666666666666666,0.001574473977185941,0.005107940408869758,0.8695833333333334,0.9313867521367523,0.10333333333333333,2.078348659620116,-0.002945681762127789,0.030000000000000027,0.057561577311577405,0.08666666666666667
rademacher,0.0034409425531339364,0.25264154316126247,0.8179166666666666,0.8179166666666666,0.20666666666666667,0.0014231568673373355,0.16340556203919918,0.8841666666666667,0.8841666666666667,0.26,2.41782380572831,-0.0892359811220633,0.06625000000000003,0.06625000000000003,0.053333333333333344
uniform,0.0029672561101809452,0.014623080247865792,0.8679166666666667,0.8925085470085471,0.06666666666666667,0.0014290526669841104,0.007667711536819337,0.8922916666666667,0.9358376068376068,0.16,2.076379813518754,-0.006955368711046455,0.024375000000000036,0.04332905982905966,0.09333333333333334
