matrix_kind,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
bernoulli,Improved-gOMP,baseline,0.0029232373327734724,3.6009622466129565e-05,0.0020387240897495455,0.0001980408391682431,4.566363645911527e-05,0.00022045941625644142
bernoulli,Improved-gOMP,optimized,0.0014590763437930339,3.201558021828532e-05,0.000749089267871265,0.000292777523281984,5.047630499272297e-05,0.00015150940293096938
gaussian,Improved-gOMP,baseline,0.0035063030733726917,4.2049462354043496e-05,0.002442010132605598,0.00023273972008610143,5.643258608567218e-05,0.00028314433657214975
gaussian,Improved-gOMP,optimized,0.0016926668034769438,3.6134997014111525e-05,0.0008684896401246078,0.0003453299902321305,5.881052672824202e-05,0.00017120021739780593
partial_dct,Improved-gOMP,baseline,0.0025895734535879454,3.255339014382722e-05,0.001829019387223525,0.0001780657728765315,4.267184049240313e-05,0.00015555252068831274
partial_dct,Improved-gOMP,optimized,0.001316748959943652,2.9312256374396383e-05,0.0006890134572555932,0.00027487083614687437,4.522359915426932e-05,0.00010882646311074495
